@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.02487,0.508008,1.295728,1.544074,0.537421,1.381404,2.486282,1.661265,1.596676,1.247651,1.291886,1.262351,1.501209,1.274697,1.153018,1.205999,1.88724,1.317604,1.299372,1.35012,41
1.168264,1.490946,1.803953,1.247705,1.536288,1.860502,2.442606,1.073563,1.68312,1.530986,1.793893,1.849332,1.839332,1.861393,1.763577,1.814361,1.653763,1.81985,1.869351,1.883904,41
1.037548,1.163324,1.580688,1.19116,1.142051,1.688573,2.279282,1.51986,1.203621,0.612606,1.608115,1.579992,1.743392,1.562635,1.528625,1.568982,1.618877,1.642217,1.645477,1.708999,41
1.07518,1.534008,1.728836,0.544204,1.515474,1.796778,2.477329,1.404218,1.553827,1.302878,1.707775,1.783202,1.786133,1.781432,1.700203,1.772312,1.217373,1.750894,1.795598,1.834737,41
1.098916,0.733135,1.255997,1.572244,0.718873,1.340955,2.521682,1.609232,1.61383,1.369847,1.210387,1.27093,1.366201,1.339673,1.083011,1.183339,1.893977,1.239881,1.259191,1.267376,41
1.336831,1.210271,1.575796,1.26316,1.235274,1.6026,2.204706,1.359315,1.125378,0.710233,1.639582,1.558883,1.66505,1.513599,1.615077,1.519542,1.449638,1.598285,1.65188,1.7398,41
1.034725,1.241594,1.617573,1.191816,1.197683,1.739758,2.29417,1.586778,1.225694,0.709064,1.6458,1.614742,1.78504,1.605501,1.555672,1.60457,1.623237,1.683201,1.682844,1.745853,41
1.030632,1.204535,1.610887,1.178478,1.176592,1.721563,2.291187,1.552632,1.21762,0.630806,1.637244,1.606412,1.777907,1.590074,1.552607,1.595215,1.611068,1.672263,1.673324,1.737354,41
1.488674,0.980708,1.346889,1.435805,1.075549,1.337567,2.309351,0.966306,1.482449,1.369137,1.354993,1.411026,1.239412,1.435321,1.367572,1.321659,1.638161,1.311955,1.416448,1.436659,41
0.993098,0.592939,1.23274,1.463025,0.578493,1.331242,2.47493,1.595067,1.557091,1.250284,1.216099,1.232275,1.404262,1.267954,1.092804,1.17631,1.827072,1.251648,1.247705,1.286901,41
1.024431,1.451151,1.782032,0.692699,1.497771,1.825802,2.46468,1.273331,1.587849,1.264077,1.748762,1.823128,1.83259,1.801314,1.709544,1.776255,1.27375,1.783406,1.84187,1.866289,41
0.96887,1.210563,1.50045,0.84601,1.275257,1.502725,2.374218,1.049978,1.393255,1.157492,1.497115,1.556959,1.473655,1.5542,1.504164,1.485652,1.185968,1.476795,1.580488,1.608256,41
1.029814,1.199865,1.60863,1.179334,1.178624,1.720539,2.279836,1.527132,1.219528,0.67904,1.635328,1.610784,1.763418,1.597184,1.552063,1.597663,1.618705,1.671087,1.674635,1.733348,41
1.054502,1.200994,1.607134,1.189923,1.182103,1.719981,2.286715,1.534816,1.224613,0.729901,1.632359,1.613261,1.751471,1.602122,1.549923,1.598588,1.627416,1.66894,1.675694,1.730756,41
0.998493,0.557454,1.28174,1.510884,0.58995,1.366906,2.481373,1.608711,1.58566,1.260619,1.263979,1.268285,1.455985,1.294133,1.129454,1.201719,1.863178,1.294324,1.290174,1.324411,41
1.420069,1.093022,1.552615,1.220549,1.140185,1.611933,2.467027,1.472992,1.603912,1.285538,1.51598,1.581025,1.597943,1.571617,1.437083,1.515683,1.62178,1.551277,1.590427,1.616839,41
1.026038,1.202491,1.609765,1.1891,1.174398,1.725479,2.286414,1.55819,1.218727,0.664957,1.639098,1.606057,1.775449,1.588886,1.547409,1.590821,1.615657,1.67335,1.67595,1.737211,41
1.031228,1.225584,1.628061,1.159125,1.202203,1.741758,2.296412,1.566332,1.218969,0.702801,1.659821,1.628862,1.780169,1.61381,1.577936,1.618441,1.601514,1.693666,1.697246,1.757981,41
0.98792,0.53052,1.25514,1.470116,0.513159,1.362624,2.49839,1.690172,1.579164,1.254503,1.26182,1.241728,1.465213,1.261074,1.148567,1.217605,1.864195,1.302343,1.272063,1.332133,41
0.999178,0.454767,1.261048,1.472874,0.502457,1.344001,2.488225,1.627197,1.577858,1.227996,1.256704,1.243336,1.457568,1.25326,1.140252,1.198969,1.846396,1.288254,1.27082,1.323752,41
1.374762,1.36229,1.607118,1.07287,1.446631,1.588674,2.232595,0.813128,1.327266,1.181516,1.630941,1.681671,1.505146,1.672103,1.683652,1.626644,1.321228,1.59303,1.704517,1.736674,41
0.994385,0.517306,1.258454,1.460368,0.529896,1.360006,2.508941,1.672387,1.586121,1.24628,1.263785,1.25302,1.458128,1.265326,1.155472,1.225659,1.858961,1.304121,1.27928,1.334349,41
1.006576,0.534758,1.228877,1.465301,0.552539,1.31179,2.501219,1.596032,1.579913,1.267556,1.205117,1.230629,1.396713,1.263539,1.095874,1.178086,1.83894,1.241554,1.23559,1.275455,41
1.029467,1.197816,1.619006,1.166267,1.183391,1.722505,2.282988,1.534251,1.221334,0.670828,1.641164,1.617001,1.77287,1.600339,1.555792,1.598819,1.601472,1.675305,1.680051,1.734579,41
1.037623,1.237158,1.62898,1.15403,1.213332,1.741651,2.294796,1.545508,1.223039,0.718638,1.654585,1.633202,1.774513,1.621837,1.572923,1.62,1.598786,1.690287,1.69657,1.753731,41
2.249663,2.266487,2.450006,2.2535,2.245914,2.458487,2.467232,2.24986,2.141544,2.068111,2.459613,2.425056,2.532295,2.443908,2.449839,2.432647,2.41417,2.46376,2.460028,2.375657,41
1.002009,0.571811,1.240718,1.50049,0.539599,1.345048,2.495962,1.664491,1.581253,1.272487,1.232255,1.229122,1.43689,1.263662,1.107629,1.186817,1.869205,1.269818,1.24989,1.299307,41
1.408279,1.06284,1.502519,1.210192,1.113978,1.555232,2.483449,1.431188,1.606387,1.313496,1.45388,1.548697,1.521128,1.552408,1.391274,1.482249,1.626858,1.492907,1.537689,1.555253,41
1.031695,1.223235,1.610383,1.184493,1.187135,1.728751,2.285099,1.567392,1.214458,0.713467,1.638121,1.608254,1.77021,1.598731,1.549228,1.595279,1.612742,1.673449,1.67676,1.737551,41
1.056036,1.231522,1.618634,1.13689,1.21316,1.725113,2.291575,1.505039,1.21755,0.68329,1.639263,1.628243,1.755262,1.617185,1.565261,1.614484,1.586694,1.675481,1.685049,1.740718,41
0.994238,0.588865,1.200265,1.425415,0.55854,1.302859,2.485199,1.601817,1.546288,1.254672,1.188148,1.211247,1.369002,1.25054,1.08658,1.171605,1.809621,1.228197,1.220209,1.266365,41
1.414954,1.088475,1.519995,1.116499,1.104979,1.590482,2.510662,1.55851,1.615781,1.286747,1.495532,1.553027,1.606719,1.535521,1.451393,1.534764,1.601971,1.54556,1.557544,1.613136,41
1.031536,1.23202,1.622645,1.177209,1.197779,1.740596,2.293922,1.573072,1.224272,0.687964,1.651857,1.620891,1.786106,1.607613,1.564649,1.610502,1.614664,1.688147,1.688755,1.75104,41
1.03156,1.209764,1.619334,1.176861,1.186699,1.733399,2.290769,1.565234,1.2182,0.709469,1.650004,1.61834,1.773732,1.603698,1.56392,1.604907,1.61128,1.683693,1.687626,1.747433,41
0.997218,0.617993,1.235973,1.501356,0.515025,1.359784,2.483376,1.713738,1.573972,1.277298,1.240187,1.20978,1.471282,1.24768,1.115512,1.192106,1.875642,1.282154,1.242932,1.314332,41
0.992865,1.442321,1.808126,0.689289,1.475596,1.868011,2.455121,1.388219,1.584575,1.219037,1.79337,1.828174,1.909903,1.791438,1.74048,1.797717,1.290769,1.830518,1.868411,1.911846,41
1.02611,1.189664,1.632332,1.188182,1.181299,1.737317,2.297512,1.548421,1.238914,0.665472,1.657217,1.627247,1.793161,1.605467,1.567397,1.60878,1.622481,1.691114,1.694015,1.752252,41
1.048251,1.227258,1.638698,1.170898,1.208741,1.749411,2.30278,1.556792,1.238452,0.680407,1.665083,1.639732,1.793819,1.621764,1.582316,1.628434,1.617525,1.701869,1.704405,1.763682,41
1.118,1.202923,1.546648,1.218191,1.164625,1.630418,2.200825,1.425392,1.125001,0.707953,1.5732,1.524569,1.689177,1.51577,1.487584,1.480272,1.500194,1.572634,1.604507,1.675412,41
0.989656,0.517117,1.264014,1.484662,0.461588,1.372043,2.504356,1.723678,1.615776,1.266564,1.272341,1.231078,1.52925,1.240062,1.165512,1.235002,1.893893,1.320153,1.264282,1.349103,41
1.007955,0.537714,1.278353,1.501569,0.43941,1.382699,2.506458,1.7566,1.626979,1.254542,1.287911,1.219781,1.582671,1.220073,1.175782,1.232808,1.895307,1.332453,1.262784,1.368481,41
1.033479,1.171983,1.642803,1.189984,1.181206,1.738891,2.298503,1.527161,1.248434,0.647424,1.666038,1.636434,1.799978,1.607706,1.575617,1.612473,1.619913,1.697247,1.702933,1.758873,41
1.037562,1.191059,1.632857,1.180798,1.185034,1.734089,2.296909,1.529436,1.240221,0.633171,1.65456,1.628411,1.793532,1.605109,1.567114,1.609548,1.616531,1.688832,1.692401,1.751232,41
1.101166,0.713341,1.263584,1.55114,0.680919,1.356928,2.494478,1.628561,1.609191,1.355337,1.243836,1.265259,1.419901,1.317245,1.135919,1.215392,1.89475,1.276208,1.27054,1.308925,41
1.190198,1.617892,1.847839,0.826231,1.642316,1.910183,2.554721,1.442952,1.644711,1.425199,1.821033,1.915289,1.837668,1.916989,1.793879,1.869624,1.35346,1.856666,1.927656,1.936485,41
2.192618,2.288189,2.530699,2.297427,2.278232,2.549126,2.523849,2.27269,2.243827,2.115502,2.506812,2.501727,2.637156,2.523864,2.457645,2.491697,2.511488,2.533876,2.522139,2.417056,41
1.415749,1.083032,1.565183,1.149877,1.110261,1.63854,2.500393,1.592186,1.623872,1.269758,1.550799,1.583196,1.670486,1.553381,1.491005,1.563984,1.625031,1.597732,1.603884,1.662676,41
1.026903,1.22796,1.617423,1.199441,1.191649,1.736813,2.287277,1.570445,1.225985,0.739399,1.64278,1.614336,1.77832,1.606046,1.54931,1.598756,1.625162,1.679068,1.682158,1.740796,41
1.080491,1.19568,1.637823,1.204317,1.203957,1.731286,2.310638,1.485052,1.273465,0.65339,1.650703,1.645725,1.782664,1.624389,1.576995,1.63008,1.653466,1.690121,1.696522,1.748387,41
2.226307,2.341254,2.534512,2.306204,2.308614,2.573526,2.557447,2.367925,2.246161,2.165285,2.527088,2.514921,2.635053,2.546257,2.490205,2.52379,2.533932,2.557107,2.539853,2.442934,41
1.044731,0.558431,1.289398,1.54064,0.629032,1.364112,2.483053,1.573362,1.599206,1.293346,1.266865,1.288704,1.425939,1.319213,1.138173,1.209704,1.883738,1.292735,1.301154,1.319533,41
0.975734,0.50582,1.281131,1.472663,0.477694,1.382551,2.471456,1.684399,1.5957,1.233483,1.287775,1.241549,1.542123,1.243468,1.171328,1.232801,1.868841,1.330354,1.283598,1.364535,41
1.869508,1.963278,1.622563,1.628039,1.94384,1.685857,2.565286,2.033927,1.655608,1.695066,1.680892,1.640252,1.996267,1.893973,1.972899,1.947251,1.281559,1.957474,1.698419,2.062809,27
1.787363,1.915975,1.579006,1.543098,1.885902,1.653453,2.534281,2.024542,1.604143,1.623555,1.63751,1.586265,1.990985,1.844472,1.929562,1.912061,1.20657,1.928396,1.648807,2.028165,27
1.770431,1.888184,1.549488,1.549948,1.870755,1.619075,2.474083,1.944038,1.545998,1.60127,1.607003,1.558768,1.941927,1.82184,1.89326,1.866458,1.152107,1.893256,1.631376,2.003081,27
1.83056,1.877597,1.494482,1.694884,1.888495,1.522052,2.389415,1.669659,1.597397,1.732586,1.524823,1.542183,1.813814,1.83891,1.855366,1.831031,1.315629,1.813021,1.568421,1.920167,27
1.8627,1.906369,1.506161,1.596128,1.918968,1.526803,2.496379,1.798875,1.581761,1.712678,1.547953,1.563835,1.803341,1.84441,1.892483,1.855249,1.166338,1.827755,1.595685,1.950577,27
1.840521,1.893112,1.503166,1.59294,1.902244,1.539805,2.454921,1.792232,1.551908,1.685174,1.54899,1.555686,1.8101,1.837153,1.878208,1.845408,1.16766,1.831896,1.597853,1.95055,27
1.783786,1.871357,1.483357,1.590837,1.887537,1.518308,2.446456,1.73101,1.553289,1.690018,1.503933,1.543266,1.782415,1.836644,1.827227,1.817022,1.177841,1.800724,1.571217,1.909623,27
1.773777,1.858874,1.473963,1.606379,1.872714,1.514701,2.419666,1.727763,1.540168,1.681734,1.500399,1.528546,1.783642,1.824173,1.819174,1.805554,1.195102,1.796907,1.563593,1.905312,27
1.766179,1.847761,1.455718,1.58079,1.856695,1.494464,2.467417,1.780013,1.544146,1.662537,1.484499,1.509026,1.778549,1.805921,1.813716,1.79852,1.175194,1.784479,1.540559,1.894058,27
1.736034,1.861402,1.489656,1.600343,1.875233,1.535064,2.424491,1.704788,1.565306,1.691401,1.494881,1.545284,1.803549,1.844158,1.801674,1.81311,1.222777,1.803157,1.56813,1.8991,27
1.741284,1.849581,1.478573,1.606258,1.864275,1.523442,2.408525,1.711909,1.538308,1.670191,1.492986,1.528259,1.79592,1.825096,1.79675,1.795287,1.198664,1.795268,1.562922,1.897796,27
1.753162,1.855216,1.483304,1.547534,1.850518,1.537933,2.491191,1.855606,1.554709,1.629783,1.516241,1.522086,1.839723,1.810509,1.83171,1.824325,1.173441,1.81987,1.560172,1.923461,27
1.798499,1.848425,1.461077,1.590847,1.85825,1.497002,2.46093,1.80157,1.525398,1.639699,1.50052,1.506649,1.783752,1.796449,1.825102,1.793912,1.150375,1.790295,1.551045,1.908186,27
1.779939,1.872556,1.475382,1.581601,1.866132,1.531882,2.438741,1.823619,1.511023,1.636444,1.514364,1.513545,1.814377,1.805621,1.821838,1.800804,1.140539,1.807875,1.566728,1.922949,27
1.828142,1.941914,1.579764,1.578401,1.901759,1.655997,2.534387,2.028909,1.615294,1.644933,1.640954,1.586838,1.988111,1.853161,1.939321,1.917657,1.238225,1.928118,1.647626,2.034146,27
1.794437,1.863755,1.505641,1.580803,1.863741,1.553751,2.453031,1.862388,1.518752,1.604935,1.556427,1.527512,1.861828,1.800198,1.856184,1.817666,1.127184,1.838032,1.593908,1.957663,27
1.887541,1.957128,1.60442,1.608431,1.944943,1.655102,2.490967,1.950944,1.638744,1.718599,1.668384,1.626236,1.967719,1.884203,1.983229,1.944473,1.247406,1.941192,1.683524,2.056276,27
1.827931,1.872876,1.491984,1.632471,1.850747,1.540752,2.491159,1.918295,1.549168,1.583159,1.545669,1.500886,1.880615,1.782992,1.855254,1.812958,1.206832,1.828795,1.56107,1.947677,27
1.744626,1.852135,1.469381,1.584255,1.830365,1.545211,2.457717,1.909514,1.502239,1.591727,1.519275,1.489221,1.851922,1.780289,1.811942,1.791804,1.168653,1.816962,1.556523,1.926732,27
2.307115,2.058858,1.686501,2.217386,2.073512,1.688057,2.434277,1.854807,1.658117,1.860294,1.7235,1.72298,1.941346,1.99796,2.028298,1.968795,1.855639,1.959008,1.753521,2.072013,27
2.050166,2.051427,1.659422,1.914711,2.077882,1.651821,2.47922,1.636068,1.718164,1.934039,1.694874,1.710545,1.893546,1.984727,2.013138,1.949895,1.463814,1.929763,1.744551,2.057373,27
2.090446,1.891548,1.496737,2.000337,1.913475,1.508086,2.378532,1.822871,1.541387,1.756048,1.562528,1.540728,1.763331,1.836704,1.888261,1.807186,1.581767,1.810848,1.59227,1.935823,27
2.409488,2.132115,1.781424,2.321522,2.171547,1.764618,2.529372,1.837529,1.763976,1.999394,1.808647,1.839571,1.947509,2.111377,2.105639,2.046161,1.963177,2.024178,1.850221,2.128486,27
2.038868,2.061472,1.701486,1.917985,2.087175,1.714933,2.481128,1.714885,1.710109,1.931217,1.761687,1.745126,1.950033,2.003744,2.063082,1.991439,1.485675,1.989942,1.802104,2.114661,27
1.976423,2.022138,1.607762,1.699769,2.047758,1.612516,2.462185,1.724029,1.620009,1.821156,1.641304,1.678323,1.825379,1.949051,1.96991,1.921721,1.20214,1.892757,1.712206,2.026602,27
1.799063,1.836389,1.460335,1.654959,1.825616,1.504845,2.428632,1.838742,1.511633,1.573092,1.502156,1.467379,1.842245,1.757187,1.799607,1.758796,1.192479,1.788326,1.533013,1.908839,27
1.690224,1.831858,1.497301,1.688267,1.812033,1.571118,2.360063,1.777642,1.578392,1.631876,1.518473,1.500015,1.915087,1.802408,1.791382,1.799269,1.361723,1.828956,1.548631,1.913149,27
1.848144,1.913509,1.564567,1.72701,1.904486,1.594321,2.479006,1.762473,1.690161,1.6899,1.564968,1.587885,1.930515,1.877844,1.871699,1.877735,1.411583,1.863393,1.593612,1.951578,27
2.224097,2.106254,1.815353,2.170596,2.126533,1.854194,2.486143,1.800206,1.761686,1.904433,1.786596,1.86236,2.070009,2.13243,2.027043,2.071038,1.926961,2.063552,1.859567,2.123614,27
1.800021,1.919441,1.596049,1.654769,1.882025,1.663922,2.529156,1.993598,1.633927,1.584353,1.627209,1.581554,2.025556,1.848556,1.891602,1.884927,1.307771,1.918588,1.637529,2.014126,27
1.989023,2.098569,1.820703,1.9429,2.104898,1.888204,2.506204,1.666189,1.807137,1.962701,1.813111,1.847077,2.116814,2.10695,2.023776,2.059518,1.647914,2.086828,1.882498,2.156058,27
1.87065,1.933586,1.595583,1.688084,1.902666,1.640323,2.545308,1.982667,1.646422,1.603089,1.636882,1.582206,2.009868,1.843945,1.921569,1.887825,1.301225,1.912321,1.637629,2.02229,27
1.821422,1.89108,1.540253,1.633643,1.863175,1.607781,2.574429,2.025494,1.622017,1.60783,1.594073,1.555816,1.938012,1.831946,1.899011,1.881613,1.319763,1.88765,1.602657,1.984923,27
1.739375,1.850271,1.452498,1.737394,1.85732,1.494638,2.383773,1.636232,1.60257,1.748641,1.440651,1.506585,1.772552,1.833738,1.748994,1.769205,1.382491,1.756424,1.514151,1.842864,27
1.85413,2.001382,1.650748,1.919283,2.011529,1.697245,2.510472,1.617573,1.776822,1.946403,1.625288,1.703395,1.937865,2.010219,1.891919,1.933414,1.631482,1.920519,1.70247,1.986157,27
1.834166,1.923677,1.552312,1.765076,1.918258,1.60909,2.437751,1.696993,1.663681,1.760857,1.550529,1.599028,1.879127,1.9063,1.845237,1.872161,1.466458,1.858192,1.609411,1.936971,27
1.692214,1.820664,1.434872,1.591432,1.801141,1.501849,2.481444,1.873049,1.532589,1.592662,1.457167,1.458709,1.826188,1.767392,1.757566,1.760183,1.212951,1.772916,1.500593,1.87062,27
1.689329,1.815503,1.426971,1.600833,1.797256,1.490581,2.458428,1.833812,1.533476,1.600442,1.447536,1.451668,1.818565,1.763906,1.752666,1.754883,1.225487,1.764278,1.49009,1.861707,27
1.864587,2.048536,1.740664,1.902199,2.064596,1.792155,2.532679,1.661848,1.809896,1.968265,1.726691,1.785675,2.03244,2.068413,1.977403,2.015249,1.632631,2.011184,1.799325,2.076669,27
1.857745,1.881884,1.553694,1.68342,1.861886,1.601417,2.518698,1.984104,1.591513,1.553212,1.614196,1.54239,1.96562,1.801742,1.902088,1.851973,1.279797,1.886772,1.614219,2.001504,27
2.375133,2.190848,1.889381,2.314566,2.201769,1.913546,2.497317,1.908574,1.768183,1.968898,1.926892,1.900608,2.146739,2.15206,2.169557,2.117873,1.969666,2.142961,1.951118,2.24204,27
2.061755,1.902808,1.531889,2.117622,1.854922,1.600367,2.561457,2.246204,1.638715,1.652066,1.584414,1.51699,2.029608,1.793832,1.892452,1.87337,1.878306,1.888106,1.580186,1.982945,27
1.818615,1.961936,1.612939,1.853025,1.963282,1.66711,2.463752,1.629013,1.719011,1.866801,1.600285,1.653339,1.933336,1.958211,1.869837,1.902251,1.555152,1.899146,1.665171,1.970801,27
1.679278,1.812539,1.423673,1.61249,1.802477,1.480596,2.45445,1.794222,1.540189,1.618778,1.429203,1.454935,1.799596,1.77164,1.731791,1.742881,1.231005,1.74962,1.484908,1.844497,27
1.76866,1.909212,1.568739,1.773189,1.911455,1.62022,2.416565,1.627181,1.668033,1.784188,1.559791,1.601983,1.912485,1.904552,1.836454,1.863368,1.462571,1.864608,1.618425,1.940877,27
1.808673,1.896468,1.573137,1.657532,1.867314,1.63146,2.531331,1.979341,1.623115,1.568829,1.61029,1.561277,1.997553,1.827326,1.885128,1.866822,1.296252,1.89807,1.617839,1.998556,27
1.728194,1.848333,1.484185,1.591212,1.822239,1.559627,2.46519,1.912647,1.52601,1.568673,1.521773,1.492684,1.88822,1.782638,1.804009,1.795059,1.198569,1.824866,1.554482,1.927332,27
1.940497,2.169749,1.841193,1.97134,2.177837,1.905197,2.690434,1.79397,2.00015,2.188303,1.828873,1.900473,2.094562,2.181019,2.069677,2.117585,1.721139,2.103981,1.912403,2.165078,27
1.85553,1.837551,1.463296,1.689155,1.853756,1.477392,2.407957,1.742474,1.528039,1.633316,1.507185,1.489281,1.793874,1.77464,1.826382,1.76723,1.204824,1.779516,1.544836,1.908474,27
1.844845,1.865389,1.496603,1.650769,1.866583,1.527676,2.42213,1.809497,1.522865,1.610304,1.54568,1.510987,1.849913,1.78707,1.849698,1.795047,1.164036,1.817767,1.577424,1.945882,27
1.811734,1.847044,1.452013,1.662738,1.852118,1.476795,2.416484,1.755205,1.521096,1.635981,1.482246,1.478703,1.790439,1.77533,1.795514,1.753743,1.176608,1.765468,1.529392,1.890319,27
1.78925,1.875965,1.497232,1.683694,1.872776,1.535799,2.361147,1.649868,1.585705,1.687863,1.507075,1.528516,1.847374,1.830901,1.814151,1.809979,1.301285,1.806616,1.554202,1.906886,27
1.763569,1.830539,1.430847,1.624642,1.824701,1.47893,2.44468,1.838073,1.495932,1.610741,1.472661,1.45713,1.788903,1.757386,1.781661,1.746385,1.15963,1.764496,1.517188,1.884503,27
1.763817,1.840371,1.447397,1.625469,1.839906,1.489348,2.402673,1.749689,1.509746,1.627897,1.474069,1.477677,1.795231,1.778637,1.78149,1.757675,1.170408,1.76928,1.526284,1.8848,27
1.760094,1.840902,1.455301,1.609833,1.835096,1.501646,2.429646,1.801926,1.511167,1.604589,1.484749,1.478367,1.817397,1.774756,1.787104,1.763327,1.157062,1.780099,1.531242,1.895249,27
1.775522,1.843705,1.452467,1.61917,1.838632,1.504852,2.40856,1.802186,1.493875,1.615129,1.492362,1.479298,1.80522,1.775004,1.794157,1.763967,1.158374,1.783789,1.540393,1.901885,27
1.762286,1.831915,1.43526,1.607527,1.822092,1.486082,2.438191,1.817871,1.503726,1.596639,1.472181,1.461953,1.800507,1.762654,1.783454,1.757673,1.167532,1.770084,1.514224,1.885002,27
1.808815,1.862084,1.478816,1.617554,1.844332,1.527724,2.465042,1.876457,1.530689,1.583599,1.527198,1.492118,1.860116,1.777752,1.835515,1.797574,1.181022,1.81385,1.551123,1.932506,27
1.778013,1.840187,1.431694,1.637374,1.847126,1.46735,2.409449,1.70263,1.525031,1.658661,1.444764,1.480724,1.750086,1.791465,1.764447,1.753002,1.200457,1.747488,1.510781,1.858399,27
1.738242,1.810761,1.454496,1.596185,1.807314,1.508549,2.44577,1.843287,1.506692,1.567406,1.493061,1.472024,1.833694,1.76122,1.789539,1.765803,1.172176,1.790877,1.531609,1.900582,27
1.76688,1.832602,1.460323,1.65625,1.853397,1.491419,2.375025,1.651437,1.537726,1.673795,1.472052,1.506603,1.774066,1.80788,1.780071,1.768322,1.229983,1.770003,1.539817,1.876692,27
1.755987,1.84838,1.46798,1.604122,1.827449,1.524799,2.473862,1.857107,1.551605,1.588346,1.496674,1.486787,1.857803,1.784235,1.802921,1.793326,1.221398,1.801517,1.52795,1.904848,27
1.699529,1.843791,1.462057,1.580076,1.832412,1.528325,2.466209,1.841485,1.532654,1.621324,1.476638,1.494499,1.827347,1.798029,1.768633,1.77806,1.187923,1.790038,1.535532,1.88796,27
1.935376,1.96154,1.573393,1.80321,1.98627,1.583377,2.419079,1.53926,1.654128,1.835706,1.571873,1.632837,1.824777,1.927808,1.882057,1.869098,1.389124,1.8473,1.645488,1.954855,27
1.766535,1.814255,1.443242,1.63005,1.820871,1.473533,2.417654,1.727413,1.536205,1.609832,1.468368,1.472672,1.800285,1.770607,1.787165,1.763132,1.211896,1.766239,1.509741,1.876517,27
1.794452,1.868641,1.473018,1.620444,1.873721,1.509342,2.407263,1.73337,1.520423,1.654721,1.497693,1.511953,1.796278,1.806983,1.807297,1.782997,1.153911,1.787465,1.556939,1.905705,27
1.81032,1.89972,1.545857,1.628031,1.865546,1.609583,2.51329,1.962855,1.593379,1.582675,1.591227,1.544185,1.959975,1.818316,1.880917,1.859388,1.258266,1.880849,1.600807,1.985909,27
1.745046,1.911495,1.544362,1.592745,1.869028,1.65466,2.522792,2.047114,1.57188,1.643088,1.602583,1.565411,1.943214,1.848393,1.878086,1.882835,1.284154,1.906354,1.63159,1.996441,27
1.790069,1.879502,1.483345,1.600733,1.857265,1.563439,2.456094,1.930451,1.50547,1.631295,1.550444,1.512859,1.846518,1.800562,1.852183,1.821124,1.189541,1.839507,1.585014,1.953482,27
1.783588,1.854077,1.444906,1.620433,1.834126,1.521909,2.459994,1.920508,1.497478,1.629551,1.511027,1.47933,1.804943,1.777689,1.821773,1.789405,1.209614,1.804091,1.547296,1.918111,27
1.869599,1.890791,1.487205,1.654832,1.897393,1.505075,2.444991,1.780162,1.537488,1.665822,1.528575,1.521661,1.802387,1.806496,1.852019,1.797966,1.152158,1.799182,1.572776,1.932023,27
1.788124,1.814106,1.440997,1.671184,1.825372,1.471146,2.386151,1.738034,1.505721,1.625397,1.484782,1.465505,1.789034,1.758809,1.796196,1.747803,1.204903,1.767235,1.525179,1.888986,27
1.783503,1.83866,1.434967,1.659194,1.839081,1.473526,2.400289,1.768053,1.500309,1.642623,1.477221,1.464424,1.7791,1.765828,1.791087,1.748104,1.184386,1.762648,1.522891,1.885929,27
1.850035,1.858679,1.45944,1.68858,1.865747,1.481059,2.389931,1.722393,1.522545,1.654352,1.496023,1.489265,1.785938,1.783753,1.813487,1.76371,1.198911,1.772937,1.541244,1.901116,27
1.75365,1.834168,1.445487,1.673857,1.828621,1.498278,2.341626,1.694655,1.518282,1.648776,1.474137,1.473187,1.805993,1.781448,1.776983,1.75961,1.260539,1.77373,1.521175,1.880327,27
1.795935,1.835486,1.433143,1.642453,1.834242,1.473922,2.401349,1.760654,1.498292,1.622001,1.471173,1.464526,1.777506,1.765686,1.78618,1.75041,1.178507,1.761715,1.517901,1.88249,27
1.776257,1.821509,1.426246,1.651858,1.818118,1.469071,2.393369,1.757086,1.496724,1.607875,1.460989,1.450544,1.785378,1.754071,1.769934,1.736977,1.193352,1.754693,1.505504,1.872757,27
1.766544,1.833145,1.443652,1.622382,1.826477,1.485744,2.426604,1.785513,1.515356,1.59923,1.472907,1.466112,1.809951,1.765754,1.781998,1.756084,1.176258,1.769176,1.514842,1.884314,27
1.743975,1.836119,1.449218,1.600383,1.826476,1.504601,2.440241,1.830198,1.504051,1.598639,1.481986,1.472886,1.81677,1.770732,1.781578,1.761459,1.157888,1.780711,1.528574,1.893359,27
1.769063,1.841352,1.458107,1.622712,1.836054,1.505101,2.403284,1.771583,1.506812,1.606044,1.488159,1.48036,1.819046,1.776241,1.788072,1.763469,1.169653,1.782407,1.534661,1.897464,27
1.725837,1.824322,1.436939,1.647212,1.823909,1.488914,2.387647,1.748194,1.50406,1.636811,1.458194,1.46592,1.790083,1.773632,1.752471,1.738587,1.20457,1.759667,1.517571,1.86853,27
