@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.511914,1.52042,1.56518,1.298678,5
1.522648,1.532183,1.565207,1.319373,5
1.726799,1.692448,1.047669,1.575395,5
1.730922,1.66479,1.058122,1.535333,5
1.502206,1.510646,1.576344,1.296012,5
1.478365,1.501205,1.572883,1.3113,5
1.71438,1.668945,1.062948,1.557321,5
1.72402,1.659951,1.047133,1.540234,5
1.504154,1.52188,1.565461,1.32201,5
1.501108,1.526199,1.573437,1.341042,5
1.715093,1.66528,1.070082,1.546135,5
1.722573,1.674472,1.042709,1.555042,5
1.501187,1.525137,1.550102,1.314817,5
1.508706,1.536596,1.55719,1.321636,5
1.726191,1.692386,1.062108,1.58645,5
1.440771,1.407686,1.447145,1.572391,5
1.501778,1.521135,1.560303,1.319137,5
1.501499,1.52445,1.567303,1.326091,5
1.089663,1.0451,1.728825,1.449242,5
1.073147,1.083543,1.732211,1.490524,5
1.513394,1.548285,1.534757,1.314486,5
1.517647,1.548495,1.553838,1.326446,5
1.115475,1.036249,1.737397,1.430787,5
1.061771,1.12206,1.750194,1.526275,5
1.505235,1.528782,1.537132,1.280195,5
1.514999,1.552394,1.51279,1.301702,5
1.773383,1.659473,1.082398,1.522428,5
1.741532,1.671149,1.059252,1.548888,5
1.530106,1.539802,1.521443,1.301106,5
1.531121,1.547022,1.544941,1.312335,5
1.152078,1.034874,1.734349,1.423899,5
1.726073,1.694346,1.057403,1.561453,5
1.686726,1.921099,1.31705,1.958785,30
1.58183,1.83284,1.227488,1.908416,30
1.56078,1.835351,1.833996,1.832764,30
1.573313,1.863937,1.845251,1.80348,30
1.564587,1.865672,1.238547,1.951757,30
1.561585,1.873621,1.239266,1.952827,30
1.558812,1.855126,1.245172,1.925433,30
1.578537,1.871064,1.244196,1.925915,30
1.592426,1.866772,1.239107,1.914269,30
1.578385,1.899222,1.246557,1.980088,30
1.566962,1.856796,1.252867,1.935355,30
1.732768,1.870598,1.480828,1.636345,30
1.630671,1.936321,1.334635,2.019975,30
1.554547,1.883542,1.219928,1.970869,30
1.526697,1.862493,1.256587,1.963368,30
1.538176,1.831764,1.256976,1.914091,30
1.551219,1.867396,1.263812,1.947459,30
2.459646,2.663886,2.468555,2.522478,30
1.575986,1.906717,1.264856,1.990328,30
1.56123,1.886133,1.24486,1.970946,30
1.568304,1.886299,1.243977,1.973223,30
1.569388,1.907846,1.245257,1.998373,30
1.561587,1.902657,1.247185,1.997001,30
1.560212,1.885527,1.237371,1.966771,30
1.553715,1.847641,1.231688,1.926781,30
1.550977,1.871182,1.247941,1.96051,30
1.562933,1.917629,1.253744,2.011607,30
1.546399,1.889536,1.24733,1.990812,30
1.557512,1.89111,1.267468,1.977209,30
1.557171,1.87913,1.255876,1.963777,30
1.578719,1.925232,1.243262,2.014525,30
1.549371,1.889384,1.249609,2.00032,30
1.593418,1.934615,1.29426,2.05115,30
1.613062,1.851255,1.289281,1.958841,30
1.719717,1.835238,1.565043,1.615019,30
1.609119,1.960312,1.295087,2.103506,30
1.63899,1.932708,1.322457,2.073889,30
1.642015,1.934668,1.340098,2.055441,30
1.766032,1.896265,1.470146,1.700303,30
1.611378,1.894832,1.307497,2.02934,30
1.586263,1.934553,1.295352,2.07345,30
1.574029,1.834028,1.855096,1.875175,30
1.575808,1.906307,1.257698,2.036543,30
1.637757,1.972277,1.336693,2.102629,30
1.633231,1.963937,1.341909,2.083234,30
1.588402,1.926939,1.298214,2.042324,30
1.597957,1.897451,1.906824,1.999063,30
1.683093,2.019162,1.402407,2.161956,30
1.667748,2.016784,1.35749,2.163195,30
1.65998,2.024643,1.353315,2.175326,30
1.599518,1.937955,1.275719,2.049305,30
1.621334,1.906994,1.303913,2.090549,30
1.685876,2.069833,1.390026,2.257459,30
1.628079,1.968547,1.315541,2.117257,30
1.651945,2.013701,1.341155,2.172507,30
1.606278,1.964253,1.299306,2.110236,30
1.563956,1.930033,1.245468,2.084267,30
1.573129,1.948033,1.252096,2.103104,30
1.47893,1.848451,1.566016,1.962271,30
1.497483,1.88814,1.60086,1.982192,30
1.635636,1.9808,1.800746,1.994888,30
1.666028,1.89093,1.058016,2.076109,30
1.639073,1.905444,1.05949,2.111513,30
1.461408,1.819718,1.572625,1.897921,30
1.48201,1.833173,1.576861,1.902487,30
1.639193,1.88683,1.058009,2.065681,30
1.633278,1.902828,1.047229,2.084637,30
1.4619,1.829813,1.583201,1.921089,30
1.471742,1.819643,1.602375,1.909932,30
1.761441,1.914563,1.187919,2.094363,30
1.634928,1.903975,1.050571,2.097176,30
1.470745,1.830181,1.59522,1.918558,30
1.452496,1.80803,1.586829,1.917858,30
1.626538,1.918733,1.078366,2.123442,30
1.616327,1.837713,1.078411,2.047237,30
1.449477,1.806451,1.570612,1.914937,30
1.444695,1.803524,1.573702,1.914685,30
1.608212,1.890958,1.047657,2.095341,30
1.602119,1.880949,1.050377,2.092849,30
1.444665,1.803713,1.579887,1.915536,30
1.428286,1.793035,1.586537,1.909514,30
1.617084,1.901117,1.044189,2.088475,30
1.649818,1.905436,1.053245,2.076298,30
1.471135,1.827472,1.55873,1.911983,30
1.484478,1.849479,1.558082,1.914858,30
1.718685,1.910417,1.085667,2.050044,30
1.715874,1.89881,1.090575,2.065471,30
1.487795,1.80433,1.583194,1.903579,30
1.528143,1.829055,1.554239,1.91091,30
1.669995,1.882532,1.081494,2.051917,30
1.689948,1.879493,1.0778,2.060559,30
1.49427,1.829735,1.640632,1.95174,30
1.584318,1.869397,1.665492,1.973227,30
2.468772,2.608949,2.002908,2.714904,30
1.694042,1.863146,1.132868,2.02115,30
1.583328,1.931641,1.22761,2.015113,30
1.5921,1.928446,1.227004,1.995631,30
1.576247,1.933257,1.235028,2.013216,30
1.581339,1.926281,1.212773,1.994033,30
1.592676,1.932059,1.205506,2.003773,30
1.607763,1.928944,1.229445,1.995313,30
1.593257,1.927034,1.230531,1.992859,30
1.587403,1.929697,1.22024,2.005901,30
1.577692,1.923969,1.238087,2.011281,30
1.576555,1.907026,1.233756,1.978711,30
1.558584,1.9001,1.234233,1.982516,30
1.571404,1.914701,1.223935,1.995722,30
1.590149,1.942747,1.224358,2.01851,30
1.607507,1.938426,1.222613,2.00424,30
1.590481,1.920083,1.247424,1.977623,30
1.58668,1.918327,1.262887,1.967901,30
1.588323,1.891899,1.287313,1.946531,30
1.594371,1.905688,1.274423,1.959044,30
1.608328,1.899498,1.279318,1.952787,30
2.467598,2.658345,2.47305,2.516743,30
1.599252,1.907978,1.255599,1.979897,30
1.614821,1.852121,1.247287,1.871363,30
1.563381,1.835462,1.275389,1.896226,30
1.685225,2.024639,1.376839,2.134269,30
1.581523,1.901577,1.280783,1.975954,30
1.722463,2.066914,1.429836,2.179774,30
1.721217,1.92556,1.372856,1.725895,30
1.593023,1.909097,1.29371,1.971133,30
1.573739,1.896416,1.300361,1.967136,30
1.58702,1.862795,1.291944,1.908197,30
1.51887,1.682783,1.765842,1.75713,30
1.611132,1.932834,1.299224,1.987487,30
1.593895,1.930688,1.291201,1.98888,30
1.576459,1.912142,1.288119,1.976526,30
1.578005,1.92215,1.293828,1.986889,30
1.584753,1.942857,1.279016,2.016233,30
1.56808,1.90669,1.285098,1.978472,30
1.558588,1.841097,1.278811,1.897576,30
1.573861,1.866148,1.262251,1.921882,30
1.56213,1.896305,1.282058,1.985858,30
1.616871,1.98007,1.312326,2.115116,30
1.534929,1.863971,1.875341,1.927407,30
1.531406,1.879755,1.852987,1.933782,30
1.596688,1.855243,1.215278,1.919379,30
1.596435,1.948759,1.253371,2.044914,30
1.591409,1.881015,1.912998,1.986012,30
1.637134,1.984216,1.341426,2.13203,30
1.650966,2.0043,1.344172,2.165083,30
1.668343,2.014599,1.350545,2.160744,30
1.703545,2.064376,1.410196,2.201161,30
1.683891,1.871285,1.364022,1.685051,30
1.561833,1.883576,1.224803,2.030926,30
1.578709,1.889152,1.238698,2.038553,30
1.568917,1.90994,1.235536,2.061215,30
1.598036,1.96658,1.91741,2.101758,30
1.567531,1.911604,1.880687,2.033643,30
1.597092,1.954529,1.920332,2.098868,30
1.560471,1.908589,1.878722,2.039196,30
1.528819,1.887546,1.849911,2.006256,30
1.533708,1.863713,1.191619,1.982334,30
1.612157,1.97694,1.310589,2.143606,30
1.570586,1.950956,1.884122,2.071107,30
1.529253,1.91782,1.856735,2.042189,30
1.536304,1.911228,1.853464,2.025357,30
1.567197,1.943673,1.893783,2.07382,30
1.548994,1.898587,1.865092,2.023775,30
1.61009,1.882584,1.887036,1.998235,30
1.561374,1.918087,1.855219,2.00042,30
1.54925,1.895857,1.196761,2.025712,30
1.587687,1.897409,1.177102,1.985511,30
1.63162,1.867012,1.567489,1.800424,30
1.840051,1.996686,1.258104,2.055425,30
1.526808,1.804388,1.200066,1.918715,30
1.540181,1.846442,1.196735,1.957159,30
1.546412,1.772707,1.309222,1.818558,30
1.560709,1.801226,1.226385,1.902076,30
1.61143,1.93725,1.291512,2.095119,30
1.561945,1.865859,1.244557,2.011224,30
1.557625,1.91161,1.233769,2.04877,30
1.552595,1.875025,1.226579,2.014614,30
1.563981,1.892418,1.230284,2.021811,30
1.581584,1.877751,1.245365,1.996019,30
1.589229,1.855418,1.202522,1.946791,30
1.582243,1.925081,1.243697,2.060029,30
1.562604,1.894267,1.217835,2.026752,30
1.569961,1.850698,1.240267,1.973912,30
1.545367,1.875584,1.221388,1.97644,30
1.550623,1.885179,1.214197,1.992399,30
1.583917,1.904386,1.246602,2.038252,30
1.552826,1.884933,1.223611,1.974265,30
1.56062,1.887506,1.227696,1.974225,30
1.595862,1.950455,1.278281,2.076334,30
1.619252,1.84106,1.284953,1.852857,30
1.58325,1.884229,1.248731,1.931173,30
1.701151,1.947538,1.353552,1.73943,30
1.705751,1.899874,1.454557,1.648598,30
1.990872,2.071737,1.887005,1.624303,30
1.568205,1.874957,1.266759,1.963496,30
2.09333,2.188527,2.029838,1.596415,30
1.986543,2.043494,2.307447,1.630895,30
1.575416,1.905493,1.244216,1.981785,30
1.852766,1.943482,1.670436,1.662311,30
1.617308,1.890106,1.261205,1.930662,30
1.605732,1.883287,1.264869,1.941795,30
1.566704,1.919974,1.267792,2.014794,30
1.553384,1.9082,1.250809,2.000391,30
1.599338,1.953593,1.278224,2.039487,30
1.605055,1.970239,1.286745,2.094324,30
1.564367,1.931547,1.282698,2.039022,30
1.860479,2.023696,1.807986,1.779699,30
1.529117,1.891397,1.869694,1.996489,30
1.986435,2.130398,1.600894,1.744409,30
1.586174,1.927542,1.272745,2.030363,30
1.574818,1.916027,1.28408,2.030879,30
1.675814,2.032004,1.381433,2.152936,30
1.621213,1.976441,1.293037,2.050979,30
1.575891,1.926648,1.260747,2.003382,30
1.592944,1.929847,1.269434,2.002782,30
1.601226,1.959711,1.275771,2.042727,30
1.656944,1.83934,1.332675,1.704721,30
1.596536,1.91413,1.187033,1.995149,30
1.5547,1.933747,1.244438,2.075076,30
1.135679,1.610302,1.238983,1.664357,30
1.368537,1.614991,1.210529,1.429125,30
1.368911,1.740073,0.432316,1.869548,30
1.374881,1.683456,0.459819,1.823144,30
1.149494,1.635138,1.226135,1.704109,30
1.197014,1.589316,1.224627,1.600503,30
0.343816,1.188777,1.449593,1.840887,30
1.061784,1.596023,1.123151,1.957163,30
1.970569,1.932647,1.739585,2.047563,29
2.161591,1.96161,2.10266,1.671374,29
1.906841,1.867249,1.684515,1.983025,29
1.864131,1.829507,1.633153,1.932917,29
1.852945,1.848798,1.625876,1.953667,29
1.913814,1.872175,1.654996,1.946539,29
1.878441,1.853267,1.641005,1.949237,29
1.87924,1.799052,1.661459,1.866559,29
1.864296,1.813333,1.636141,1.906677,29
1.857252,1.832507,1.63103,1.941034,29
1.865014,1.829912,1.613891,1.929269,29
1.88137,1.833202,1.64768,1.940092,29
1.859522,1.808601,1.639476,1.912638,29
1.847993,1.777155,1.638304,1.863902,29
1.862245,1.8545,1.655381,1.974358,29
1.894504,1.83383,1.661725,1.939744,29
1.901746,1.8808,1.663892,1.997684,29
1.922945,1.884222,1.661804,1.986831,29
2.179287,1.959613,1.975504,1.582057,29
1.935427,1.876619,1.682179,1.992401,29
1.893458,1.839296,1.657104,1.921416,29
1.869833,1.857771,1.627551,1.932733,29
1.857183,1.852796,1.622484,1.945267,29
1.825149,1.81017,1.602243,1.898482,29
1.87784,1.887713,1.626281,1.970058,29
1.879078,1.891282,1.626767,1.994689,29
1.890581,1.812713,1.647598,1.90648,29
1.853396,1.813326,1.605979,1.91143,29
1.858282,1.865635,1.646711,1.965623,29
1.869785,1.859023,1.642035,1.938667,29
1.877089,1.841357,1.625061,1.917759,29
1.867405,1.85056,1.616665,1.934473,29
1.857622,1.804382,1.631706,1.879738,29
2.186708,2.001025,1.997186,1.602984,29
1.927911,1.797651,1.698784,1.666767,29
1.85286,1.830396,1.603171,1.913543,29
1.862745,1.872758,1.60779,1.965644,29
2.189047,2.029456,2.062157,1.906233,29
1.860729,1.831359,2.142446,1.838538,29
1.856289,1.806967,1.614337,1.874278,29
1.872557,1.817938,1.599376,1.883596,29
1.851164,1.864783,1.619139,1.946822,29
1.900692,1.861943,1.658497,1.96162,29
1.898394,1.844286,1.65948,1.95418,29
1.846294,1.85559,1.61442,1.947609,29
1.877477,1.844275,1.628051,1.941247,29
1.857673,1.823855,1.611302,1.910865,29
1.85702,1.827235,1.618617,1.910965,29
1.844753,1.800948,1.62207,1.859058,29
1.869082,1.82313,1.61973,1.901952,29
1.924012,1.879073,1.680656,1.921557,29
1.891505,1.825226,1.655316,1.928009,29
1.859542,1.881971,1.632036,2.003923,29
1.828271,1.799811,1.585113,1.890213,29
1.851523,1.805088,1.578446,1.90047,29
1.855874,1.833322,1.598905,1.953941,29
1.816953,1.788061,1.602578,1.866181,29
1.840011,1.838492,1.602573,1.933481,29
1.844964,1.821618,1.604577,1.902561,29
1.798891,1.804402,1.817261,1.87652,29
1.861145,1.82806,1.63217,1.902318,29
1.89231,1.892226,1.646962,2.01886,29
1.86514,1.864804,1.614116,1.971031,29
1.856671,1.844122,1.611749,1.935021,29
1.857536,1.830546,1.617378,1.924142,29
1.851939,1.812361,1.616657,1.882486,29
2.149626,1.954169,1.957185,1.566796,29
1.843762,1.819172,1.615867,1.909558,29
1.867383,1.793482,1.624904,1.855231,29
2.008939,1.860453,1.760792,1.625232,29
1.84066,1.806144,1.607298,1.902523,29
1.846666,1.850348,1.631513,1.956824,29
1.861046,1.838089,1.604353,1.939083,29
1.834336,1.789793,1.632526,1.844814,29
1.855722,1.813632,1.621443,1.910397,29
1.851348,1.800422,1.622299,1.875899,29
1.867784,1.81536,1.634441,1.888489,29
1.884725,1.915467,1.635775,2.027278,29
1.896133,1.850745,1.666998,1.972981,29
1.910892,1.885088,1.671925,1.993636,29
1.850278,1.785709,1.620431,1.867834,29
1.847457,1.796072,1.628441,1.882514,29
1.861992,1.813683,1.624903,1.916013,29
1.888119,1.798364,1.614824,1.842324,29
1.854694,1.817997,1.616133,1.910694,29
2.110365,2.066642,1.904112,2.150446,29
1.92673,1.834953,1.73082,1.940161,29
1.902224,1.827334,1.692439,1.942375,29
1.86645,1.784622,1.638522,1.841132,29
1.890912,1.789353,1.672559,1.707007,29
1.858615,1.810918,1.661892,1.935752,29
1.875735,1.812631,1.638512,1.898671,29
1.869639,1.808697,1.623796,1.895325,29
1.857276,1.799506,1.654243,1.868254,29
1.86785,1.82787,1.662257,1.902561,29
1.853227,1.812021,1.614317,1.900574,29
1.83055,1.811544,1.598432,1.914054,29
1.9242,1.90372,1.661043,2.004432,29
1.86173,1.842544,1.613911,1.920025,29
1.853489,1.825355,1.599253,1.897985,29
1.848041,1.825765,1.595334,1.907831,29
1.875953,1.809038,1.60629,1.860018,29
1.913598,1.939678,1.635443,2.057879,29
1.936027,1.883126,1.675587,2.010198,29
1.858403,1.816287,1.598445,1.883138,29
1.852176,1.845198,1.828774,1.932723,29
1.836221,1.858471,1.828093,1.957142,29
1.572455,1.468112,2.059799,2.040659,29
2.017179,1.955057,1.462093,2.102851,29
1.867513,1.860529,1.844035,1.935486,29
1.863111,1.859249,1.82813,1.94274,29
1.647209,1.461748,2.071319,2.002496,29
2.042301,1.945278,1.510177,2.091424,29
1.877386,1.86082,1.823622,1.941523,29
1.860628,1.855165,1.834274,1.936839,29
1.622657,1.436988,2.07394,1.996182,29
1.538679,1.453301,2.020078,2.020082,29
1.8826,1.86942,1.801455,1.949447,29
1.867073,1.862252,1.839011,1.965423,29
2.004188,1.91544,1.484653,2.052424,29
1.982836,1.893361,1.485565,2.049072,29
1.851989,1.860601,1.825971,1.933,29
1.832075,1.847988,1.816514,1.936966,29
2.043679,1.939578,1.478748,2.067234,29
1.492191,1.456923,1.997143,2.02033,29
1.827219,1.836418,1.839954,1.922833,29
1.814284,1.84389,1.815647,1.925203,29
2.05214,1.902073,1.56135,2.07876,29
2.004798,1.934632,1.461989,2.08821,29
1.815281,1.836644,1.834151,1.933981,29
1.845024,1.853196,1.820643,1.943328,29
1.985329,1.903544,1.475361,2.070761,29
2.006965,1.971474,1.467446,2.122369,29
1.826587,1.85018,1.826834,1.933105,29
1.820307,1.839641,1.841461,1.92574,29
2.013872,1.963493,1.457376,2.124006,29
1.473963,1.482219,1.99769,2.056816,29
1.84203,1.855397,1.813783,1.944071,29
1.838901,1.850859,1.824248,1.944177,29
1.488163,1.466264,2.00335,2.061017,29
1.490897,1.479663,2.003252,2.051299,29
1.847965,1.858452,1.818677,1.943506,29
1.851363,1.867188,1.798291,1.952993,29
1.482933,1.462558,1.999344,2.051019,29
1.465958,1.468644,2.010516,2.047943,29
1.78595,1.841061,1.843861,1.898936,29
1.801698,1.868798,1.831899,1.927574,29
1.468499,1.50278,1.988463,2.033221,29
1.467685,1.487953,2.002084,2.042518,29
1.81699,1.863714,1.817671,1.937144,29
1.824368,1.905642,1.81041,1.956095,29
1.461787,1.51974,1.982229,2.054126,29
1.748486,1.773563,1.757127,2.108737,29
1.82112,1.88259,1.80759,1.951221,29
1.795824,1.857595,1.82755,1.925413,29
1.481214,1.513906,1.9957,2.049918,29
1.46017,1.512077,2.004648,2.062193,29
1.806437,1.845053,1.839722,1.916859,29
1.806985,1.847783,1.816055,1.878083,29
1.471279,1.515374,1.993204,2.067885,29
2.001567,1.977283,1.446376,2.095553,29
1.784267,1.826915,1.83056,1.903524,29
1.78816,1.83034,1.830564,1.911213,29
1.470887,1.496488,2.018815,2.045824,29
2.000477,1.960706,1.456698,2.089357,29
1.795955,1.845601,1.810719,1.918412,29
1.80006,1.849294,1.808738,1.931452,29
1.458108,1.527608,1.989424,2.084364,29
1.453699,1.498014,1.989845,2.066754,29
1.810458,1.857057,1.793458,1.929532,29
1.789319,1.838266,1.828633,1.911931,29
2.042947,1.92619,1.500373,2.035432,29
1.553648,1.477523,1.99781,2.007524,29
2.082659,1.957537,1.520983,2.065871,29
1.797597,1.851643,1.814165,1.926972,29
1.795623,1.838741,1.826701,1.920421,29
1.555591,1.45944,2.028835,2.028532,29
2.013958,1.946392,1.448218,2.080386,29
1.804696,1.849798,1.806166,1.921669,29
1.807351,1.84002,1.807063,1.897145,29
2.022691,1.935653,1.477485,2.057414,29
1.772766,1.740319,1.756781,2.094513,29
1.802647,1.853549,1.814574,1.924666,29
1.798219,1.840151,1.820907,1.918061,29
1.493724,1.466769,1.985398,2.020702,29
1.458029,1.50436,2.002129,2.076826,29
1.816702,1.840369,1.801772,1.903487,29
1.810434,1.858137,1.808431,1.937018,29
2.008225,1.951061,1.464096,2.07497,29
1.970976,1.933825,1.461086,2.070191,29
1.825296,1.877294,1.804326,1.951555,29
1.807471,1.85936,1.807271,1.930269,29
1.484203,1.509774,2.007475,2.060214,29
1.981466,1.980837,1.459553,2.117455,29
1.803816,1.858443,1.804104,1.934934,29
1.806719,1.851974,1.809333,1.918477,29
1.476738,1.51107,2.012255,2.069697,29
1.996257,1.987664,1.446379,2.123543,29
1.821256,1.886955,1.779982,1.953074,29
1.808302,1.858197,1.799205,1.931885,29
1.457411,1.476725,1.973786,2.047182,29
1.452322,1.481662,1.985796,2.052439,29
1.811018,1.833318,1.817444,1.919314,29
1.810034,1.86203,1.797574,1.942455,29
1.509179,1.454017,1.995172,2.013065,29
2.010922,1.931589,1.464641,2.064016,29
1.792911,1.843171,1.824927,1.9164,29
1.804486,1.825343,1.826774,1.906343,29
1.506359,1.457912,2.023976,2.030978,29
1.97065,1.93236,1.451767,2.088424,29
1.79493,1.852197,1.820206,1.93445,29
1.809142,1.840122,1.806295,1.911382,29
1.851348,1.726798,1.812381,2.079192,29
1.993562,1.929557,1.455482,2.08699,29
1.821504,1.849911,1.83051,1.940247,29
1.798767,1.850819,1.811602,1.938762,29
2.11231,1.98532,1.596049,2.146152,29
1.996411,1.961197,1.447504,2.103043,29
1.872757,1.865022,1.59598,1.97861,29
1.871324,1.865212,1.617766,1.978145,29
1.930412,1.957742,1.67203,2.101658,29
1.916148,1.938267,1.672459,2.069943,29
1.929396,1.915419,1.659269,2.03807,29
1.897832,1.837758,1.652525,1.965405,29
1.904129,1.825909,1.646313,1.935064,29
1.906021,1.848999,1.637963,1.977837,29
1.849681,1.805929,1.603381,1.904733,29
1.908001,1.913056,1.662101,2.045741,29
1.896209,1.899933,1.644029,2.020815,29
1.934697,1.941306,1.683738,2.065788,29
1.8478,1.803225,1.609598,1.906283,29
1.915194,1.903243,1.662383,2.026391,29
1.935705,1.95758,1.686286,2.093082,29
1.869372,1.857649,1.606594,1.967532,29
1.923423,1.935945,1.676095,2.065274,29
1.897842,1.911672,1.646077,2.047618,29
1.894154,1.891112,1.652217,2.025515,29
1.962522,1.866689,1.643062,1.901268,29
1.855335,1.808239,1.6987,1.902493,29
1.893023,1.914924,1.626983,2.019336,29
1.898512,1.879176,1.649799,1.961772,29
1.892396,1.903531,1.6403,2.030898,29
1.845051,1.813743,1.610012,1.896783,29
1.944863,1.974377,1.684992,2.116403,29
1.86955,1.833519,1.604316,1.929341,29
1.948022,1.972858,1.683854,2.116392,29
1.864859,1.836303,1.604117,1.928683,29
1.953725,1.962764,1.682615,2.101787,29
1.934785,1.886101,1.674717,1.988126,29
1.860556,1.864618,2.126418,1.932575,29
1.873164,1.846045,1.620895,1.970737,29
1.928847,1.89855,1.678351,2.018872,29
1.909671,1.87332,1.646735,1.967399,29
1.911376,1.838597,1.664982,1.942367,29
1.903371,1.835994,1.627133,1.910167,29
1.933052,1.89085,1.685032,2.010817,29
1.92722,1.852013,1.682777,1.965685,29
1.915108,1.851667,1.657445,1.945458,29
1.903975,1.826827,1.652005,1.915948,29
1.919895,1.886876,1.655969,1.993206,29
1.9366,1.862586,1.700285,1.974862,29
1.91712,1.876785,1.672668,1.984918,29
2.661517,2.64491,2.664651,2.505669,29
2.665069,2.648008,2.668641,2.506672,29
1.869633,1.85891,1.619732,1.954884,29
1.883251,1.852576,1.625538,1.933237,29
1.865633,1.800552,1.639074,1.892267,29
1.884429,1.868526,1.626819,1.986536,29
1.857586,1.825962,1.620851,1.928794,29
1.852301,1.869807,1.625927,1.983189,29
1.873875,1.848945,1.627645,1.954319,29
1.8704,1.854208,1.623635,1.955894,29
1.977348,1.884253,1.892028,1.58311,29
1.845277,1.843066,1.622303,1.932222,29
1.851835,1.834771,1.620392,1.931653,29
1.84074,1.804057,1.620098,1.894238,29
1.853259,1.825959,1.626923,1.918426,29
1.905208,1.887702,1.648694,1.993535,29
1.849379,1.827512,1.600294,1.909415,29
1.855956,1.816021,1.609024,1.90999,29
1.864439,1.838503,1.632438,1.922084,29
1.8584,1.857142,1.610686,1.960211,29
1.856425,1.834021,1.60928,1.91553,29
1.905093,1.846905,1.665766,1.900539,29
1.856658,1.818272,1.628968,1.89925,29
1.885958,1.810603,1.691805,1.905694,29
1.866473,1.838891,1.623116,1.922905,29
1.936041,1.865718,1.647548,1.925256,29
1.883237,1.881118,1.615311,1.939431,29
1.863227,1.852952,1.630812,1.935542,29
1.875211,1.8465,1.629465,1.956975,29
1.881053,1.842622,1.612807,1.93783,29
1.864501,1.845531,1.611728,1.944214,29
2.058259,1.882645,1.977915,1.642331,29
1.850308,1.831411,2.088886,1.850896,29
2.036544,1.858062,2.113583,1.663222,29
1.886779,1.853043,1.642738,1.941733,29
1.862898,1.814475,1.627621,1.898314,29
1.904005,1.893985,1.652276,2.023628,29
1.878792,1.860371,1.604394,1.919164,29
1.859096,1.85171,1.573238,1.944944,29
1.867121,1.85034,1.6182,1.947052,29
1.854224,1.833677,1.611469,1.912703,29
1.838804,1.810947,1.611225,1.900803,29
1.841658,1.846222,1.603254,1.939169,29
1.84966,1.824439,1.608276,1.913293,29
1.854182,1.839954,1.616565,1.933164,29
1.829316,1.787945,1.601971,1.877974,29
1.861114,1.854606,1.614219,1.953367,29
1.857999,1.839226,1.617318,1.930045,29
1.831275,1.801969,1.607097,1.880022,29
1.856796,1.850316,1.606294,1.961437,29
1.856013,1.843263,1.60036,1.941213,29
1.918367,1.946659,1.666867,2.080399,29
1.857372,1.863485,1.627269,1.957629,29
1.926644,1.85612,1.661703,1.954769,29
2.663378,2.626268,2.660193,2.507627,29
1.890084,1.837027,1.628464,1.9222,29
1.869597,1.886488,1.619129,1.967557,29
1.898766,1.838329,1.650075,1.960632,29
1.848917,1.779296,1.623453,1.867857,29
1.851167,1.856221,1.598133,1.955363,29
1.887815,1.881819,1.630953,1.984631,29
1.859365,1.844526,1.620974,1.960158,29
2.650804,2.627459,2.651,2.501682,29
1.873005,1.786422,1.660602,1.878554,29
2.646913,2.638462,2.650826,2.505225,29
2.654535,2.647719,2.658525,2.510504,29
2.664907,2.631249,2.664167,2.503857,29
1.86994,1.854303,1.628073,1.932573,29
1.872909,1.871481,1.624187,1.970013,29
1.876242,1.896887,1.640352,1.988658,29
1.918741,1.875954,1.677889,1.985469,29
1.865272,1.805249,1.625712,1.859819,29
1.870068,1.856094,1.621818,1.924804,29
1.8619,1.829053,1.634588,1.922947,29
1.924679,1.860294,1.678792,1.983276,29
1.868757,1.86031,1.614352,1.972703,29
1.874507,1.896504,1.617844,2.014217,29
1.536434,1.394249,1.509739,1.734519,29
1.725319,1.67881,1.047471,1.814708,29
1.519613,1.595129,1.521522,1.664507,29
1.496707,1.584533,1.514262,1.658304,29
1.067439,1.10762,1.699204,1.791948,29
1.093291,1.122689,1.757345,1.788502,29
1.47995,1.53944,1.520659,1.626347,29
1.498421,1.548101,1.508668,1.645233,29
1.754383,1.650192,1.074712,1.797106,29
1.701078,1.656253,1.038479,1.817886,29
1.517212,1.582603,1.509346,1.671277,29
1.484814,1.515227,1.518282,1.585108,29
1.72696,1.656897,1.068153,1.801866,29
1.735582,1.636987,1.095443,1.776018,29
1.494268,1.554636,1.534398,1.639387,29
1.496856,1.555585,1.518849,1.643133,29
1.234313,1.035128,1.813645,1.730159,29
1.690328,1.679904,1.021947,1.832367,29
1.483909,1.542064,1.51679,1.637355,29
1.487543,1.535738,1.522257,1.629953,29
1.20262,1.033197,1.786175,1.732728,29
1.691414,1.636458,1.069016,1.798329,29
1.498864,1.560448,1.498,1.649345,29
1.50462,1.556209,1.514884,1.653918,29
1.723535,1.698084,1.028203,1.867571,29
1.727106,1.645096,1.068859,1.798039,29
1.496314,1.56835,1.497206,1.656175,29
1.475533,1.533046,1.511822,1.626628,29
1.728406,1.64679,1.064193,1.81816,29
1.724702,1.647809,1.079809,1.82963,29
1.477726,1.518133,1.520883,1.610504,29
1.495834,1.561392,1.510842,1.636231,29
1.116028,1.072464,1.749018,1.770611,29
