@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.58842,1.539023,1.535981,1.544064,1.567141,1.241649,1.484606,1.667906,1.453807,1.496328,1.540047,1.61125,1.806617,1.53252,0.466429,1.636374,1.617305,1.54188,13
1.658128,1.589929,1.616775,1.608848,1.674192,1.319055,1.545232,1.729958,1.562388,1.632048,1.610891,1.682175,1.86267,1.635147,0.686261,1.696749,1.698395,1.618169,13
1.017667,1.044038,1.113745,1.076714,1.382864,0.26214,1.033518,1.084763,1.668978,1.67813,1.040419,1.06756,1.800103,1.398019,1.071198,1.035648,1.195898,1.066704,13
1.059643,1.022754,1.090157,1.048564,1.426631,0.371393,1.006731,1.114123,1.688974,1.716217,1.026653,1.10905,1.850437,1.416195,1.036998,1.069191,1.179167,1.040901,13
1.692486,1.644001,1.647603,1.65586,1.683154,1.376159,1.591869,1.764188,1.592331,1.62899,1.649971,1.722652,1.901542,1.645912,0.770922,1.736919,1.718827,1.650501,13
1.643835,1.594388,1.606729,1.608322,1.650974,1.316714,1.536507,1.719711,1.55933,1.596309,1.59894,1.681068,1.867319,1.600532,0.660734,1.689993,1.687351,1.598045,13
1.064684,1.04746,1.074638,1.061593,1.415167,0.419585,1.013022,1.130739,1.682294,1.689729,1.020781,1.116965,1.864014,1.387928,1.058304,1.083391,1.181188,1.027168,13
1.063418,1.022653,1.119163,1.064077,1.41606,0.36941,1.018991,1.112211,1.670324,1.70719,1.052624,1.117728,1.831425,1.421253,1.008545,1.073277,1.196318,1.072696,13
1.560407,1.51682,1.533052,1.53084,1.549023,1.211306,1.457326,1.638669,1.43223,1.467784,1.521719,1.600314,1.776286,1.505373,0.353587,1.612333,1.615074,1.521362,13
1.559356,1.501453,1.52638,1.515533,1.555896,1.204459,1.443828,1.636468,1.436669,1.483058,1.513335,1.598275,1.785468,1.514777,0.311997,1.610592,1.60526,1.512408,13
1.08558,1.036661,1.07844,1.055308,1.418095,0.448799,1.007648,1.144466,1.665623,1.692689,1.029761,1.137034,1.863131,1.391687,1.006227,1.10309,1.183673,1.034837,13
1.077012,1.029993,1.126484,1.061019,1.417696,0.41025,1.015027,1.127834,1.669527,1.699888,1.052521,1.131928,1.850095,1.416219,0.986344,1.09076,1.192369,1.067659,13
1.549044,1.491165,1.501051,1.510729,1.548891,1.189719,1.438243,1.624809,1.42707,1.486936,1.50276,1.582718,1.758352,1.503557,0.337471,1.596826,1.60179,1.50599,13
1.544716,1.475646,1.5056,1.494765,1.557797,1.177744,1.424234,1.620885,1.447763,1.512652,1.495929,1.5767,1.76492,1.516288,0.321594,1.5893,1.588781,1.500722,13
1.083208,1.017372,1.104048,1.051533,1.434659,0.414448,1.009068,1.130266,1.677265,1.718734,1.042793,1.13042,1.84766,1.42542,1.001747,1.089995,1.188726,1.058908,13
1.083783,1.024107,1.115811,1.060931,1.424235,0.41821,1.01488,1.132228,1.665565,1.708367,1.053819,1.136236,1.848871,1.419587,0.986905,1.093959,1.195297,1.069697,13
1.546,1.47925,1.493482,1.504574,1.547113,1.181906,1.430829,1.622066,1.423459,1.496364,1.499629,1.579634,1.748631,1.50151,0.333687,1.591312,1.597201,1.504076,13
1.556525,1.488643,1.519286,1.513184,1.559857,1.198897,1.436444,1.630145,1.454562,1.509609,1.514211,1.593132,1.778026,1.518091,0.400301,1.597764,1.57915,1.518785,13
1.031408,1.07225,1.242877,1.149648,1.389122,0.236281,1.108077,1.072693,1.683047,1.718324,1.141777,1.079164,1.745801,1.461711,1.106377,1.031425,1.267727,1.197162,13
1.068227,1.020766,1.133879,1.064481,1.411596,0.371179,1.019883,1.115035,1.66485,1.70611,1.060894,1.120934,1.829617,1.421184,0.991484,1.076541,1.198501,1.083648,13
1.560529,1.488076,1.489605,1.484798,1.552913,1.181998,1.44765,1.635585,1.420448,1.508095,1.49419,1.560181,1.770215,1.5412,0.266786,1.611975,1.609758,1.503092,13
1.551855,1.470986,1.477886,1.463703,1.541188,1.173306,1.431179,1.626375,1.448151,1.52077,1.484988,1.551872,1.774571,1.544696,0.283886,1.600906,1.549427,1.490673,13
1.107343,1.054743,1.077365,1.039527,1.402069,0.440766,1.052025,1.16216,1.628618,1.676205,1.040989,1.101317,1.863245,1.435542,0.978009,1.13875,1.226235,1.058526,13
1.167274,1.142534,1.118088,1.125702,1.479221,0.590933,1.13112,1.237733,1.711668,1.755068,1.100849,1.159975,1.918652,1.485931,1.149768,1.190734,1.282429,1.115207,13
1.553889,1.824519,1.855426,1.849174,1.82816,1.852915,1.486667,1.904292,1.677676,1.708752,1.546251,1.58343,1.924209,1.510733,1.616495,1.598809,1.922956,1.558428,10
1.683486,1.93065,1.925719,1.945554,1.889896,1.968229,1.5979,2.025121,1.732177,1.760147,1.656132,1.716647,2.037445,1.559813,1.699505,1.730585,1.992251,1.656062,10
1.54715,1.805414,1.805116,1.814408,1.77116,1.841168,1.449391,1.918343,1.562511,1.622424,1.508449,1.5635,1.916177,1.420957,1.535454,1.598882,1.893038,1.515421,10
1.604301,1.8856,1.870434,1.886478,1.838738,1.894759,1.549919,1.963195,1.672278,1.700666,1.580442,1.61554,1.95968,1.500207,1.664334,1.645154,1.954815,1.586465,10
1.477286,1.775843,1.809589,1.805469,1.764447,1.783628,1.43341,1.855332,1.575568,1.629813,1.492025,1.499573,1.790414,1.44088,1.557345,1.51814,1.874328,1.515831,10
1.569295,1.853993,1.854395,1.861508,1.823758,1.857736,1.525113,1.932989,1.64144,1.69023,1.557654,1.570478,1.899198,1.503275,1.642195,1.606608,1.936844,1.574621,10
1.578484,1.847978,1.841063,1.85531,1.805786,1.868862,1.50569,1.943088,1.614998,1.663559,1.550069,1.589296,1.937987,1.459972,1.610868,1.62096,1.927792,1.559195,10
1.605544,1.864257,1.846841,1.864752,1.8229,1.892059,1.51981,1.966308,1.636851,1.683792,1.561567,1.614704,1.967585,1.4707,1.618247,1.649383,1.938411,1.565685,10
1.528802,1.815403,1.827128,1.830862,1.794747,1.82569,1.476458,1.898791,1.615542,1.665647,1.521602,1.540597,1.855942,1.46503,1.596389,1.567946,1.902861,1.539123,10
1.592359,1.874277,1.86551,1.881837,1.829107,1.884664,1.537475,1.953148,1.653443,1.68645,1.574288,1.606905,1.936334,1.485909,1.654502,1.631306,1.946761,1.583024,10
1.540012,1.844895,1.880737,1.865364,1.829522,1.825054,1.552549,1.89865,1.713083,1.769238,1.577882,1.524479,1.597194,1.591686,1.653589,1.574438,1.91621,1.616579,10
1.585117,1.87606,1.803062,1.865175,2.032408,1.893847,1.525825,1.952712,2.143873,2.154635,1.520256,1.598777,1.704331,1.715321,1.689227,1.630836,1.933567,1.518948,10
1.530792,1.826349,1.842092,1.847001,1.800629,1.828343,1.492785,1.900433,1.608704,1.656572,1.537291,1.543872,1.859232,1.475399,1.620831,1.566951,1.914712,1.558283,10
1.491757,1.788811,1.812078,1.811513,1.754523,1.798288,1.441029,1.869734,1.562228,1.607936,1.498117,1.515643,1.827685,1.42292,1.550787,1.538243,1.880619,1.516035,10
1.715572,1.953568,1.953119,1.960947,1.909027,1.976725,1.641647,2.058556,1.700843,1.774764,1.686898,1.711388,2.017208,1.606113,1.705551,1.758693,2.042066,1.70206,10
1.653348,1.883715,1.88673,1.899447,1.866838,1.922212,1.560334,2.003572,1.641916,1.732224,1.61755,1.655503,1.984324,1.555116,1.633884,1.699451,1.986377,1.633059,10
1.603153,1.851367,1.833528,1.849868,1.814444,1.884246,1.507886,1.965436,1.606589,1.671847,1.551275,1.603167,1.966476,1.469329,1.593359,1.648963,1.933118,1.557831,10
1.580022,1.827033,1.817834,1.82162,1.816137,1.852705,1.497036,1.944364,1.612241,1.701973,1.529736,1.557289,1.901596,1.507104,1.577655,1.624916,1.92299,1.546925,10
1.54449,1.820861,1.8212,1.823497,1.802552,1.832964,1.485481,1.912831,1.623804,1.683254,1.519892,1.540496,1.881808,1.485073,1.592898,1.586942,1.909077,1.536057,10
1.839896,2.05708,2.078504,2.064584,2.090678,2.066709,1.802699,2.156058,1.961128,2.060391,1.815863,1.802377,1.433531,1.865283,1.716281,1.8747,2.154602,1.850518,10
1.529247,1.801192,1.80154,1.807093,1.773484,1.824112,1.452268,1.901914,1.582581,1.639676,1.499071,1.537343,1.886689,1.437416,1.551595,1.577365,1.888919,1.51018,10
1.477111,1.781695,1.805969,1.804734,1.756899,1.788116,1.432603,1.856232,1.574829,1.612919,1.486961,1.504277,1.823084,1.42546,1.557467,1.522119,1.871777,1.5043,10
1.593605,1.878326,1.8699,1.880539,1.839119,1.882237,1.548246,1.953384,1.673472,1.708321,1.575963,1.59866,1.928061,1.512707,1.664922,1.63247,1.952011,1.587113,10
1.467865,1.774351,1.816656,1.811533,1.746749,1.788177,1.416191,1.847643,1.573152,1.600283,1.492285,1.520081,1.812201,1.405043,1.537858,1.517581,1.866116,1.507393,10
1.501648,1.813924,1.841042,1.836,1.794411,1.802688,1.488991,1.873778,1.634481,1.679066,1.52545,1.512377,1.718362,1.492947,1.60507,1.540119,1.90584,1.551966,10
1.57684,1.837192,1.82384,1.845745,1.785127,1.871901,1.482042,1.943588,1.58358,1.629172,1.536928,1.599504,1.951136,1.418349,1.574454,1.626066,1.915317,1.538553,10
1.620119,1.878271,1.855779,1.879831,1.826793,1.908487,1.531331,1.979051,1.639998,1.678488,1.575137,1.636333,1.995488,1.463625,1.63091,1.664445,1.948101,1.575218,10
1.620944,1.887294,1.866324,1.882182,1.843371,1.902143,1.555182,1.978548,1.663605,1.709916,1.582655,1.618677,1.968292,1.51145,1.654745,1.662872,1.960783,1.590081,10
1.56175,1.902713,2.002068,1.963222,1.90526,1.838295,1.646417,1.918657,1.669929,1.754725,1.689964,1.559018,1.759373,1.735204,1.82491,1.601986,2.041075,1.755093,10
1.542677,1.822273,1.823164,1.832951,1.777475,1.838643,1.477182,1.913526,1.582908,1.632513,1.524231,1.555665,1.889868,1.437018,1.578476,1.588378,1.90655,1.536221,10
1.507273,1.795804,1.811461,1.818109,1.754508,1.817958,1.436233,1.883042,1.571133,1.603637,1.500955,1.545511,1.860864,1.397714,1.544826,1.557092,1.879,1.509289,10
1.50265,1.797579,1.810107,1.811134,1.779985,1.806483,1.452673,1.876645,1.615767,1.656473,1.496698,1.519438,1.835757,1.45033,1.575967,1.545483,1.883357,1.511742,10
1.524181,1.832863,1.8857,1.874766,1.837335,1.825774,1.514971,1.888728,1.675014,1.717592,1.568329,1.554669,1.57682,1.542255,1.614974,1.561197,1.928521,1.599477,10
1.548135,1.832582,1.831533,1.841716,1.792339,1.844607,1.490161,1.916801,1.609496,1.651687,1.531995,1.56129,1.900671,1.454036,1.602507,1.591207,1.913361,1.54336,10
1.63882,1.894066,1.866263,1.89029,1.840314,1.922685,1.55096,1.995179,1.652985,1.692226,1.588697,1.64877,2.011993,1.482514,1.645951,1.683129,1.961699,1.588305,10
1.636187,1.907711,1.883301,1.908923,1.840988,1.926475,1.564954,1.992345,1.661317,1.683338,1.602713,1.656278,2.003504,1.47921,1.669308,1.678963,1.969643,1.602205,10
1.694747,1.964314,1.927638,1.954781,1.896072,1.975057,1.634696,2.041109,1.728291,1.744092,1.655386,1.703728,2.061558,1.550365,1.742158,1.734941,2.01878,1.653314,10
1.465232,1.774191,1.813713,1.810178,1.738862,1.785489,1.417812,1.845905,1.568369,1.596655,1.490791,1.515283,1.799288,1.399785,1.534504,1.516414,1.866721,1.506097,10
1.568249,1.871812,1.860976,1.868651,1.824571,1.863658,1.540525,1.932128,1.664012,1.683227,1.558683,1.574405,1.909959,1.508127,1.659898,1.611701,1.94171,1.568112,10
1.525045,1.810794,1.818023,1.827233,1.761097,1.829652,1.456694,1.899114,1.566888,1.604422,1.513097,1.552693,1.876668,1.409169,1.558978,1.574108,1.89272,1.522221,10
1.506357,1.806321,1.818631,1.822922,1.764815,1.815891,1.454986,1.881194,1.600168,1.626535,1.505177,1.535954,1.842647,1.42067,1.571859,1.553016,1.885998,1.515773,10
1.521346,1.809956,1.815917,1.824541,1.755639,1.827222,1.454597,1.89655,1.560449,1.594959,1.509942,1.549461,1.876632,1.405646,1.552169,1.572869,1.891144,1.518092,10
1.622097,1.911932,1.882637,1.899274,1.839015,1.909241,1.581082,1.980473,1.66647,1.685266,1.595309,1.623148,1.979052,1.514742,1.680546,1.668885,1.974779,1.59853,10
1.769344,2.090585,2.060751,2.065359,1.955615,2.038423,1.807093,2.105792,1.843517,1.826219,1.781594,1.758403,1.789138,1.71764,1.834388,1.831803,2.138744,1.789871,10
1.74712,2.011422,1.928295,1.954592,1.880138,2.015488,1.682421,2.093859,1.701084,1.703759,1.666364,1.729122,2.11851,1.575776,1.707444,1.820048,2.054235,1.646808,10
1.603188,1.844111,1.841476,1.853696,1.884133,1.893307,1.495746,1.958408,1.784953,1.831846,1.551975,1.629257,1.817555,1.548491,1.507681,1.650249,1.929668,1.55373,10
1.618364,1.87603,1.860526,1.882317,1.885851,1.919909,1.516365,1.973428,1.802489,1.81484,1.57136,1.66447,1.853199,1.530349,1.523287,1.672539,1.942228,1.561425,10
1.680175,2.003369,1.941713,1.99986,1.771244,1.988555,1.643356,2.057981,1.48763,1.440213,1.68017,1.722209,2.203556,1.402962,1.789778,1.768432,2.041712,1.669762,10
1.587942,1.923377,1.939871,1.96221,1.751499,1.900332,1.584497,1.966351,1.475498,1.471429,1.651488,1.640426,2.072172,1.423914,1.756542,1.657225,2.001396,1.668411,10
1.507827,1.776108,1.749017,1.790953,1.865511,1.832055,1.394909,1.880203,1.868137,1.886543,1.451006,1.56578,1.781436,1.499562,1.517899,1.56353,1.853009,1.438982,10
1.504821,1.767092,1.773182,1.783752,1.846733,1.825091,1.386516,1.872865,1.839689,1.856897,1.456155,1.565235,1.769074,1.486071,1.482317,1.556896,1.845889,1.447209,10
1.648452,1.977439,1.928832,1.981495,1.753638,1.95283,1.633838,2.02795,1.457321,1.441194,1.667779,1.679425,2.148149,1.42364,1.770543,1.736424,2.037187,1.668626,10
1.63871,1.991504,1.958782,2.00188,1.744764,1.949269,1.650064,2.021827,1.47437,1.43415,1.685561,1.675205,2.130268,1.415582,1.80315,1.723622,2.04475,1.691764,10
1.556322,1.784891,1.78498,1.796411,1.858403,1.842628,1.438967,1.916947,1.749671,1.828943,1.494617,1.566977,1.761575,1.532532,1.461435,1.600029,1.889416,1.502932,10
1.568748,1.793112,1.792562,1.805289,1.866198,1.854706,1.444677,1.926592,1.745303,1.822825,1.504117,1.584591,1.7773,1.533848,1.461805,1.612052,1.894583,1.509906,10
1.64925,1.960603,1.917818,1.959029,1.748578,1.94461,1.619011,2.026981,1.440403,1.446538,1.654086,1.666661,2.145613,1.4277,1.739525,1.735776,2.027423,1.657647,10
1.616354,1.94009,1.901484,1.945264,1.748672,1.91976,1.590951,1.970113,1.456251,1.454849,1.627736,1.63352,2.131247,1.416672,1.749988,1.693531,2.007249,1.637044,10
1.559841,1.795185,1.801463,1.802782,1.870502,1.849233,1.442569,1.920894,1.774686,1.837402,1.499969,1.575129,1.778634,1.54165,1.469605,1.603758,1.88896,1.507031,10
1.585035,1.834692,1.827418,1.843828,1.858375,1.883742,1.476337,1.94443,1.7625,1.796925,1.534945,1.621639,1.809512,1.509235,1.481422,1.637078,1.914221,1.530751,10
1.610256,1.953646,1.973784,1.977859,1.754639,1.902791,1.644676,1.985355,1.467268,1.491973,1.687799,1.623415,2.055846,1.507654,1.766502,1.688721,2.048561,1.718182,10
1.619911,1.940816,1.896347,1.936876,1.740023,1.917939,1.598461,2.003462,1.437412,1.442815,1.626116,1.629588,2.127096,1.419022,1.744696,1.702569,2.006478,1.633099,10
1.559052,1.797744,1.800144,1.811074,1.862933,1.854777,1.441278,1.919546,1.767815,1.820602,1.502672,1.587342,1.777175,1.520863,1.470906,1.604171,1.889403,1.505428,10
1.555827,1.806006,1.813198,1.819473,1.861424,1.861063,1.439319,1.91664,1.78505,1.813461,1.506383,1.602,1.794775,1.509615,1.472354,1.605546,1.886247,1.5018,10
1.644394,1.938269,1.917457,1.961993,1.766276,1.936315,1.605932,2.016367,1.43149,1.476889,1.6618,1.67068,2.11499,1.443131,1.730876,1.719871,2.025936,1.67348,10
1.598217,1.917729,1.917181,1.944566,1.742837,1.897417,1.587364,1.976803,1.435815,1.465864,1.641528,1.624428,2.074169,1.435387,1.733698,1.671354,2.006067,1.660875,10
1.5579,1.800589,1.806668,1.821731,1.857209,1.855366,1.445419,1.91782,1.757579,1.813247,1.511928,1.591753,1.760651,1.509365,1.475448,1.60105,1.893294,1.516482,10
1.56611,1.818308,1.82303,1.8304,1.864805,1.870535,1.452931,1.926467,1.787608,1.812632,1.518132,1.61134,1.805207,1.512931,1.481061,1.6163,1.895954,1.513555,10
1.639187,1.95493,1.944795,1.980025,1.756663,1.943052,1.611948,2.012831,1.454629,1.451956,1.672948,1.682331,2.125986,1.41801,1.752752,1.715689,2.026591,1.682581,10
1.659778,1.972771,1.94535,1.995356,1.768224,1.963644,1.626472,2.035319,1.453253,1.447868,1.684472,1.704463,2.150716,1.414974,1.768153,1.738003,2.037719,1.689043,10
1.552823,1.796842,1.817119,1.816233,1.859087,1.851004,1.438617,1.911995,1.76904,1.816229,1.509407,1.587942,1.768899,1.515787,1.471403,1.595356,1.887307,1.51512,10
1.565051,1.816846,1.831316,1.833942,1.862567,1.870672,1.45127,1.924105,1.785119,1.807326,1.522921,1.61585,1.801698,1.508217,1.481525,1.613417,1.895608,1.519162,10
1.033704,1.476936,1.535408,1.511702,1.729973,1.457183,1.078328,1.486397,1.961504,1.960702,1.088929,1.100563,1.751199,1.434566,1.787698,1.057916,1.588806,1.116407,10
1.083085,1.44005,1.497812,1.470347,1.746422,1.481678,1.00992,1.513084,1.949701,1.976128,1.052487,1.141487,1.86565,1.399434,1.750862,1.086622,1.553791,1.069801,10
1.559089,1.801472,1.809805,1.819695,1.861659,1.86059,1.439702,1.918148,1.776765,1.815782,1.508672,1.6008,1.787196,1.509891,1.477465,1.604373,1.889184,1.508611,10
1.581045,1.830683,1.831268,1.850998,1.876165,1.887315,1.465852,1.937967,1.793883,1.817342,1.535841,1.635888,1.81683,1.510905,1.503028,1.628302,1.907835,1.529269,10
1.636305,1.944695,1.943938,1.975591,1.763425,1.937069,1.61109,2.007027,1.458501,1.468421,1.673593,1.677788,2.114086,1.439745,1.746846,1.711778,2.028425,1.685028,10
1.652625,1.968404,1.929575,1.983964,1.761141,1.959873,1.61606,2.029828,1.459574,1.443248,1.667699,1.697829,2.157909,1.397778,1.76722,1.732667,2.026224,1.666971,10
1.561583,1.810991,1.819169,1.826178,1.857648,1.861468,1.452288,1.922699,1.77248,1.811544,1.51697,1.597408,1.784035,1.512216,1.479623,1.608111,1.896574,1.519226,10
1.586682,1.85116,1.840448,1.862611,1.871626,1.893761,1.490378,1.946339,1.80254,1.816041,1.546938,1.635892,1.818902,1.518954,1.512617,1.641179,1.92292,1.539058,10
1.389135,1.715787,1.755316,1.743881,1.991453,1.720387,1.369022,1.76739,1.734326,1.75607,1.39957,1.428594,2.004607,1.736938,1.757489,1.424528,1.824295,1.424018,10
1.586985,1.944221,1.965527,1.980862,1.747463,1.894341,1.62362,1.967517,1.474976,1.475987,1.676276,1.622901,2.050692,1.463773,1.785758,1.659256,2.029566,1.703561,10
1.477945,1.747551,1.766376,1.765983,1.821784,1.797502,1.373105,1.849468,1.812826,1.837526,1.441278,1.530115,1.725491,1.476631,1.461093,1.528972,1.83526,1.440188,10
1.551405,1.806295,1.760543,1.806054,1.875361,1.862073,1.435916,1.917909,1.846934,1.875709,1.477569,1.592346,1.815861,1.526669,1.506924,1.614245,1.884292,1.461784,10
1.654703,1.964803,1.937578,1.985547,1.768387,1.963032,1.612581,2.027618,1.476238,1.456642,1.67218,1.708893,2.158325,1.405995,1.760509,1.734089,2.025893,1.670004,10
1.679866,2.01161,1.946477,2.016802,1.769828,1.99666,1.652187,2.055361,1.51304,1.44305,1.691825,1.733695,2.206954,1.392049,1.830476,1.762926,2.030794,1.679932,10
1.55823,1.782929,1.782008,1.793667,1.863061,1.846737,1.433773,1.916346,1.765279,1.835512,1.490229,1.572776,1.777927,1.532939,1.465989,1.602455,1.886714,1.495585,10
1.594548,1.842224,1.816324,1.847375,1.874501,1.894392,1.482632,1.95265,1.787607,1.820007,1.533773,1.631752,1.830853,1.523163,1.4979,1.649559,1.919766,1.524705,10
1.071968,1.45478,1.473371,1.454937,1.6854,1.471086,1.028387,1.523969,1.875874,1.897825,1.035741,1.101601,1.849891,1.368371,1.697402,1.11406,1.565172,1.047471,10
1.091525,1.453109,1.447313,1.446772,1.726921,1.488757,1.012734,1.53651,1.925677,1.944564,1.012261,1.123107,1.892358,1.380274,1.735889,1.121586,1.550659,1.01239,10
1.551657,1.785539,1.802215,1.800045,1.856501,1.843305,1.431843,1.911257,1.761721,1.823885,1.497883,1.574088,1.767797,1.523686,1.461001,1.594351,1.883486,1.505599,10
1.576579,1.830443,1.824941,1.839709,1.87012,1.877144,1.471986,1.937481,1.788663,1.819776,1.528239,1.612189,1.805983,1.524377,1.494639,1.626907,1.909287,1.525827,10
1.621622,1.945262,1.920185,1.95264,1.742072,1.926305,1.598126,2.001049,1.45245,1.43937,1.642341,1.652341,2.127992,1.411837,1.74155,1.703919,2.009381,1.648028,10
1.632425,1.972725,1.932683,1.976867,1.745835,1.940092,1.626898,2.016195,1.459424,1.432161,1.660578,1.662507,2.130411,1.414421,1.774749,1.718476,2.027513,1.664577,10
1.563509,1.803798,1.800413,1.810758,1.866021,1.857832,1.447779,1.924778,1.773081,1.823927,1.503108,1.586648,1.787916,1.529171,1.47166,1.611201,1.892871,1.504815,10
1.57931,1.832301,1.827549,1.837951,1.87677,1.878454,1.473195,1.939912,1.797435,1.82736,1.527842,1.611963,1.811528,1.534597,1.495729,1.629704,1.909297,1.525833,10
1.030026,1.464959,1.481273,1.461905,1.686714,1.444687,1.047531,1.497013,1.917327,1.92229,1.028808,1.049232,1.826914,1.386178,1.759175,1.068703,1.566171,1.052024,10
1.078243,1.455186,1.458597,1.449389,1.729392,1.481297,1.015176,1.527055,1.932301,1.943601,1.014455,1.11416,1.883251,1.39292,1.737217,1.111141,1.550804,1.017158,10
1.553824,1.799339,1.811892,1.813721,1.862578,1.852898,1.43896,1.914654,1.780146,1.822865,1.504882,1.587414,1.779913,1.519583,1.474367,1.598709,1.88659,1.508316,10
1.57286,1.830721,1.830641,1.843357,1.859438,1.879814,1.465091,1.933303,1.787807,1.805724,1.529496,1.623199,1.810787,1.50414,1.487814,1.626276,1.905194,1.522313,10
1.626099,1.962165,1.955124,1.980122,1.745882,1.93009,1.627931,2.004243,1.460859,1.449098,1.675907,1.660657,2.108055,1.441152,1.760711,1.708958,2.034634,1.68865,10
1.593163,1.935307,1.911474,1.947555,1.746133,1.907995,1.585332,1.978169,1.468288,1.439492,1.627096,1.633348,2.106991,1.413463,1.755777,1.674781,1.995762,1.632673,10
1.55385,1.807585,1.823223,1.825251,1.854432,1.858644,1.444409,1.914956,1.778414,1.806876,1.514288,1.599259,1.783593,1.505397,1.476994,1.601223,1.890469,1.514399,10
1.57468,1.827385,1.833191,1.847297,1.859861,1.882259,1.461184,1.932856,1.781637,1.802231,1.533752,1.631873,1.808154,1.496769,1.488506,1.625025,1.904577,1.526616,10
1.641113,1.952354,1.912197,1.962025,1.749629,1.943015,1.606466,2.018418,1.444662,1.445803,1.650826,1.673568,2.141291,1.407769,1.745406,1.723386,2.019255,1.652542,10
1.588074,1.941994,1.921277,1.957597,1.73783,1.902309,1.601803,1.97418,1.467117,1.441554,1.638442,1.62375,2.090858,1.420348,1.774613,1.669062,2.007382,1.649185,10
1.554745,1.804258,1.822736,1.826348,1.857092,1.858546,1.44199,1.914704,1.774667,1.80928,1.515978,1.601494,1.780822,1.504733,1.478679,1.599238,1.890002,1.517331,10
1.562521,1.819793,1.828227,1.838401,1.858919,1.869837,1.454965,1.92383,1.788507,1.811686,1.524367,1.613205,1.796168,1.502268,1.489615,1.611526,1.89815,1.521191,10
1.601527,1.924772,1.913306,1.940749,1.736044,1.904018,1.58481,1.98211,1.440681,1.448047,1.633169,1.627354,2.094698,1.415099,1.735651,1.677644,2.000105,1.646922,10
1.620019,1.922742,1.902339,1.93463,1.741886,1.915301,1.580695,1.998263,1.431983,1.459755,1.630759,1.63998,2.11139,1.410177,1.720238,1.69495,1.998786,1.641384,10
1.55204,1.795321,1.814712,1.814378,1.862501,1.852929,1.433424,1.911887,1.77982,1.820097,1.505908,1.592944,1.780535,1.514859,1.473374,1.595452,1.883373,1.508175,10
1.546085,1.790491,1.798514,1.806319,1.851701,1.849276,1.42508,1.907915,1.774945,1.815852,1.494244,1.588142,1.781243,1.500865,1.463211,1.594077,1.877638,1.492312,10
1.641862,1.953102,1.908151,1.964657,1.753198,1.940698,1.616962,2.017168,1.445604,1.461269,1.654988,1.668892,2.126234,1.426341,1.75305,1.724518,2.028365,1.658745,10
1.101966,1.47063,1.440481,1.460077,1.730649,1.498447,1.031959,1.551717,1.929773,1.946929,1.017766,1.123183,1.904479,1.374722,1.766638,1.131667,1.560389,1.019088,10
1.494765,1.776545,1.79813,1.797525,1.832304,1.807389,1.418707,1.8662,1.777267,1.810592,1.47932,1.534667,1.682882,1.505154,1.463209,1.542997,1.866244,1.488261,10
1.597526,1.834513,1.840415,1.837803,1.89756,1.881882,1.488261,1.918306,1.807562,1.85855,1.5412,1.601831,1.824791,1.586558,1.5096,1.640636,1.930278,1.551028,10
1.616088,1.87052,1.844968,1.865499,1.8863,1.910775,1.516189,1.97344,1.803652,1.828661,1.557924,1.642827,1.846742,1.549353,1.514192,1.673393,1.940759,1.550813,10
1.100456,1.449526,1.454172,1.430469,1.719437,1.475406,1.035989,1.540187,1.901825,1.94706,1.020216,1.088263,1.872632,1.421616,1.710795,1.134284,1.568007,1.036549,10
1.116722,1.431773,1.48852,1.438578,1.771157,1.470073,1.051149,1.5364,1.943892,2.024608,1.057936,1.097576,1.847258,1.49696,1.735921,1.119475,1.580936,1.094025,10
1.567451,1.799584,1.793076,1.800815,1.865418,1.852575,1.450743,1.927277,1.762491,1.833036,1.499721,1.572786,1.785938,1.543966,1.464479,1.614855,1.896444,1.50677,10
1.572973,1.814288,1.800192,1.803682,1.85261,1.864788,1.463128,1.93199,1.791157,1.827823,1.507927,1.579175,1.808685,1.549977,1.477125,1.62677,1.865765,1.507871,10
1.048824,1.447398,1.450074,1.448473,1.706988,1.453271,1.029522,1.505659,1.915345,1.941346,1.013888,1.067831,1.828837,1.393064,1.748858,1.079782,1.558544,1.030598,10
1.038983,1.522078,1.588544,1.54834,1.736988,1.442521,1.177764,1.492498,2.004185,2.018586,1.148398,1.044546,1.75282,1.506482,1.885166,1.051202,1.644361,1.203879,10
1.797444,2.037205,2.140063,2.087287,2.135441,2.033065,1.810418,2.091302,2.237951,2.321836,1.847579,1.796138,1.145566,1.939204,1.77691,1.803163,2.158104,1.895969,10
1.580768,1.797084,1.78152,1.808588,1.875594,1.862903,1.453104,1.935189,1.748523,1.838138,1.506784,1.59116,1.787423,1.544028,1.473068,1.624142,1.903559,1.511944,10
