@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
2.693054,1.535515,1.293483,1.951494,1.548201,1.517802,1.629806,1.569964,1.152155,1.156205,2.090684,1.678106,5
2.730759,1.629686,1.388779,1.950364,1.57291,1.569768,1.48702,1.549142,1.271223,1.17211,2.049795,1.674284,5
2.493562,1.975943,1.790953,1.670412,1.880635,1.878633,1.952786,1.912417,1.701835,1.606653,1.947906,2.020061,5
2.5304,1.992836,1.809407,1.66602,1.930908,1.91858,1.98165,1.933637,1.712695,1.636439,1.953822,2.032953,5
2.637351,1.806347,1.598938,1.752789,1.798255,1.774331,1.835484,1.793661,1.483541,1.461908,1.820037,1.884957,5
2.664407,1.574774,1.336465,1.882167,1.512001,1.520607,1.585201,1.494543,1.199766,1.09103,2.025348,1.633053,5
2.495877,1.98248,1.795144,1.659293,1.887977,1.897724,1.965214,1.922007,1.710555,1.61656,1.915719,2.028043,5
2.427496,1.902258,1.714053,1.607743,1.834567,1.825253,1.932155,1.867073,1.626487,1.553864,1.904979,1.953637,5
2.720817,1.55425,1.305232,1.929354,1.537112,1.53215,1.583728,1.52507,1.164609,1.114048,2.028846,1.65553,5
2.663858,1.555358,1.315281,1.895846,1.491707,1.494183,1.571484,1.496157,1.188292,1.080216,2.028342,1.628475,5
2.528251,2.043657,1.842958,1.747538,1.944062,1.94015,1.978877,1.97603,1.772252,1.653528,1.947693,2.098298,5
2.537626,2.005961,1.821586,1.676534,1.930267,1.933502,1.982901,1.936738,1.727541,1.635801,1.947404,2.040136,5
2.727102,1.547983,1.289593,1.95336,1.532871,1.538995,1.596434,1.531173,1.159256,1.118171,2.041326,1.662445,5
2.710889,1.804519,1.569015,1.814489,1.796509,1.819085,1.81575,1.786696,1.472473,1.444643,1.780908,1.88816,5
2.507615,1.972279,1.770958,1.683135,1.911003,1.911633,1.971035,1.945673,1.694888,1.624025,1.925157,2.041512,5
2.399137,1.919216,1.713192,1.629043,1.885298,1.864411,1.964761,1.900422,1.633681,1.57209,1.937184,1.982868,5
2.682488,1.499862,1.22828,1.927181,1.49636,1.487714,1.56631,1.522008,1.109985,1.080648,2.021087,1.636849,5
2.643965,1.534483,1.290904,1.880532,1.477917,1.473327,1.56112,1.492418,1.167836,1.067501,2.017099,1.615525,5
2.510462,1.966533,1.775481,1.676719,1.882595,1.882259,1.944649,1.913057,1.695833,1.600901,1.939125,2.011506,5
2.498139,1.950759,1.757636,1.654118,1.898239,1.890687,1.970035,1.919859,1.677446,1.612772,1.937525,2.004004,5
2.675576,1.808549,1.57923,1.788208,1.790404,1.79287,1.815795,1.784693,1.48098,1.440902,1.792931,1.887535,5
2.691206,1.550026,1.300595,1.932693,1.487155,1.487179,1.556785,1.516264,1.187025,1.086228,2.019117,1.650937,5
2.536565,2.003332,1.815345,1.702433,1.915017,1.909072,1.948511,1.936642,1.735933,1.619719,1.924194,2.040857,5
2.487675,1.960385,1.777463,1.655462,1.858313,1.859047,1.928877,1.890187,1.686048,1.579544,1.917615,1.999227,5
2.733895,1.489696,1.227149,1.959539,1.537742,1.518751,1.610373,1.562245,1.09827,1.134811,2.053116,1.653007,5
2.65784,1.543143,1.297716,1.891905,1.485264,1.492211,1.573342,1.490896,1.172575,1.07308,2.027669,1.61993,5
2.499132,1.930759,1.741656,1.643011,1.884058,1.876323,1.957678,1.902265,1.646086,1.593325,1.938332,1.988931,5
2.482142,1.942003,1.7527,1.639532,1.887985,1.880854,1.963791,1.905278,1.66386,1.599299,1.942006,1.990513,5
2.682175,1.578074,1.333613,1.90134,1.507809,1.523094,1.571632,1.488313,1.202978,1.08373,2.031599,1.632831,5
2.681954,2.03615,1.831442,1.647585,2.032945,2.02777,2.023841,2.040455,1.753396,1.721503,1.49936,2.121795,5
2.480298,1.973058,1.783227,1.654055,1.905188,1.888227,1.953561,1.914609,1.69321,1.600172,1.920666,2.016861,5
2.659069,2.015311,1.816091,1.606738,2.0413,2.030472,2.055011,2.031662,1.723951,1.727167,1.536175,2.099755,5
2.576388,2.074793,1.87972,1.790945,1.986098,1.953493,2.007456,2.00318,1.809918,1.703073,1.996787,2.128321,5
2.368229,1.904816,1.691425,1.64457,1.875764,1.851616,1.95243,1.890624,1.614914,1.564164,1.959096,1.975058,5
2.688901,1.520038,1.258216,1.917072,1.507051,1.503301,1.573693,1.499741,1.127942,1.074844,2.035448,1.623685,5
2.689885,1.798757,1.577928,1.792097,1.787446,1.782999,1.810017,1.782821,1.47422,1.447412,1.800418,1.880378,5
2.513995,2.012472,1.842799,1.666953,1.918789,1.901322,1.96433,1.930364,1.739044,1.627806,1.924619,2.041471,5
2.468226,1.859365,1.667112,1.627581,1.83143,1.810855,1.908694,1.865325,1.567902,1.534856,1.894952,1.946148,5
2.508154,1.975014,1.791627,1.652631,1.901378,1.888755,1.952449,1.911795,1.698153,1.605919,1.929991,2.0119,5
2.66177,2.03319,1.839226,1.626835,2.04776,2.026299,2.054609,2.050534,1.744559,1.74348,1.553292,2.12588,5
2.649552,2.008427,1.814898,1.605878,2.03477,2.014231,2.057382,2.051775,1.724672,1.739265,1.532125,2.113294,5
2.587126,2.081522,1.906779,1.777047,1.998211,1.986377,1.887045,2.019975,1.825227,1.727954,2.019034,2.119238,5
2.502378,1.971788,1.791341,1.641172,1.901627,1.887793,1.955694,1.910594,1.692435,1.606734,1.932074,2.008847,5
2.666643,1.774769,1.55994,1.774716,1.794229,1.776834,1.834586,1.794721,1.444772,1.458036,1.821867,1.875613,5
2.672346,1.503258,1.255128,1.896279,1.508661,1.484721,1.591039,1.512258,1.115548,1.097156,2.042354,1.619083,5
2.49159,1.998291,1.819054,1.66125,1.914595,1.898873,1.957789,1.927999,1.721833,1.618717,1.92042,2.036332,5
2.483834,1.964231,1.786604,1.623584,1.887542,1.874925,1.95083,1.902652,1.685048,1.599846,1.915175,2.003171,5
2.675504,1.819063,1.61292,1.770921,1.809901,1.799644,1.843282,1.798109,1.493482,1.476204,1.827433,1.892519,5
2.656424,2.026612,1.837305,1.597336,2.039331,2.017276,2.047162,2.033978,1.738794,1.730692,1.533173,2.108124,5
2.585751,2.076238,1.901054,1.748362,1.976334,1.961238,1.990024,1.991207,1.814509,1.687826,1.961267,2.105147,5
2.458823,1.960699,1.786669,1.583263,1.877459,1.851221,1.953915,1.863972,1.678049,1.598802,1.928678,1.941999,5
2.674239,1.820987,1.608084,1.761319,1.797734,1.792984,1.830865,1.776958,1.496373,1.465854,1.802361,1.865925,5
2.668827,1.815712,1.612721,1.75988,1.810025,1.790644,1.846065,1.792412,1.49072,1.475583,1.83281,1.88582,5
2.432044,1.91211,1.717691,1.621356,1.836122,1.832704,1.919592,1.870955,1.63425,1.545681,1.896505,1.964204,5
2.453672,1.923825,1.73352,1.632898,1.836278,1.836134,1.917098,1.874425,1.650843,1.555361,1.900072,1.97089,5
2.647802,1.546096,1.316444,1.923576,1.505044,1.485853,1.633078,1.602582,1.219108,1.173652,2.03934,1.690203,5
2.649332,1.542346,1.292166,1.901991,1.469726,1.468869,1.546518,1.484393,1.181893,1.056358,2.020403,1.617106,5
2.578528,2.057589,1.856264,1.888851,1.94814,1.948129,1.894723,2.028399,1.827873,1.686975,2.001369,2.121112,5
2.417252,1.855554,1.648691,1.713106,1.780143,1.762072,1.869888,1.867203,1.60754,1.511056,1.928459,1.933782,5
2.612812,1.965848,1.723532,1.708411,1.959302,1.970517,1.981154,2.028197,1.701882,1.663671,1.503467,2.093743,5
2.600133,1.938412,1.730668,1.670765,1.943539,1.937478,2.014421,2.042696,1.689889,1.689839,1.551766,2.080861,5
2.483061,1.902751,1.683738,1.74447,1.812901,1.822107,1.863406,1.880468,1.643749,1.516375,1.904359,1.96893,5
2.436713,1.863815,1.663394,1.668365,1.779451,1.770808,1.859279,1.839928,1.596382,1.49533,1.914512,1.924422,5
2.622595,1.977141,1.753562,1.685672,1.960129,1.976762,1.992799,2.033863,1.720931,1.679395,1.479383,2.095154,5
2.635745,1.967565,1.747583,1.670509,1.968204,1.967987,1.98362,2.027634,1.703915,1.677845,1.472294,2.088302,5
2.491232,1.920022,1.695882,1.800895,1.811218,1.818571,1.855441,1.900647,1.673845,1.524195,1.917177,1.993442,5
2.446153,1.871366,1.664309,1.697145,1.800825,1.792627,1.879355,1.868922,1.613173,1.520042,1.928365,1.940118,5
2.640267,1.978705,1.748862,1.70454,1.958173,1.980158,1.987012,2.031901,1.727183,1.676124,1.484522,2.091951,5
2.638044,1.769504,1.532001,1.808384,1.739663,1.749724,1.80671,1.811849,1.485728,1.417753,1.776573,1.889482,5
2.482166,1.916568,1.700383,1.748826,1.803103,1.819037,1.864641,1.89063,1.667142,1.526411,1.890774,1.983708,5
2.47087,1.906078,1.688579,1.719256,1.827122,1.8435,1.913376,1.903532,1.657548,1.555801,1.899683,1.977177,5
2.646743,1.931046,1.711767,1.677861,1.970044,1.963831,2.010423,2.044595,1.661996,1.691499,1.512734,2.087216,5
2.633333,1.981418,1.76676,1.675391,1.997062,1.988626,2.030145,2.069995,1.727321,1.723216,1.508181,2.113232,5
2.482154,1.902141,1.687474,1.730716,1.81389,1.821232,1.876195,1.886176,1.648894,1.53032,1.90689,1.967839,5
2.486584,1.926327,1.719583,1.731429,1.865636,1.871598,1.840137,1.928528,1.674405,1.592246,1.939736,1.996272,5
2.705005,2.094088,1.882766,1.825173,2.049135,2.025691,2.063856,2.147131,1.858425,1.813025,1.619,2.22904,5
2.40619,1.99115,1.708002,1.775047,2.052778,2.032556,2.085844,2.130743,1.724003,1.728571,1.588798,2.178434,5
2.453637,1.895649,1.672818,1.714995,1.81123,1.808115,1.874945,1.888626,1.635796,1.518848,1.887556,1.974421,5
2.452862,1.909057,1.715657,1.654442,1.825366,1.813608,1.899952,1.87641,1.643676,1.548078,1.913209,1.964319,5
2.829621,2.316307,2.014754,2.274581,2.502861,2.448985,2.529288,2.579137,2.099746,2.227637,2.132163,2.588359,5
2.619214,1.518179,1.272268,1.941824,1.459712,1.43938,1.58019,1.565591,1.207497,1.113943,2.053931,1.644472,5
2.424597,1.907287,1.703834,1.662683,1.829439,1.820885,1.907091,1.876306,1.634332,1.538386,1.925282,1.968024,5
2.523179,1.930578,1.731681,1.726754,1.877733,1.872418,1.841245,1.914687,1.658633,1.590604,1.976765,1.997027,5
2.651887,1.967295,1.740659,1.693445,1.99339,1.986003,2.012598,2.059877,1.69633,1.706593,1.494778,2.116718,5
2.623938,1.765758,1.544983,1.759651,1.740169,1.732144,1.809216,1.794451,1.468728,1.41575,1.781205,1.879656,5
2.478123,1.938099,1.74087,1.677846,1.847066,1.841573,1.902088,1.888555,1.668832,1.556273,1.911483,1.988061,5
2.462101,1.907698,1.709296,1.652642,1.829854,1.829945,1.898805,1.870859,1.637728,1.536784,1.894839,1.958334,5
2.599719,1.506048,1.248064,1.893547,1.452547,1.433172,1.559124,1.508209,1.153723,1.062479,2.029716,1.617043,5
2.624768,1.988538,1.792987,1.630513,2.018184,1.990565,2.05936,2.077839,1.725717,1.74523,1.527591,2.120757,5
2.473672,1.925177,1.719291,1.696538,1.829227,1.832242,1.890043,1.886136,1.661573,1.54448,1.905674,1.982593,5
2.459901,1.896905,1.690023,1.669524,1.821929,1.835844,1.910888,1.870744,1.628065,1.536351,1.906729,1.954399,5
2.622543,1.774257,1.529638,1.81297,1.736189,1.737163,1.786335,1.804508,1.486837,1.402765,1.780105,1.892198,5
2.648848,1.96614,1.756535,1.655105,1.97609,1.96207,1.99571,2.037252,1.699666,1.692683,1.490762,2.094746,5
2.439956,1.867347,1.659378,1.693163,1.786878,1.786825,1.876419,1.859757,1.607739,1.512725,1.924266,1.936492,5
2.447408,1.882192,1.682806,1.655725,1.815939,1.804075,1.888723,1.861356,1.614466,1.523592,1.909593,1.939391,5
2.617546,1.938504,1.705458,1.696807,1.93923,1.936434,1.96573,2.021866,1.680315,1.655758,1.502799,2.077741,5
2.629021,1.966453,1.760564,1.655353,1.98622,1.958253,2.011884,2.055171,1.706857,1.709666,1.513122,2.102345,5
2.425746,1.874928,1.659768,1.727721,1.784995,1.772941,1.861137,1.873844,1.623706,1.50979,1.920559,1.95447,5
2.426235,1.874905,1.678637,1.696046,1.801802,1.773054,1.878987,1.876336,1.625661,1.528904,1.925896,1.944073,5
2.608114,2.004379,1.787521,1.690493,1.997384,1.983711,2.011005,2.068504,1.753672,1.712939,1.511192,2.123293,5
2.581787,1.898599,1.686169,1.661429,1.894994,1.886234,1.966473,1.998714,1.6499,1.636899,1.558645,2.037712,5
2.336251,1.93477,1.681165,1.822835,1.883267,1.848178,1.936306,1.963771,1.670858,1.549499,1.988838,2.050577,5
2.449078,1.87843,1.671236,1.684942,1.818871,1.813727,1.904477,1.876754,1.617319,1.537067,1.930595,1.945344,5
2.545018,1.936101,1.689117,1.689377,1.955218,1.942325,1.980878,2.029702,1.670902,1.64548,1.507461,2.083056,5
2.619808,1.757994,1.533374,1.78367,1.744104,1.723611,1.805516,1.814343,1.475576,1.423215,1.78903,1.882212,5
2.175542,1.947427,1.619581,1.907331,1.994186,1.976077,2.086873,2.074949,1.680577,1.674339,2.063498,2.132067,5
2.427969,1.876294,1.670035,1.65784,1.796943,1.799971,1.886174,1.863295,1.615775,1.517713,1.876305,1.941575,5
2.415818,2.026156,1.8139,2.023789,1.981881,2.007744,2.101304,2.137477,1.837463,1.778842,2.04781,2.157954,5
2.643771,1.987638,1.751023,1.715734,1.961969,1.983812,1.979695,2.035333,1.728722,1.674311,1.477788,2.107218,5
2.63306,1.994013,1.760231,1.725543,1.971725,1.956277,1.991117,2.025712,1.730981,1.685648,1.54621,2.113588,5
2.506122,1.910058,1.684967,1.772343,1.822256,1.844034,1.895344,1.90186,1.659349,1.547157,1.935299,1.983427,5
2.479302,1.900449,1.683436,1.728518,1.818707,1.831799,1.893965,1.891601,1.646056,1.540945,1.920104,1.969403,5
2.58952,1.958129,1.723408,1.688037,2.002269,1.971534,2.021749,2.071919,1.691949,1.704842,1.513593,2.117933,5
2.631718,1.989099,1.784038,1.667164,2.007843,1.987456,2.0447,2.084689,1.735691,1.740918,1.514801,2.127838,5
2.580578,2.051559,1.864142,1.82468,1.930921,1.91698,1.940355,1.991679,1.813335,1.657251,1.950996,2.097079,5
2.422506,1.8836,1.682575,1.671675,1.796064,1.782561,1.872014,1.869565,1.629648,1.520638,1.878622,1.949941,5
2.619082,1.959716,1.751345,1.663561,1.980261,1.957758,2.022736,2.061617,1.70604,1.713788,1.525406,2.102045,5
2.737381,1.945795,1.761508,1.848423,2.078609,2.013392,2.151441,2.203524,1.706638,1.845071,1.759305,2.186961,5
2.478433,1.996958,1.770827,1.832913,2.036937,2.025841,2.131441,2.075703,1.750441,1.816581,1.936582,2.02794,5
2.515447,1.910765,1.716594,1.549676,1.859173,1.837695,1.892461,1.891822,1.635616,1.559255,1.637795,1.980141,5
2.563559,1.934817,1.729419,1.606593,1.886284,1.880803,1.909973,1.910287,1.66184,1.580292,1.683732,2.000192,5
2.607211,2.047808,1.846035,2.026777,2.107815,2.082703,2.164744,2.203945,1.822021,1.866782,2.020117,2.214181,5
2.490822,1.895251,1.66173,1.899795,1.852511,1.855364,1.889071,1.86122,1.60147,1.504848,2.146026,1.961309,5
2.536863,1.766149,1.552096,1.862397,1.882488,1.819057,1.936987,1.966751,1.48621,1.589619,1.922819,1.981907,5
2.471831,1.871641,1.666453,1.526387,1.83331,1.83154,1.905114,1.871222,1.595143,1.537558,1.652136,1.944043,5
2.480018,1.88113,1.665873,1.568582,1.834677,1.832831,1.888968,1.883862,1.613237,1.53363,1.645717,1.957797,5
2.547478,1.936135,1.720899,1.950226,2.014927,1.984859,2.073267,2.12354,1.700846,1.76123,1.924982,2.127155,5
2.516092,1.923698,1.721497,1.861233,1.863617,1.852787,1.906544,1.866354,1.640184,1.544174,2.148252,1.967931,5
2.507811,1.902937,1.693368,1.570791,1.842257,1.846401,1.892102,1.888581,1.63675,1.547909,1.638311,1.970536,5
2.494247,1.891794,1.683032,1.561235,1.834379,1.833926,1.887216,1.879207,1.623676,1.536547,1.642561,1.959228,5
2.526261,1.931183,1.724838,1.589812,1.863471,1.86299,1.896142,1.902399,1.665853,1.563855,1.644256,1.992356,5
2.502381,1.892672,1.680778,1.569583,1.839573,1.846115,1.895249,1.885643,1.625882,1.544013,1.644099,1.962382,5
2.664298,2.083741,1.882026,2.067997,2.162498,2.133683,2.204379,2.262212,1.860032,1.923943,2.019262,2.2689,5
2.471353,1.831986,1.6289,1.855096,1.847834,1.820576,1.90407,1.869488,1.534004,1.526845,2.13586,1.936116,5
2.480322,1.892609,1.687688,1.544608,1.840785,1.837565,1.900626,1.887829,1.624419,1.547423,1.640703,1.962071,5
2.53261,1.932748,1.731468,1.555437,1.884933,1.87954,1.918224,1.90174,1.658227,1.577707,1.641106,1.988817,5
2.493261,1.894404,1.689234,1.542392,1.855028,1.834612,1.899213,1.887702,1.618935,1.553818,1.634151,1.969773,5
2.4808,1.875878,1.660249,1.584498,1.839702,1.830707,1.909599,1.911338,1.615917,1.555891,1.654712,1.969693,5
2.489782,1.888208,1.675308,1.893785,1.824566,1.820896,1.880193,1.886049,1.630789,1.527814,2.119632,1.963569,5
2.51818,1.882139,1.658141,1.936038,1.825665,1.82065,1.870691,1.904561,1.629095,1.532397,2.120286,1.97925,5
2.477445,1.862753,1.631892,1.939575,1.813203,1.807195,1.88859,1.916363,1.61327,1.537741,2.137606,1.983732,5
2.426927,1.850524,1.623673,1.908402,1.816091,1.792873,1.89455,1.908977,1.597446,1.527327,2.134208,1.972115,5
2.495375,2.124982,1.963075,2.033706,2.16555,2.114948,2.231728,2.21215,1.893876,1.92535,2.267306,2.235529,5
2.515093,1.889551,1.672314,1.585812,1.848562,1.857727,1.90383,1.894959,1.622988,1.552676,1.647117,1.966995,5
2.585905,1.928058,1.701951,1.70796,1.93295,1.940133,1.965724,1.968842,1.659192,1.635615,1.731744,2.034784,5
2.492481,1.906571,1.699129,1.557371,1.861658,1.848351,1.901928,1.893948,1.633236,1.555308,1.651255,1.975608,5
2.481519,1.845784,1.635567,1.541272,1.837389,1.821472,1.904129,1.885502,1.569508,1.541376,1.647467,1.943731,5
2.49239,1.890417,1.681044,1.564036,1.832102,1.832635,1.886115,1.880191,1.623757,1.53567,1.641301,1.959165,5
2.509451,1.878801,1.666413,1.558424,1.837789,1.845017,1.899402,1.87649,1.601115,1.541322,1.653106,1.956431,5
2.812308,2.127826,1.883076,2.199067,2.030857,2.064575,1.971586,2.026513,1.866431,1.710904,2.230091,2.141221,5
2.770899,2.119655,1.885244,2.142875,2.008826,2.052064,1.964899,2.012112,1.85594,1.695454,2.213344,2.124214,5
2.799031,2.100092,1.854771,2.20077,2.005732,2.057846,1.963042,2.025835,1.825689,1.684724,2.265227,2.164377,5
2.742145,1.962784,1.700628,2.120663,1.992515,2.014635,1.979393,2.007101,1.673475,1.658177,2.193885,2.089725,5
2.362458,1.981122,1.772823,1.950573,1.925062,1.925362,2.034526,2.072757,1.792961,1.713971,2.041446,2.091737,5
2.494391,1.901698,1.694477,1.55941,1.86444,1.862605,1.926893,1.896129,1.632939,1.567645,1.677031,1.96621,5
2.500661,1.896939,1.689829,1.566362,1.873139,1.862447,1.925346,1.915142,1.630445,1.579653,1.652319,1.977603,5
2.477436,1.890791,1.687661,1.532976,1.861165,1.855817,1.928463,1.891263,1.618786,1.563845,1.653885,1.957819,5
2.360485,1.797042,1.589507,1.627176,1.841032,1.801623,1.917682,1.915075,1.524457,1.553146,1.717598,1.940932,5
2.476889,1.874573,1.669998,1.540474,1.848975,1.83955,1.916435,1.888157,1.603649,1.553857,1.661146,1.950359,5
2.451541,1.843064,1.650659,1.503239,1.852311,1.820074,1.927902,1.883893,1.55939,1.554227,1.670133,1.935015,5
2.359081,1.824136,1.632262,1.575081,1.866084,1.816312,1.944456,1.926608,1.549149,1.581537,1.712016,1.953521,5
2.460255,1.976283,1.783164,2.062694,2.022519,1.992961,2.104177,2.119339,1.74784,1.781915,2.238159,2.132021,5
2.523313,1.875731,1.667625,1.559241,1.878605,1.866547,1.929919,1.897228,1.593317,1.569429,1.67189,1.960803,5
2.439952,1.796706,1.601117,1.536051,1.826762,1.783017,1.911025,1.887626,1.516729,1.537418,1.683811,1.922259,5
2.587871,1.953421,1.740693,1.617882,1.928187,1.940772,1.966931,1.933639,1.679122,1.620153,1.696174,2.014611,5
2.472368,1.829982,1.618109,1.547136,1.833434,1.81869,1.90538,1.884564,1.55404,1.537398,1.643859,1.935357,5
2.457963,1.866245,1.661505,1.556922,1.842889,1.831147,1.92467,1.906157,1.605657,1.562548,1.661022,1.956258,5
2.486169,1.884757,1.683881,1.53371,1.868834,1.854396,1.928343,1.889653,1.60745,1.565055,1.671642,1.954555,5
2.557024,2.001898,1.825076,1.905168,2.12041,2.048858,2.169742,2.196167,1.758849,1.862815,1.934036,2.188486,5
2.429526,1.810647,1.624137,1.541665,1.838024,1.787229,1.92934,1.903028,1.535722,1.557261,1.710148,1.933747,5
2.663836,2.073735,1.858164,1.922824,2.132985,2.137171,2.143121,2.137897,1.806731,1.83334,1.913591,2.190998,5
2.453191,1.852479,1.650981,1.536438,1.851857,1.826945,1.924648,1.90378,1.582018,1.562378,1.654924,1.950784,5
2.600547,1.948667,1.73202,1.641388,1.934453,1.945744,1.970772,1.943231,1.675265,1.627137,1.703438,2.019984,5
2.448208,1.810825,1.616088,1.525208,1.839682,1.796437,1.916002,1.88709,1.52811,1.544567,1.681388,1.926181,5
2.467463,1.836015,1.629497,1.538089,1.852819,1.828516,1.915333,1.89175,1.554405,1.550986,1.649566,1.941433,5
2.512309,1.889041,1.679429,1.55121,1.874516,1.872273,1.930468,1.896169,1.6115,1.568673,1.65086,1.96388,5
2.477653,1.801124,1.58894,1.560043,1.829716,1.801768,1.89872,1.887361,1.521614,1.531993,1.654112,1.927922,5
2.495497,1.846545,1.632607,1.559819,1.860259,1.849449,1.918528,1.891863,1.56294,1.553452,1.652948,1.948313,5
2.459474,1.837784,1.630726,1.539487,1.83335,1.816376,1.908515,1.887661,1.56564,1.541184,1.645131,1.937604,5
2.414906,1.835037,1.656322,1.555052,1.867748,1.803408,1.949544,1.922878,1.563653,1.587553,1.749267,1.949577,5
2.482075,1.88534,1.673421,1.606622,1.85532,1.846649,1.922594,1.92263,1.633706,1.575151,1.676332,1.973945,5
2.523698,1.904403,1.69437,1.589755,1.902528,1.891432,1.947833,1.924998,1.632593,1.598587,1.675213,1.985477,5
2.521486,1.965084,1.761528,2.125054,2.048048,2.010549,2.11189,2.155735,1.736895,1.805566,2.256443,2.157567,5
2.509041,1.876954,1.677281,1.538493,1.882841,1.858614,1.936411,1.899476,1.594255,1.576915,1.67893,1.959748,5
2.57254,1.931112,1.713695,1.628486,1.921722,1.924248,1.956115,1.943734,1.662394,1.616906,1.670335,2.01119,5
2.430485,1.862153,1.6676,1.52729,1.857693,1.828875,1.935448,1.909422,1.593008,1.573652,1.66531,1.955919,5
2.450898,1.930957,1.737978,1.784847,2.02807,1.967687,2.083725,2.127918,1.68812,1.776189,1.786494,2.123077,5
2.390271,1.803385,1.616153,1.559318,1.853563,1.79362,1.932871,1.908352,1.522086,1.563303,1.722099,1.935026,5
2.359087,2.019542,1.857036,1.911853,2.035103,1.989209,2.124174,2.084719,1.779527,1.785502,2.211164,2.112666,5
2.482218,1.844493,1.636379,1.536717,1.849567,1.833346,1.914347,1.885954,1.5642,1.547223,1.647253,1.940902,5
2.479807,1.953075,1.756552,2.036879,2.040758,1.993025,2.095324,2.117874,1.70641,1.777644,2.21147,2.126455,5
2.479318,1.850967,1.650477,1.528306,1.858148,1.831477,1.922139,1.892637,1.571569,1.558388,1.662478,1.944891,5
2.447208,1.818879,1.619775,1.573225,1.844412,1.801166,1.925206,1.920605,1.55389,1.566515,1.692271,1.948289,5
2.504119,1.882958,1.672329,1.587629,1.878217,1.862583,1.928764,1.9231,1.616546,1.583933,1.664418,1.977062,5
2.499137,1.913346,1.707224,1.600876,1.889139,1.876063,1.950223,1.937602,1.658302,1.605725,1.695084,1.991489,5
2.53643,1.920827,1.710524,1.609541,1.896384,1.88921,1.940425,1.933495,1.659596,1.602042,1.682537,1.996954,5
2.607059,1.972669,1.767248,1.637041,1.963569,1.963157,1.995532,1.955054,1.697108,1.652965,1.74327,2.031653,5
2.41185,1.883652,1.709295,1.750146,1.971542,1.898255,2.04929,2.043869,1.622111,1.705343,1.874654,2.048112,5
2.536295,1.926314,1.712491,1.584927,1.8995,1.906109,1.941723,1.923443,1.65543,1.596993,1.6411,1.997389,5
2.498493,1.79735,1.575572,1.578172,1.825575,1.809883,1.889283,1.878405,1.513479,1.520194,1.643809,1.925969,5
2.503986,1.871991,1.660127,1.551262,1.853543,1.849963,1.910053,1.898586,1.598236,1.55658,1.624237,1.962618,5
2.546648,1.951891,1.755996,1.625397,1.922305,1.917671,1.846161,1.958317,1.689305,1.640172,1.737836,2.023912,5
2.471566,1.847365,1.638935,1.543175,1.835834,1.819659,1.897251,1.888767,1.57473,1.540159,1.628632,1.945221,5
2.571256,1.962174,1.773048,1.64929,1.964074,1.95164,1.862468,1.985545,1.69285,1.67883,1.781972,2.044223,5
2.439998,1.85938,1.660008,1.465941,1.858681,1.841307,1.950441,1.872122,1.570738,1.575125,1.632286,1.904942,5
2.497547,2.000819,1.716964,2.117804,1.96663,1.956363,1.959468,2.038482,1.739913,1.615411,2.202197,2.135989,5
2.657708,2.041836,1.791826,2.12174,1.938035,1.975907,1.936302,2.010896,1.784695,1.642508,2.213206,2.13167,5
2.576487,1.921723,1.677205,2.01348,1.850781,1.870364,1.877737,1.935714,1.6729,1.555449,2.133583,2.020835,5
2.593286,1.920778,1.707447,1.650298,1.935038,1.92814,1.971901,1.945097,1.644356,1.625592,1.738093,2.008207,5
2.335414,1.874001,1.697051,1.646004,1.836817,1.822523,1.961926,1.894084,1.608905,1.569894,1.916405,1.949944,5
2.472754,1.852705,1.652776,1.52471,1.867857,1.840948,1.925624,1.887404,1.564849,1.55944,1.667537,1.944164,5
2.609861,1.998769,1.791827,1.657489,1.962825,1.967302,1.984416,1.963055,1.734185,1.655159,1.729237,2.046217,5
2.668646,2.134936,1.914384,2.123797,2.143547,2.157805,2.186345,2.229938,1.923619,1.898519,2.063259,2.259898,5
2.571288,1.879721,1.630568,1.990242,1.832289,1.866075,1.871577,1.884626,1.610862,1.513374,2.139303,1.967247,5
2.691249,1.993513,1.774495,1.752762,2.001756,2.011977,2.026833,2.008322,1.726598,1.69922,1.799382,2.078761,5
2.56732,1.953269,1.721629,1.610412,1.886862,1.933519,1.962491,1.900223,1.68721,1.60508,1.665582,1.966275,5
2.414269,1.904772,1.725262,1.744663,1.983212,1.928743,2.06647,2.071342,1.646787,1.729174,1.811509,2.079715,5
2.495768,1.880344,1.665615,1.888397,1.80956,1.818076,1.876301,1.865837,1.617582,1.512489,2.124599,1.949394,5
2.627045,1.944444,1.699903,2.045505,1.852554,1.891708,1.859891,1.914061,1.685836,1.539416,2.135003,2.021554,5
2.598996,1.94663,1.706394,2.023082,1.844875,1.872165,1.862698,1.916209,1.687488,1.54442,2.144942,2.02852,5
2.619055,2.003727,1.76538,2.053357,1.915829,1.934378,1.903052,1.970142,1.74717,1.598494,2.161201,2.078076,5
