@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
2.038994,1.713088,28
1.735981,1.495726,28
1.740363,1.513461,28
1.758237,1.538769,28
2.091607,1.891214,28
1.520683,1.062463,28
1.527593,1.103409,28
1.496501,1.432756,28
1.477476,0.4003,28
1.626423,1.1683,28
1.609752,1.173778,28
1.496909,1.439963,28
1.466453,0.401501,28
1.624727,1.186754,28
1.588631,1.129108,28
1.495969,0.421219,28
1.472409,0.377556,28
1.71048,1.295002,28
1.591453,1.127955,28
1.497862,1.449895,28
1.450689,0.28459,28
1.567881,1.15278,28
1.577849,1.134905,28
1.529879,1.451869,28
1.536341,1.44954,28
1.586048,1.173844,28
1.613615,1.117205,28
1.091268,1.006047,28
1.496934,0.411775,28
1.507747,1.079838,28
1.515196,1.086408,28
1.499016,0.425046,28
1.894961,1.252455,28
1.509419,1.073977,28
1.518357,1.105079,28
1.432758,0.334283,28
1.422957,0.354577,28
1.520986,1.066766,28
1.528519,1.089894,28
1.484096,0.433986,28
1.51161,0.616865,28
1.528754,1.079198,28
1.530707,1.095963,28
1.511398,0.621725,28
1.429452,0.459152,28
1.573833,1.121006,28
1.559257,1.120404,28
1.422682,0.305768,28
1.451201,0.419554,28
1.523763,1.077989,28
1.534976,1.116737,28
1.42271,0.279147,28
1.473614,0.321035,28
1.518595,1.043089,28
1.538358,1.114358,28
1.490716,0.377773,28
1.472245,0.370228,28
1.529431,1.057484,28
1.556195,1.110721,28
1.482235,1.430317,28
1.129025,1.05166,28
2.456681,2.191704,28
1.514515,1.086762,28
1.530423,1.132586,28
1.520678,0.623792,28
1.431969,0.269083,28
1.523182,1.093208,28
1.534356,1.106251,28
1.432262,0.234133,28
1.506218,1.43543,28
1.530592,1.104542,28
1.533778,1.107478,28
1.46072,0.304717,28
1.118929,1.070589,28
1.540074,1.078953,28
1.541428,1.116974,28
1.484541,1.41328,28
1.28208,1.218396,28
1.546703,1.063485,28
1.542179,1.100416,28
1.588424,0.70048,28
1.497035,0.389485,28
1.521902,1.066481,28
1.541371,1.103156,28
1.515835,0.601093,28
1.457146,0.273441,28
2.427609,2.209593,28
1.545554,1.094403,28
1.513075,1.088609,28
1.481039,1.418356,28
1.489581,1.434425,28
1.523055,1.079,28
1.521623,1.119868,28
2.423295,2.218529,28
1.503076,1.428852,28
1.454029,0.36734,28
1.541125,1.061484,28
1.532913,1.076374,28
1.470908,0.400629,28
1.449687,0.28371,28
1.585285,1.170581,28
1.608027,1.184896,28
1.467055,0.389948,28
1.117155,1.058591,28
1.58304,1.157318,28
1.561118,1.131104,28
1.100719,1.000304,28
1.553569,1.932573,5
1.426929,1.858268,5
1.405879,1.848207,5
1.425351,1.861288,5
1.407819,1.862498,5
1.413285,1.866043,5
1.416041,1.862162,5
1.44365,1.869089,5
1.472206,1.894506,5
1.428134,1.85025,5
1.469165,1.888678,5
1.432133,1.87295,5
1.501577,1.909233,5
1.484205,1.898978,5
1.458673,1.890183,5
1.468004,1.893386,5
1.425549,1.868922,5
1.434882,1.881707,5
1.398086,1.855297,5
1.403007,1.857669,5
1.402774,1.852218,5
1.423552,1.866733,5
1.415897,1.86392,5
1.421761,1.876343,5
1.423911,1.875154,5
1.419724,1.862049,5
1.402303,1.846497,5
1.419664,1.864865,5
1.772689,2.068859,5
1.680059,1.833264,5
1.431657,1.867753,5
1.443136,1.894544,5
1.459521,1.905952,5
1.424783,1.86449,5
1.423786,1.873841,5
1.418663,1.870409,5
1.432839,1.887797,5
1.440364,1.85307,5
1.512743,1.934008,5
1.490845,1.916666,5
1.417305,1.865964,5
1.397564,1.84603,5
2.046438,2.25813,5
1.401463,1.841451,5
1.41653,1.840622,5
1.440249,1.857983,5
1.680639,1.823078,5
1.467751,1.87507,5
1.444209,1.862739,5
1.435891,1.859822,5
1.684791,1.847634,5
1.70851,1.852365,5
1.43617,1.855989,5
1.447524,1.8687,5
1.534676,1.851096,5
1.504754,1.848488,5
1.466511,1.52275,5
1.436001,1.491906,5
1.51231,1.824719,5
1.528975,1.852428,5
1.028724,1.759434,5
1.394582,1.458768,5
1.516719,1.838834,5
1.502099,1.805314,5
1.403031,1.488764,5
1.416885,1.457595,5
1.528789,1.841021,5
1.537212,1.849337,5
1.428719,1.495145,5
1.017824,1.755694,5
1.521658,1.854429,5
1.51598,1.825585,5
1.413709,1.484646,5
1.409967,1.455208,5
1.532118,1.834331,5
1.528745,1.845702,5
1.011084,1.750721,5
1.432958,1.46954,5
1.528962,1.831821,5
1.505118,1.811527,5
1.465779,1.530269,5
1.416451,1.456048,5
1.509001,1.827726,5
1.521051,1.832706,5
1.386983,1.452349,5
1.41842,2.006606,5
1.517875,1.830414,5
1.419871,2.007582,5
1.538902,1.854352,5
1.510273,1.813949,5
1.412775,1.46834,5
1.010772,1.754937,5
1.510058,1.824614,5
1.515654,1.800002,5
1.521042,1.833868,5
1.427082,2.021773,5
1.43866,2.025753,5
1.601556,1.904971,5
1.514069,1.83511,5
1.031177,1.766353,5
1.411216,1.480543,5
1.509744,1.831797,5
1.503745,1.83086,5
1.017564,1.767401,5
1.415943,2.00656,5
1.52984,1.846873,5
1.503466,1.80808,5
1.018502,1.751408,5
1.019223,1.765384,5
1.505483,1.806749,5
1.507162,1.808871,5
1.500021,1.534311,5
1.412477,1.448206,5
1.607988,1.861956,5
1.555945,1.803989,5
1.464626,1.996017,5
1.508143,1.993571,5
1.549439,1.798714,5
1.511997,1.778784,5
1.480802,1.997272,5
1.449273,1.994098,5
1.571603,1.803134,5
1.540868,1.805278,5
1.486877,1.998912,5
1.779542,1.779213,5
1.55682,1.808493,5
1.574459,1.838803,5
1.487845,2.014058,5
1.496285,2.038954,5
1.558247,1.816591,5
1.577906,1.848782,5
1.514581,2.044108,5
1.496391,2.025402,5
1.54359,1.808186,5
1.517484,1.810787,5
1.622627,2.128821,5
1.507024,1.506555,5
1.513863,1.805341,5
1.566273,1.829535,5
1.474818,2.030166,5
1.742793,1.760722,5
1.518918,1.810536,5
1.51666,1.80367,5
1.436383,1.465052,5
1.486429,2.038615,5
1.530832,1.811241,5
1.525639,1.804249,5
1.761639,1.768731,5
1.456027,2.004717,5
1.533888,1.796502,5
1.522316,1.79852,5
1.474485,1.990165,5
1.477205,2.018609,5
1.555409,1.805697,5
1.544804,1.808399,5
1.482147,2.016122,5
1.487229,1.951342,5
1.538786,1.795848,5
1.535355,1.81076,5
1.468102,1.983101,5
1.760973,1.774668,5
1.585754,1.840696,5
1.525017,1.803384,5
1.852083,2.053436,5
1.470829,1.999327,5
1.441629,1.969756,5
1.589632,1.831945,5
1.561266,1.82505,5
1.489241,2.032422,5
1.506629,2.046345,5
1.536848,1.814859,5
1.526479,1.804409,5
1.49905,2.025174,5
1.768108,2.137389,5
1.730714,2.039694,5
1.391337,1.829734,5
1.428278,1.846844,5
1.87366,2.11773,5
1.673612,1.820696,5
1.800358,1.923801,5
1.403074,1.828503,5
1.425084,1.835408,5
1.814824,2.068482,5
1.669995,1.828152,5
1.42064,1.842953,5
1.418562,1.834326,5
1.418466,1.842117,5
1.426565,1.842129,5
1.894107,2.173384,5
1.671717,1.834988,5
1.410642,1.843196,5
1.40586,1.853518,5
1.403198,1.845385,5
1.446588,1.862288,5
1.694821,1.837138,5
1.714849,1.851904,5
1.722275,1.863317,5
1.720516,1.84806,5
1.854379,2.170606,5
1.439983,1.853752,5
1.503554,1.90313,5
1.409052,1.843425,5
1.413012,1.842735,5
1.420339,1.835316,5
1.415503,1.834763,5
1.742963,1.865039,5
1.721881,1.852318,5
1.756618,1.89495,5
1.723141,1.943009,5
1.776338,1.98804,5
1.422137,1.851558,5
1.422196,1.871984,5
1.406898,1.848728,5
1.525075,1.86599,5
1.412955,1.843022,5
1.397648,1.834198,5
1.472063,1.87186,5
1.849285,2.073989,5
1.413284,1.851031,5
1.441078,1.829799,5
1.447972,1.883294,5
1.420327,1.839339,5
1.434494,1.854919,5
1.403123,1.844333,5
1.81523,2.152102,5
1.450073,1.836244,5
1.608003,1.980982,5
1.421065,1.85427,5
1.461438,1.891331,5
1.420574,1.833146,5
1.412495,1.846621,5
1.411657,1.853855,5
1.442939,1.839969,5
1.419005,1.846635,5
1.419455,1.840483,5
1.44384,1.852016,5
1.463297,1.874692,5
1.43128,1.87916,5
1.879358,2.109265,5
1.40769,1.85291,5
1.451867,1.899543,5
1.412931,1.856717,5
1.669056,2.080479,5
1.473024,1.849877,5
1.779452,2.030884,5
1.408252,1.841651,5
1.822176,2.074419,5
1.409144,1.845311,5
1.455926,1.859306,5
1.437282,1.877185,5
1.452132,1.888239,5
1.450583,1.886932,5
1.456935,1.89633,5
1.688482,1.986078,5
1.428033,1.883555,5
1.448547,1.835929,5
1.410509,1.85926,5
1.472516,1.891984,5
1.414129,1.846782,5
1.494832,1.902892,5
1.400642,1.832778,5
1.741867,1.885375,5
1.741193,1.886764,5
1.753046,1.880926,5
1.46722,1.884352,5
1.530048,1.810725,5
1.401999,1.841677,5
1.470537,1.906983,5
1.867315,2.088903,5
1.714909,1.845756,5
1.537419,1.934027,5
1.472963,1.85614,5
1.610343,2.009459,5
1.695605,1.82509,5
1.733144,1.850247,5
1.725552,1.845485,5
1.728403,1.865709,5
1.541128,1.936066,5
1.425721,1.857236,5
1.436141,1.850606,5
1.401007,1.841807,5
2.060487,2.165308,5
2.45662,2.662887,5
1.399155,1.843164,5
1.449821,1.893782,5
1.5313,1.946419,5
1.440666,1.870763,5
1.506106,1.943113,5
1.410057,1.843421,5
1.406351,1.844413,5
1.453097,1.864622,5
1.442479,1.87338,5
1.406198,1.840954,5
1.439556,1.822521,5
1.452889,1.85367,5
1.44409,1.873814,5
1.438374,1.896374,5
1.506026,1.860612,5
1.49369,1.91622,5
1.45038,1.875118,5
1.439203,1.843041,5
1.409964,1.850079,5
1.412517,1.853345,5
1.891928,2.154287,5
1.734148,1.877882,5
1.609913,1.909725,5
1.435492,1.869686,5
1.431521,1.851959,5
1.402312,1.842157,5
1.460889,1.894392,5
1.430233,1.869345,5
1.428007,1.881076,5
1.401726,1.845816,5
1.390524,1.841009,5
1.389958,1.834152,5
1.399425,1.848542,5
1.82684,2.091659,5
1.398204,1.829638,5
1.753502,2.036036,5
1.506925,1.858748,5
1.394154,1.83564,5
1.402814,1.843998,5
1.398031,1.851393,5
1.402818,1.859618,5
1.947193,2.115638,5
1.411242,1.812281,5
1.41357,1.821309,5
1.420958,1.852109,5
1.634024,1.952597,5
1.709734,1.82425,5
1.738055,1.857742,5
1.462804,1.849966,5
1.43805,1.870103,5
1.464378,1.854003,5
1.479006,1.910259,5
1.442649,1.892971,5
1.435167,1.830967,5
1.542615,1.948488,5
1.409189,1.858786,5
1.5652,1.981707,5
1.440917,1.855495,5
1.489375,1.905084,5
1.421782,1.870946,5
1.432481,1.860714,5
1.456532,1.867256,5
1.470416,1.900479,5
1.528926,1.903803,5
1.426526,1.835258,5
1.402272,1.858943,5
1.462147,1.866816,5
1.940452,2.15382,5
1.685653,1.894677,5
1.66556,2.000988,5
1.42193,1.84325,5
1.451896,1.857031,5
1.425362,1.859468,5
1.417755,1.852406,5
1.13413,1.508671,5
1.143234,1.488039,5
1.102049,1.761712,5
1.027357,1.712368,5
1.160839,1.493017,5
1.16937,1.513393,5
1.047143,1.114557,5
1.025501,1.057877,5
1.184194,1.516407,5
1.204801,1.541519,5
1.060511,1.745241,5
1.073174,1.741229,5
1.204032,1.521195,5
1.183814,1.505723,5
1.099015,1.758941,5
1.022259,1.709616,5
1.171621,1.505053,5
1.165761,1.504563,5
1.082635,1.711746,5
1.048257,1.746577,5
1.170334,1.503872,5
1.144804,1.486655,5
1.045506,1.729878,5
1.064369,1.707399,5
1.160479,1.496132,5
1.16403,1.506627,5
1.041851,1.746514,5
1.052604,1.745596,5
1.154817,1.485494,5
1.146853,1.46752,5
1.048633,1.727525,5
1.043963,1.741983,5
1.160518,1.488762,5
1.169958,1.492465,5
1.048306,1.726231,5
1.028622,1.741546,5
1.147562,1.489271,5
1.15019,1.499797,5
1.05806,1.739715,5
1.427855,1.436993,5
1.158428,1.489747,5
1.165054,1.491552,5
1.004997,1.07246,5
1.010585,1.058235,5
1.135917,1.505021,5
1.152226,1.509332,5
1.02489,1.091059,5
0.998655,1.048375,5
1.121498,1.490324,5
1.115926,1.508482,5
1.114925,1.782017,5
1.065698,1.755145,5
1.146508,1.512228,5
1.153788,1.515363,5
1.052487,1.117704,5
1.042632,1.745251,5
1.815025,1.673792,30
1.741559,1.565889,30
1.972573,1.533861,30
1.978769,1.542809,30
1.73231,1.553073,30
1.733735,1.550492,30
1.722791,1.550196,30
1.73964,1.563499,30
1.744523,1.579318,30
1.746529,1.563696,30
1.737875,1.552693,30
1.937626,1.690483,30
1.803925,1.623381,30
1.723512,1.550197,30
1.739928,1.512274,30
1.743047,1.517782,30
1.738437,1.538337,30
2.620499,2.435601,30
1.740956,1.565269,30
1.737656,1.551648,30
1.740745,1.555509,30
1.731814,1.565816,30
1.737592,1.550354,30
1.732775,1.551265,30
1.734284,1.541182,30
1.729455,1.541523,30
1.736384,1.557538,30
1.733128,1.540348,30
1.738943,1.548119,30
1.735982,1.545169,30
1.748617,1.57016,30
1.734259,1.539311,30
1.761668,1.593936,30
1.8016,1.578133,30
2.012122,1.689185,30
1.782271,1.609468,30
1.820961,1.632387,30
1.816097,1.629498,30
1.934344,1.748006,30
1.798082,1.584817,30
1.771684,1.584693,30
1.992995,1.557504,30
1.754948,1.564591,30
1.800522,1.63308,30
1.785599,1.633166,30
1.753205,1.585757,30
2.032819,1.56913,30
1.850238,1.683708,30
1.827425,1.670517,30
1.825673,1.665149,30
1.764836,1.596235,30
1.843526,1.604033,30
1.87905,1.700388,30
1.79568,1.632512,30
1.816123,1.661665,30
1.775496,1.610921,30
1.747844,1.573914,30
1.76215,1.585769,30
1.840472,1.469204,30
1.861188,1.496471,30
1.993786,1.641583,30
1.735619,1.687582,30
1.738579,1.664254,30
1.808174,1.458865,30
1.817227,1.474654,30
1.724175,1.651072,30
1.705306,1.65197,30
1.821321,1.460623,30
1.834633,1.467399,30
1.818988,1.776436,30
1.704656,1.658018,30
1.82705,1.472349,30
1.820642,1.449095,30
1.723489,1.657047,30
1.742849,1.620209,30
1.809126,1.442557,30
1.8062,1.441404,30
1.715815,1.629388,30
1.713973,1.621043,30
1.814064,1.442981,30
1.818162,1.420883,30
1.710348,1.637231,30
1.707143,1.670838,30
1.799167,1.469408,30
1.811656,1.4827,30
1.760747,1.723496,30
1.763159,1.720645,30
1.835793,1.463262,30
1.836734,1.494694,30
1.758525,1.671985,30
1.768349,1.694864,30
1.872424,1.484788,30
1.91173,1.56045,30
2.281722,2.244584,30
1.809181,1.689625,30
1.732421,1.586681,30
1.746347,1.587467,30
1.737834,1.576133,30
1.735178,1.582449,30
1.737527,1.593409,30
1.740574,1.605487,30
1.737849,1.593471,30
1.737317,1.586154,30
1.732637,1.578892,30
1.732024,1.574777,30
1.728751,1.558622,30
1.727608,1.573037,30
1.745456,1.589554,30
1.739992,1.607885,30
1.740433,1.585647,30
1.743141,1.582121,30
1.748339,1.576288,30
1.741846,1.586735,30
1.751714,1.600139,30
2.620686,2.44409,30
1.740249,1.593545,30
1.754489,1.60043,30
1.762112,1.541157,30
1.830632,1.686508,30
1.737914,1.582114,30
1.873955,1.720302,30
1.848188,1.709923,30
1.745355,1.591266,30
1.746797,1.564921,30
1.765484,1.574163,30
1.769387,1.490091,30
1.759002,1.60878,30
1.764924,1.584194,30
1.747595,1.570606,30
1.752664,1.572433,30
1.748764,1.584037,30
1.741407,1.565133,30
1.737372,1.54795,30
1.748677,1.557095,30
1.748729,1.547561,30
1.787972,1.618045,30
1.97815,1.502534,30
1.969296,1.508248,30
1.747092,1.582213,30
1.748976,1.594457,30
2.034253,1.554631,30
1.812642,1.634641,30
1.8236,1.653806,30
1.827298,1.669608,30
1.858499,1.708834,30
1.868972,1.662566,30
1.753029,1.556463,30
1.765611,1.565768,30
1.756978,1.564862,30
2.045225,1.618456,30
2.010739,1.581169,30
2.052321,1.609748,30
2.016448,1.563187,30
1.981051,1.529267,30
1.73024,1.531717,30
1.800096,1.619801,30
2.010926,1.600372,30
1.986769,1.541799,30
1.991052,1.539863,30
2.024777,1.579279,30
2.004504,1.542699,30
2.03887,1.597302,30
2.002988,1.569674,30
1.735922,1.549034,30
1.729297,1.585947,30
1.85668,1.607091,30
1.847865,1.830569,30
1.732387,1.517373,30
1.737913,1.528248,30
1.80708,1.516246,30
1.771686,1.540531,30
1.804322,1.599801,30
1.772084,1.539657,30
1.748006,1.552585,30
1.747884,1.542558,30
1.746319,1.562202,30
1.765566,1.560021,30
1.742848,1.576677,30
1.751404,1.58204,30
1.743766,1.55532,30
1.771628,1.561912,30
1.726084,1.537445,30
1.735483,1.540433,30
1.767911,1.573309,30
1.736641,1.542436,30
1.740746,1.5515,30
1.764732,1.593477,30
1.782071,1.604892,30
1.753202,1.570264,30
1.860503,1.681111,30
1.909821,1.684938,30
2.186842,1.959573,30
1.767517,1.540639,30
2.235041,2.057129,30
2.400559,1.934908,30
1.736209,1.570926,30
2.134577,1.826513,30
1.760291,1.604154,30
1.764987,1.58689,30
1.739649,1.561811,30
1.731132,1.54763,30
1.757786,1.596182,30
1.770898,1.605916,30
1.752726,1.559834,30
2.218385,1.808873,30
1.986291,1.535939,30
2.072827,1.980344,30
1.757705,1.581083,30
1.757449,1.564577,30
1.829609,1.676768,30
1.771533,1.619784,30
1.743726,1.56663,30
1.747932,1.585344,30
1.753395,1.601166,30
1.836618,1.632585,30
1.733197,1.598861,30
1.765696,1.559334,30
1.519728,1.144438,30
1.543866,1.376804,30
1.438013,1.399085,30
1.45333,1.396091,30
1.527539,1.160247,30
1.558161,1.20152,30
1.431397,0.292521,30
1.768495,1.079209,30
1.872408,1.942805,29
2.23595,2.106696,29
1.809157,1.875611,29
1.762747,1.839598,29
1.754031,1.832378,29
1.782649,1.890967,29
1.769525,1.853837,29
1.792358,1.84695,29
1.767204,1.837788,29
1.76412,1.832785,29
1.748479,1.84756,29
1.773611,1.857436,29
1.780584,1.830408,29
1.771232,1.821435,29
1.754847,1.844692,29
1.787042,1.869001,29
1.779203,1.884288,29
1.789122,1.90507,29
2.138556,2.14382,29
1.822803,1.913008,29
1.777557,1.868744,29
1.753172,1.85186,29
1.743808,1.840007,29
1.724994,1.814629,29
1.754986,1.862169,29
1.764573,1.859583,29
1.795711,1.859895,29
1.747959,1.834303,29
1.752025,1.838324,29
1.754959,1.850083,29
1.754371,1.860854,29
1.749036,1.850071,29
1.769248,1.830682,29
2.141802,2.147472,29
1.848701,1.902384,29
1.739109,1.839784,29
1.727394,1.85652,29
2.30384,2.149705,29
1.971882,1.839835,29
1.752953,1.840973,29
1.753668,1.8558,29
1.733407,1.839726,29
1.776782,1.889699,29
1.784324,1.88861,29
1.723319,1.838281,29
1.748192,1.871391,29
1.733856,1.845605,29
1.736893,1.84401,29
1.738586,1.832747,29
1.749128,1.854735,29
1.799202,1.917052,29
1.78004,1.872132,29
1.749761,1.846701,29
1.726534,1.817529,29
1.734403,1.840684,29
1.753428,1.837371,29
1.729464,1.804764,29
1.728961,1.827825,29
1.72467,1.83597,29
1.813127,1.777257,29
1.73765,1.852627,29
1.770363,1.886112,29
1.732793,1.860955,29
1.73161,1.849711,29
1.747644,1.840828,29
1.746157,1.834441,29
2.074035,2.109184,29
1.737777,1.826988,29
1.754635,1.856391,29
1.899248,1.993825,29
1.726365,1.830522,29
1.73165,1.834957,29
1.737388,1.849555,29
1.740059,1.822041,29
1.737202,1.845477,29
1.73663,1.84212,29
1.747983,1.857065,29
1.750787,1.880234,29
1.783903,1.883328,29
1.795464,1.895587,29
1.760675,1.828554,29
1.745351,1.828918,29
1.763358,1.840352,29
1.762,1.876221,29
1.748284,1.83617,29
2.007171,2.100354,29
1.853454,1.884753,29
1.811786,1.869628,29
1.780188,1.837809,29
1.82892,1.8653,29
1.780957,1.835008,29
1.769059,1.85203,29
1.761217,1.85285,29
1.76943,1.841623,29
1.75557,1.859648,29
1.732324,1.844583,29
1.72356,1.823368,29
1.788676,1.918562,29
1.734992,1.853906,29
1.731017,1.847787,29
1.725143,1.841672,29
1.750439,1.865813,29
1.762406,1.915075,29
1.832615,1.906131,29
1.771248,1.853926,29
1.852821,1.826211,29
1.856632,1.810555,29
1.83082,1.518226,29
1.799439,2.020515,29
1.865915,1.842098,29
1.870239,1.831079,29
1.864737,1.59255,29
1.831369,2.037533,29
1.864104,1.851449,29
1.860585,1.832658,29
1.859302,1.575925,29
1.797157,1.494162,29
1.874521,1.854803,29
1.884109,1.836712,29
1.781357,2.011457,29
1.763289,1.98532,29
1.849559,1.830699,29
1.831849,1.816385,29
1.804633,2.048574,29
1.746602,1.464941,29
1.828717,1.808667,29
1.819319,1.799042,29
1.858606,2.052394,29
1.769872,2.01401,29
1.835891,1.795643,29
1.842629,1.826367,29
1.784328,1.99028,29
1.768562,2.016,29
1.83254,1.80838,29
1.829446,1.807653,29
1.785301,2.024062,29
1.745073,1.452367,29
1.838024,1.825266,29
1.842798,1.822321,29
1.772083,1.46159,29
1.753473,1.462089,29
1.840735,1.830647,29
1.84009,1.838139,29
1.75714,1.461676,29
1.746955,1.446838,29
1.799741,1.793011,29
1.802724,1.809428,29
1.727382,1.466142,29
1.739217,1.456651,29
1.817061,1.809619,29
1.816775,1.825345,29
1.729218,1.463479,29
2.016401,1.754661,29
1.819287,1.813717,29
1.800811,1.793928,29
1.735309,1.479341,29
1.730458,1.452748,29
1.804707,1.800226,29
1.801973,1.803302,29
1.743083,1.460492,29
1.768864,2.019449,29
1.799755,1.779396,29
1.801056,1.783003,29
1.764896,1.447932,29
1.768194,2.016117,29
1.801914,1.795678,29
1.804543,1.798157,29
1.735298,1.453514,29
1.726161,1.451261,29
1.804268,1.804063,29
1.804488,1.789482,29
1.814039,2.055425,29
1.787382,1.535054,29
1.847507,2.091756,29
1.806959,1.799489,29
1.806885,1.799978,29
1.802568,1.5448,29
1.777534,2.03418,29
1.803108,1.798231,29
1.804231,1.80201,29
1.794618,2.033789,29
2.025931,1.77517,29
1.808104,1.805465,29
1.805238,1.798957,29
1.744383,1.478322,29
1.751002,1.432709,29
1.807277,1.808751,29
1.821182,1.803166,29
1.771856,2.020724,29
1.746585,1.980522,29
1.816464,1.819786,29
1.803832,1.80735,29
1.74851,1.465371,29
1.759993,1.993497,29
1.805486,1.801281,29
1.80634,1.805027,29
1.748646,1.460414,29
1.756327,2.020944,29
1.815845,1.816306,29
1.808846,1.805007,29
1.723864,1.447622,29
1.720741,1.444685,29
1.815411,1.793056,29
1.817753,1.80495,29
1.759303,1.494158,29
1.780284,2.024524,29
1.805726,1.79191,29
1.803183,1.797397,29
1.776126,1.479504,29
1.75173,1.979646,29
1.81907,1.78603,29
1.811981,1.800424,29
2.100426,1.837709,29
1.775902,2.005793,29
1.824201,1.810798,29
1.812255,1.791588,29
1.916896,2.120928,29
1.768984,2.005181,29
1.742906,1.862078,29
1.738131,1.86296,29
1.805474,1.925356,29
1.784132,1.915908,29
1.794682,1.916868,29
1.786897,1.877711,29
1.80042,1.880376,29
1.797001,1.883401,29
1.73886,1.835304,29
1.787624,1.899639,29
1.765633,1.885879,29
1.802963,1.929955,29
1.742566,1.834028,29
1.795907,1.903603,29
1.809985,1.929587,29
1.742318,1.857264,29
1.794184,1.918913,29
1.775786,1.891804,29
1.780177,1.886093,29
1.818751,1.937976,29
1.776007,1.840641,29
1.753209,1.889257,29
1.76136,1.890904,29
1.766395,1.882759,29
1.731433,1.834391,29
1.815183,1.940208,29
1.736923,1.859775,29
1.821828,1.943158,29
1.740117,1.852382,29
1.823659,1.944599,29
1.811125,1.926292,29
1.998563,1.828167,29
1.767679,1.852243,29
1.817117,1.903036,29
1.793015,1.883482,29
1.815808,1.878549,29
1.776658,1.88298,29
1.819126,1.911709,29
1.823688,1.898937,29
1.796544,1.889923,29
1.790973,1.879092,29
1.789437,1.900003,29
1.83237,1.904641,29
1.804131,1.903087,29
2.623069,2.634035,29
2.625726,2.637377,29
1.750119,1.853509,29
1.750121,1.876385,29
1.765135,1.84285,29
1.760641,1.875423,29
1.742132,1.842054,29
1.751919,1.835928,29
1.76388,1.851554,29
1.758242,1.849585,29
1.948492,1.951567,29
1.744317,1.825013,29
1.736722,1.836524,29
1.735157,1.826177,29
1.745844,1.840045,29
1.768685,1.899678,29
1.728263,1.837906,29
1.740936,1.843234,29
1.74384,1.849104,29
1.739181,1.845735,29
1.731966,1.845926,29
1.776488,1.883067,29
1.734845,1.847234,29
1.788129,1.858348,29
1.734933,1.857258,29
1.790905,1.926193,29
1.752791,1.872319,29
1.74804,1.845746,29
1.777155,1.854343,29
1.752517,1.867177,29
1.748936,1.851519,29
2.12278,2.018843,29
1.937901,1.83647,29
2.006158,2.020551,29
1.766608,1.865993,29
1.740883,1.8507,29
1.793679,1.883252,29
1.754323,1.861696,29
1.723256,1.854858,29
1.741861,1.853577,29
1.739272,1.843396,29
1.747087,1.819479,29
1.735127,1.828415,29
1.732344,1.838611,29
1.754786,1.832779,29
1.743163,1.813034,29
1.737581,1.848566,29
1.748036,1.839304,29
1.743014,1.812132,29
1.744839,1.843659,29
1.730121,1.845788,29
1.792227,1.912986,29
1.731625,1.847572,29
1.813144,1.898457,29
2.639985,2.625324,29
1.768438,1.870715,29
1.732801,1.865298,29
1.794857,1.875381,29
1.754455,1.827708,29
1.731126,1.840509,29
1.75033,1.880193,29
1.74387,1.849845,29
2.624045,2.617386,29
1.788407,1.856021,29
2.616485,2.618613,29
2.616614,2.630619,29
2.637705,2.627822,29
1.733556,1.863413,29
1.743474,1.86092,29
1.738418,1.87114,29
1.805468,1.892216,29
1.744772,1.850856,29
1.744879,1.855475,29
1.751294,1.848838,29
1.812183,1.904231,29
1.737415,1.859465,29
1.752598,1.865356,29
1.188494,1.523246,29
1.451139,1.74414,29
1.5172,1.527313,29
1.508079,1.500331,29
1.391311,1.076228,29
1.427422,1.079737,29
1.497246,1.470455,29
1.499135,1.490304,29
1.481693,1.766139,29
1.428499,1.718655,29
1.512558,1.518517,29
1.51597,1.47956,29
1.456667,1.740148,29
1.4648,1.752519,29
1.507656,1.496199,29
1.500896,1.494697,29
1.542927,1.188759,29
1.417134,1.719027,29
1.499606,1.479413,29
1.506694,1.480309,29
1.497055,1.178435,29
1.431188,1.700249,29
1.516079,1.486526,29
1.515576,1.497221,29
1.445337,1.746373,29
1.461188,1.736774,29
1.515383,1.487725,29
1.508065,1.461984,29
1.486434,1.736497,29
1.477564,1.735561,29
1.49521,1.471864,29
1.507177,1.495275,29
1.453047,1.086414,29
1.441675,1.744892,29
1.515358,1.495187,29
1.511439,1.495484,29
1.460419,1.731334,29
1.429836,1.721346,29
1.499653,1.484854,29
1.513589,1.538447,29
1.474512,1.112351,29
1.469693,1.754083,29
1.498785,1.492076,29
1.508218,1.490874,29
1.410207,1.050556,29
1.442868,1.735435,29
1.500608,1.486771,29
1.521501,1.509365,29
1.385121,1.028091,29
1.448603,1.729468,29
1.512937,1.475982,29
1.517188,1.474863,29
1.440989,1.744377,29
1.434321,1.709653,29
1.523935,1.495046,29
1.516283,1.489321,29
1.452549,1.08352,29
1.444218,1.714545,29
1.51304,1.501192,29
1.511445,1.469399,29
1.41026,1.051501,29
1.445032,1.720985,29
1.515663,1.48374,29
1.518491,1.483297,29
1.427987,1.048682,29
1.509194,1.128433,29
2.446435,2.431588,29
1.524172,1.499833,29
1.528322,1.487053,29
1.417546,1.037242,29
1.454426,1.743242,29
1.520428,1.491412,29
