@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.574844,1.091547,1.457302,2.216323,1.6365,1.652124,1.497627,1.512887,11
1.58008,1.087675,1.465115,2.223507,1.635549,1.656213,1.5113,1.508904,11
1.191589,0.399215,1.065255,2.408067,1.214498,1.224403,1.080023,1.738602,11
1.193399,0.414958,1.064683,2.420793,1.194721,1.197237,1.050215,1.758711,11
1.57071,1.082185,1.451257,2.213887,1.629817,1.644051,1.494307,1.535392,11
1.582871,1.096431,1.46381,2.217959,1.642631,1.657552,1.505611,1.5219,11
1.172388,0.328051,1.074831,2.458597,1.149698,1.179892,1.064168,1.706477,11
1.189744,0.438494,1.068417,2.409599,1.227096,1.240952,1.079359,1.707742,11
1.703377,1.275375,1.596433,2.316865,1.762403,1.77488,1.631111,1.672078,11
1.577868,1.102982,1.466706,2.233209,1.642998,1.664801,1.51076,1.510554,11
1.172457,0.415702,1.057246,2.416973,1.214425,1.232492,1.073148,1.716812,11
1.145303,0.37013,1.034013,2.424808,1.170196,1.19181,1.033589,1.72696,11
1.55305,1.070344,1.434927,2.21833,1.617696,1.632144,1.470385,1.536345,11
1.578702,1.105846,1.460997,2.220482,1.641676,1.655264,1.493835,1.514916,11
1.43715,0.894158,1.347238,2.592976,1.407225,1.411562,1.308406,1.948895,11
1.156705,0.366801,1.049804,2.454877,1.139808,1.154311,1.010491,1.756079,11
1.566192,1.091826,1.446403,2.214444,1.627669,1.636948,1.472367,1.525222,11
1.578984,1.11139,1.467152,2.197187,1.639282,1.647836,1.502509,1.509729,11
1.197284,0.401177,1.090625,2.451917,1.163784,1.180224,1.050166,1.688727,11
1.382273,0.863598,1.296583,2.544759,1.403724,1.426258,1.292482,1.848214,11
1.560231,1.068046,1.437635,2.210351,1.620305,1.63098,1.471939,1.541824,11
1.587417,1.114368,1.469018,2.218319,1.648075,1.662148,1.505188,1.512423,11
1.133731,0.313113,1.04603,2.455909,1.12288,1.163439,1.028343,1.671312,11
1.136507,0.3617,1.03217,2.429515,1.16135,1.189198,1.027006,1.690075,11
1.584744,1.112307,1.461747,2.209724,1.646027,1.652647,1.493149,1.519774,11
1.574575,1.11517,1.45626,2.223216,1.638979,1.650311,1.481027,1.527231,11
1.178478,0.464501,1.069353,2.425581,1.209148,1.225818,1.053899,1.69482,11
1.192657,0.484228,1.0733,2.438561,1.205158,1.203656,1.0304,1.762116,11
1.544483,1.075827,1.429661,2.224072,1.612584,1.625239,1.456128,1.544626,11
1.565116,1.097465,1.44824,2.221638,1.629497,1.643143,1.476874,1.527252,11
1.155579,0.372715,1.051537,2.43838,1.165529,1.187815,1.038489,1.712004,11
1.162072,0.414612,1.048011,2.429142,1.187016,1.199799,1.03474,1.73967,11
1.552453,1.060077,1.431136,2.216833,1.613089,1.626369,1.469318,1.547633,11
1.576187,1.0979,1.462721,2.226393,1.638107,1.658114,1.506758,1.512191,11
1.160051,0.316289,1.059251,2.449119,1.155239,1.184143,1.059204,1.727092,11
1.14648,0.28481,1.037933,2.429478,1.155755,1.183255,1.051106,1.721975,11
1.589148,1.105071,1.469164,2.215693,1.647793,1.662561,1.511169,1.514926,11
1.579456,1.104601,1.468159,2.231543,1.643697,1.665436,1.513183,1.507697,11
1.201639,0.376319,1.093985,2.450856,1.164614,1.183445,1.064867,1.691787,11
1.160713,0.379518,1.042398,2.415681,1.184543,1.199826,1.041063,1.718585,11
1.562869,1.087129,1.450014,2.211077,1.623625,1.637628,1.485776,1.51862,11
1.563456,1.088745,1.45,2.225408,1.626328,1.644483,1.484754,1.52227,11
1.132794,0.29038,1.034605,2.41806,1.164147,1.204715,1.070716,1.674864,11
1.12222,0.305294,1.026259,2.423817,1.171267,1.218903,1.077044,1.689058,11
1.580339,1.097137,1.458509,2.208034,1.641915,1.654154,1.502785,1.527469,11
1.573126,1.096906,1.460168,2.232963,1.642247,1.662647,1.506208,1.511915,11
1.157636,0.341225,1.057407,2.434273,1.176775,1.210434,1.074323,1.698587,11
1.12821,0.246026,1.025278,2.428219,1.134423,1.169691,1.033982,1.67308,11
1.569921,1.08335,1.452426,2.216395,1.631107,1.646857,1.496468,1.528799,11
1.586242,1.107163,1.474066,2.230079,1.650276,1.671809,1.522882,1.502034,11
1.141344,0.365658,1.036375,2.423393,1.189662,1.222339,1.065188,1.702212,11
1.111235,0.308901,1.023102,2.440111,1.161383,1.212569,1.066017,1.689776,11
1.559382,1.075176,1.44215,2.215306,1.621452,1.635598,1.485543,1.526998,11
1.581155,1.11571,1.477514,2.236701,1.64645,1.670515,1.527939,1.499322,11
1.194656,0.348235,1.109503,2.496488,1.1179,1.156017,1.071655,1.70275,11
1.134694,0.328516,1.029934,2.416282,1.160141,1.185013,1.04204,1.713382,11
1.563364,1.07803,1.446153,2.214966,1.623481,1.638542,1.485652,1.521572,11
1.575478,1.095104,1.458762,2.222194,1.637152,1.652967,1.497847,1.520937,11
1.137062,0.358968,1.039197,2.424584,1.18927,1.229182,1.078093,1.691355,11
1.140253,0.378716,1.031195,2.407828,1.182525,1.212821,1.045879,1.672738,11
1.577438,1.093478,1.461089,2.220078,1.634796,1.652126,1.500072,1.505335,11
1.573071,1.097182,1.459745,2.228516,1.637613,1.657894,1.503001,1.515685,11
1.162173,0.338641,1.068923,2.451798,1.144524,1.176442,1.055585,1.68137,11
1.16084,0.429469,1.048844,2.415611,1.195876,1.215514,1.041513,1.680729,11
1.567591,1.102081,1.455545,2.216257,1.630037,1.646281,1.489639,1.512158,11
1.570303,1.094621,1.456634,2.228486,1.636113,1.654309,1.495943,1.519622,11
1.150003,0.344193,1.045722,2.422241,1.183204,1.214569,1.070155,1.704259,11
1.128006,0.330094,1.026695,2.429845,1.169073,1.204879,1.053676,1.710521,11
1.552647,1.06627,1.4341,2.215175,1.615677,1.629565,1.471764,1.542249,11
1.573708,1.094772,1.45557,2.219564,1.635391,1.650002,1.492569,1.521568,11
1.203921,0.405984,1.093933,2.469229,1.155245,1.160959,1.038209,1.755149,11
1.137094,0.364796,1.03199,2.436341,1.157126,1.180473,1.020814,1.71996,11
1.548037,1.068955,1.432816,2.216382,1.610644,1.623327,1.465872,1.54091,11
1.573091,1.101219,1.457256,2.219516,1.63623,1.651304,1.491167,1.513582,11
1.175088,0.316156,1.072237,2.462949,1.13231,1.155942,1.041212,1.713069,11
1.141275,0.326797,1.030871,2.419212,1.163575,1.190072,1.041061,1.707316,11
1.584192,1.100762,1.464378,2.215363,1.644262,1.658669,1.50566,1.519035,11
1.57837,1.104514,1.463929,2.226669,1.641767,1.661087,1.506631,1.514294,11
1.146444,0.380835,1.041235,2.41022,1.194913,1.227626,1.068315,1.67731,11
1.125395,0.293917,1.022429,2.428045,1.144758,1.179054,1.031941,1.695285,11
1.58382,1.098503,1.470211,2.2236,1.639758,1.660561,1.514375,1.49636,11
1.580167,1.097821,1.466618,2.227305,1.641218,1.661998,1.512825,1.516477,11
1.102918,0.236985,1.015459,2.438296,1.138907,1.192734,1.0667,1.69465,11
1.103325,0.342653,1.019769,2.43197,1.168045,1.228079,1.08072,1.68619,11
1.57956,1.084988,1.459865,2.219177,1.63738,1.654241,1.5104,1.543158,11
1.595324,1.112098,1.476966,2.221137,1.651164,1.66862,1.522529,1.522009,11
1.190394,0.385861,1.065309,2.409411,1.200996,1.209035,1.069719,1.731493,11
1.096617,0.290652,1.017234,2.429022,1.15773,1.225307,1.084449,1.654987,11
1.599044,1.109284,1.486144,2.23895,1.659338,1.682937,1.550012,1.515156,11
1.591913,1.10753,1.482876,2.240291,1.652745,1.680157,1.541408,1.512591,11
1.184364,0.309669,1.087105,2.484662,1.108624,1.135483,1.048825,1.746287,11
1.114239,0.278665,1.021799,2.379504,1.143313,1.170733,1.059551,1.671179,11
1.590332,1.11274,1.483879,2.216086,1.652246,1.672688,1.54223,1.506834,11
1.586298,1.102531,1.474158,2.232379,1.647442,1.670482,1.526853,1.513575,11
1.0891,0.340116,1.016653,2.431588,1.162842,1.223635,1.076376,1.671088,11
1.111391,0.30991,1.019034,2.395303,1.139353,1.170548,1.043303,1.682276,11
1.673795,1.924464,1.639406,2.587349,2.032698,2.071703,1.987167,1.298352,28
1.644583,1.911278,1.614328,2.574334,2.021591,2.072994,1.974869,1.170239,28
1.623638,1.889059,1.592868,2.565483,1.994826,2.046466,1.949191,1.183962,28
1.693484,2.051827,1.744736,2.772337,2.132176,2.191867,2.110975,1.257885,28
1.643458,1.912306,1.610015,2.559433,2.01981,2.067965,1.964786,1.154493,28
1.624782,1.85549,1.571752,2.536445,1.951208,1.981425,1.8897,1.178596,28
1.631703,1.865559,1.562346,2.534127,1.977045,2.007373,1.892039,1.175486,28
1.594929,1.850924,1.568427,2.559578,1.926365,1.973335,1.894681,1.163035,28
1.605131,1.83265,1.554096,2.530881,1.923631,1.970503,1.884735,1.170837,28
1.612583,1.859714,1.56402,2.53214,1.96322,2.00325,1.903212,1.16714,28
1.623029,1.86761,1.579498,2.522368,1.976328,2.018824,1.92341,1.183418,28
1.594426,1.818879,1.530636,2.447807,1.899761,1.914665,1.819157,1.317005,28
1.680659,1.899447,1.656258,2.555053,1.94932,1.981433,1.92694,1.313481,28
1.602083,1.867026,1.569434,2.563351,1.967867,2.004279,1.91189,1.18755,28
1.607356,1.870837,1.569791,2.559269,1.974214,2.012557,1.911638,1.191754,28
1.617888,1.874861,1.574554,2.553269,1.981629,2.024088,1.917387,1.203972,28
1.599141,1.83774,1.545566,2.544936,1.936888,1.971338,1.874088,1.190932,28
1.616835,1.828714,1.541555,2.525443,1.922996,1.95296,1.847873,1.210371,28
1.611166,1.855772,1.55232,2.542276,1.961391,1.990759,1.878875,1.208181,28
1.615474,1.855797,1.559283,2.545392,1.957021,1.982531,1.877057,1.215817,28
1.578582,1.82803,1.530073,2.55438,1.922088,1.952697,1.855374,1.213325,28
1.588711,1.823717,1.52349,2.532965,1.925102,1.955175,1.848843,1.20564,28
1.610123,1.849901,1.548298,2.52577,1.952988,1.984639,1.872816,1.199108,28
1.584626,1.828598,1.527206,2.537208,1.924444,1.957395,1.850647,1.219392,28
1.823224,1.983157,1.770547,2.543478,2.05564,2.085999,2.034253,1.514733,28
1.555507,1.817586,1.512011,2.568236,1.897235,1.947266,1.856041,1.833102,28
1.589189,1.834316,1.539439,2.51988,1.93353,1.971359,1.873197,1.194331,28
1.588424,1.821944,1.525567,2.527892,1.915976,1.945711,1.840077,1.221012,28
1.607881,1.831419,1.526984,2.518572,1.935175,1.960227,1.838584,1.245827,28
1.606165,1.837852,1.547088,2.538867,1.942194,1.972043,1.872189,1.210353,28
1.596679,1.816777,1.539916,2.558702,1.912483,1.944303,1.860569,1.220989,28
1.595181,1.83168,1.544492,2.531844,1.935112,1.969751,1.876137,1.214927,28
1.607677,1.848648,1.550862,2.526676,1.942746,1.965541,1.854937,1.284559,28
1.627638,1.876194,1.577506,2.509761,1.990284,2.024215,1.913987,1.229555,28
1.617306,1.852289,1.560439,2.560325,1.956476,1.997666,1.896122,1.208283,28
1.704477,1.943814,1.671309,2.511993,2.062327,2.082938,2.027495,1.744404,28
1.696517,1.957233,1.683766,2.451392,2.028488,2.10328,2.024003,1.803008,28
1.623569,1.827359,1.556113,2.53277,1.928179,1.959226,1.873833,1.20824,28
1.62588,1.827433,1.556209,2.51554,1.932508,1.961438,1.87451,1.220264,28
1.620088,1.821772,1.55474,2.53474,1.920591,1.949866,1.869869,1.227595,28
1.607553,1.82099,1.561243,2.535374,1.909853,1.948504,1.88192,1.233629,28
1.585719,1.807967,1.542664,2.547592,1.89262,1.938729,1.871126,1.217311,28
1.608986,1.829575,1.568304,2.55201,1.917428,1.963254,1.898397,1.203288,28
1.628246,1.880717,1.599464,2.561719,1.987005,2.037267,1.953499,1.178601,28
1.617706,1.846889,1.549871,2.485155,1.958536,1.969385,1.880194,1.847515,28
1.60556,1.830306,1.539718,2.515391,1.926461,1.9444,1.846447,1.226075,28
1.563926,1.813593,1.524678,2.535421,1.892586,1.938186,1.853441,1.201341,28
1.619374,1.869293,1.566119,2.530208,1.977973,2.009779,1.902157,1.177022,28
1.601438,1.866773,1.562236,2.542636,1.974309,2.013253,1.909085,1.20082,28
1.61637,1.870254,1.574743,2.533335,1.973687,2.013298,1.915367,1.165179,28
1.614417,1.854586,1.560318,2.529588,1.959361,2.00163,1.901699,1.165843,28
1.647999,1.864108,1.599923,2.534972,1.958263,2.001121,1.9205,1.168831,28
1.594714,1.826416,1.544967,2.531386,1.922751,1.967119,1.883325,1.170885,28
1.59559,1.821144,1.521718,2.513884,1.925289,1.948291,1.838467,1.224096,28
1.598974,1.834129,1.536987,2.504033,1.936556,1.955951,1.854418,1.220574,28
1.569269,1.829163,1.53443,2.552534,1.917648,1.958035,1.870226,1.192534,28
1.618761,1.87099,1.567197,2.519584,1.981233,2.015033,1.903068,1.198755,28
1.612015,1.860222,1.559743,2.545622,1.963278,2.000799,1.892127,1.206278,28
1.619942,1.857595,1.555922,2.514454,1.967424,1.995083,1.878619,1.247542,28
1.623416,1.869144,1.577326,2.510382,1.979823,2.012028,1.910275,1.227078,28
1.598477,1.84173,1.544277,2.516642,1.945582,1.981689,1.876357,1.218682,28
1.62106,1.863494,1.57136,2.530517,1.976401,2.009652,1.910238,1.201289,28
1.611444,1.858468,1.565589,2.525784,1.974327,2.015184,1.917178,1.210744,28
1.621142,1.825636,1.544196,2.543445,1.931321,1.975636,1.877206,1.201155,28
1.604164,1.843897,1.542096,2.519175,1.95729,1.984807,1.874055,1.22903,28
1.553576,1.835231,1.523928,2.562046,1.92078,1.972316,1.879553,1.82939,28
1.643916,1.880515,1.574149,2.487909,1.98355,2.001238,1.878311,1.220663,28
1.654533,1.875979,1.583991,2.49287,1.977581,1.998113,1.885376,1.220396,28
1.652241,1.887333,1.586526,2.524176,1.997876,2.023587,1.906342,1.196715,28
1.631332,1.867482,1.567533,2.519299,1.971094,1.997231,1.884964,1.185396,28
1.641692,1.874204,1.575865,2.49317,1.984822,2.008397,1.893709,1.213087,28
1.715662,1.899286,1.667702,2.487251,1.944917,1.974905,1.927328,1.864714,28
1.601062,1.834274,1.537593,2.499022,1.938293,1.957659,1.869062,1.80397,28
1.82641,2.004727,1.784001,2.562523,2.057611,2.098922,2.043301,1.478371,28
1.642835,1.852699,1.562335,2.522502,1.954042,1.976009,1.866901,1.19408,28
1.614436,1.830804,1.561738,2.523938,1.914697,1.9477,1.870673,1.206228,28
1.617775,1.835853,1.581752,2.625381,1.908685,1.95014,1.89069,1.164021,28
1.608479,1.82649,1.569349,2.545633,1.891805,1.926329,1.867885,1.258519,28
1.610875,1.829871,1.565662,2.537859,1.897764,1.929621,1.863824,1.240499,28
1.624836,1.816112,1.536314,2.521402,1.911591,1.929284,1.832431,1.23417,28
1.987126,2.119651,1.937144,2.701092,2.19932,2.228576,2.192605,1.582544,28
1.643226,1.878297,1.600081,2.561843,1.993006,2.042784,1.95846,1.186338,28
1.607931,1.83001,1.544854,2.508446,1.931491,1.965759,1.872186,1.176716,28
1.603396,1.824751,1.551613,2.537046,1.911141,1.952898,1.874674,1.17139,28
1.616684,1.850856,1.588326,2.553523,1.926614,1.98544,1.91699,1.183019,28
1.612513,1.81748,1.564123,2.535958,1.894899,1.943184,1.882646,1.207652,28
1.631279,1.825268,1.550282,2.503203,1.927056,1.958595,1.86553,1.186202,28
1.568509,1.796461,1.503151,2.513926,1.893451,1.923478,1.827786,1.206004,28
1.627349,1.821349,1.546526,2.511114,1.929356,1.956236,1.863581,1.214761,28
1.625775,1.839334,1.564826,2.546488,1.949062,1.994863,1.90691,1.194212,28
1.632309,1.848157,1.561556,2.538083,1.965795,2.007576,1.904748,1.192284,28
1.622604,1.833407,1.555553,2.523686,1.939456,1.969865,1.876728,1.215737,28
1.604166,1.82111,1.536493,2.543498,1.916085,1.943241,1.846893,1.218995,28
1.54607,1.77775,1.457479,2.450984,1.887605,1.905205,1.79677,1.263544,28
1.574742,1.815533,1.520503,2.441757,1.891032,1.914337,1.839704,1.378569,28
1.556097,1.806614,1.491065,2.478823,1.901664,1.930481,1.832591,1.249251,28
1.606842,1.795756,1.51602,2.47912,1.893576,1.915062,1.820718,1.227631,28
1.656032,1.864236,1.607067,2.532708,1.961271,2.006627,1.934045,1.167046,28
1.593413,1.805388,1.546904,2.535201,1.877682,1.920477,1.86115,1.220097,28
1.633227,1.822378,1.558493,2.53586,1.917483,1.938326,1.86458,1.24366,28
1.642186,1.867642,1.611572,2.581216,1.956423,2.015422,1.956563,1.164438,28
1.636705,1.856667,1.61358,2.550218,1.923672,1.984285,1.937098,1.219688,28
1.593965,1.84007,1.58538,2.661357,1.898427,1.960949,1.908781,1.143418,28
1.632671,1.857592,1.606486,2.557134,1.938177,1.993236,1.937872,1.194627,28
1.618743,1.842131,1.567323,2.527876,1.935326,1.972981,1.892343,1.164853,28
1.654625,1.857005,1.608349,2.552654,1.941619,1.988205,1.926821,1.178974,28
1.649495,1.844265,1.606215,2.564917,1.925983,1.984017,1.936822,1.217541,28
1.64848,1.856528,1.590753,2.549409,1.963464,2.018297,1.9389,1.170869,28
1.648635,1.842079,1.574781,2.548571,1.917665,1.947188,1.85818,1.205173,28
1.60948,1.860558,1.588078,2.646682,1.945502,2.009883,1.938701,1.077972,28
1.630493,1.84651,1.595462,2.565405,1.927569,1.982702,1.924692,1.184431,28
1.652294,1.856694,1.604092,2.538111,1.948022,2.005128,1.936843,1.166063,28
1.625969,1.825792,1.537595,2.482511,1.93785,1.95836,1.852554,1.216692,28
1.607645,1.8079,1.518265,2.450641,1.913791,1.930142,1.825347,1.247066,28
1.634599,1.847082,1.560624,2.51204,1.954212,1.978953,1.879092,1.183567,28
1.62521,1.812956,1.552367,2.518137,1.898778,1.933589,1.857026,1.207572,28
1.718808,1.886384,1.636274,2.569162,1.98111,2.007966,1.927211,1.293111,28
1.64099,1.84879,1.576844,2.524097,1.942697,1.978686,1.892174,1.157956,28
1.628166,1.827213,1.57335,2.521564,1.911095,1.947465,1.881599,1.222774,28
1.676444,1.889332,1.595492,2.504124,2.010954,2.033859,1.917823,1.191625,28
1.638674,1.850052,1.557779,2.513107,1.958911,1.980345,1.872017,1.192566,28
1.640818,1.870189,1.574676,2.512005,1.984208,2.007996,1.901942,1.188705,28
1.630546,1.841705,1.553926,2.501194,1.955091,1.986533,1.883811,1.177593,28
1.651473,1.856672,1.573897,2.503056,1.972408,2.008873,1.906104,1.16859,28
1.577578,1.80626,1.525107,2.526875,1.891721,1.929207,1.845289,1.197623,28
1.652189,1.859137,1.590062,2.411201,1.940326,1.955574,1.871167,1.341589,28
1.570356,1.81266,1.517915,2.491383,1.904819,1.921557,1.833817,1.255831,28
1.57012,1.806116,1.484868,2.483829,1.922534,1.937747,1.822853,1.240031,28
1.558546,1.785523,1.464445,2.455171,1.899063,1.912169,1.79766,1.257894,28
1.571011,1.810089,1.483883,2.464083,1.930271,1.944394,1.824702,1.251956,28
1.600301,1.831644,1.51088,2.488305,1.9471,1.966408,1.843465,1.213282,28
1.574389,1.80851,1.500068,2.48517,1.913458,1.931186,1.839104,1.288598,28
1.593042,1.811213,1.497193,2.466903,1.933659,1.947982,1.836127,1.266174,28
1.589951,1.819124,1.502745,2.487598,1.936935,1.95436,1.843158,1.246098,28
1.575746,1.785321,1.482548,2.491927,1.882619,1.887665,1.796324,1.339663,28
1.86872,2.038793,1.812965,2.544547,2.113078,2.111278,2.049834,1.99725,28
2.580407,2.727205,2.528825,2.687758,2.76098,2.651894,2.7337,2.591327,28
1.596935,1.792213,1.49366,2.489561,1.896305,1.90652,1.813337,1.333773,28
1.91215,2.071143,1.865784,2.612271,2.122346,2.118626,2.077315,2.03946,28
1.673606,1.908363,1.630798,2.438506,1.954333,1.98239,1.912577,1.943543,28
1.801912,1.956856,1.72491,2.475655,2.041689,2.05186,1.996389,1.603602,28
1.646896,1.854454,1.553281,2.459053,1.972769,1.98221,1.887618,1.410519,28
2.482399,2.691078,2.478247,2.702053,2.723618,2.621033,2.699665,2.496118,28
1.650057,1.923056,1.57876,2.503467,2.025283,2.010931,1.908647,1.668826,28
1.56494,1.843885,1.500078,2.496426,1.957531,1.976562,1.841433,1.524879,28
1.084532,1.469041,1.054149,2.674176,1.512887,1.532121,1.456241,1.703622,28
1.087102,1.489686,1.077799,2.716859,1.534232,1.562087,1.476997,1.748147,28
1.534555,1.828986,1.465294,2.451323,1.929865,1.930928,1.80221,1.534729,28
1.557706,1.829374,1.486223,2.490447,1.951279,1.969573,1.834756,1.522324,28
1.819387,2.011375,1.785017,2.732387,2.065774,2.078825,2.024006,1.844222,28
1.113991,1.481136,1.06515,2.657914,1.549424,1.574819,1.472692,1.668992,28
1.070746,1.459576,1.02957,2.631082,1.525463,1.554812,1.463623,1.663465,28
1.511159,1.794172,1.439684,2.43078,1.898382,1.911081,1.795644,1.552216,28
1.551752,1.825787,1.48552,2.482049,1.948226,1.966545,1.844476,1.520504,28
1.134264,1.477956,1.105317,2.719603,1.523237,1.542842,1.489767,1.749257,28
1.080273,1.441127,1.028463,2.6457,1.525461,1.563587,1.470639,1.643155,28
1.533342,1.822093,1.457319,2.460129,1.924282,1.928431,1.794932,1.541642,28
1.558602,1.840711,1.497445,2.490869,1.95634,1.973062,1.845162,1.523639,28
1.235755,1.505283,1.183279,2.736325,1.534971,1.561556,1.521135,1.687167,28
1.091875,1.44413,1.036834,2.668769,1.510468,1.546774,1.454382,1.661512,28
1.551592,1.827292,1.469412,2.457218,1.941048,1.945526,1.80621,1.511138,28
1.668448,1.885816,1.638219,2.595568,1.893925,1.919277,1.881365,1.936808,28
1.698388,1.95148,1.67898,2.653857,2.02333,2.074625,2.007801,1.027395,28
1.070954,1.466373,1.047497,2.672176,1.526711,1.550711,1.470535,1.737911,28
2.593973,2.719784,2.552945,2.727195,2.774563,2.682952,2.786677,2.592234,28
1.520638,1.799572,1.444346,2.462917,1.924424,1.932878,1.799544,1.545821,28
1.538966,1.799831,1.466714,2.484496,1.924432,1.949066,1.829423,1.532568,28
1.07044,1.453514,1.037998,2.660785,1.517733,1.540441,1.475799,1.725072,28
1.09113,1.463517,1.051378,2.657291,1.546147,1.570065,1.487723,1.688179,28
1.536341,1.808308,1.456131,2.446046,1.929075,1.933338,1.805326,1.524322,28
1.54371,1.81873,1.476963,2.482522,1.946883,1.963608,1.83801,1.530956,28
1.068993,1.452363,1.026714,2.66466,1.511771,1.539877,1.454149,1.714302,28
1.237484,1.571442,1.265324,2.697938,1.5759,1.633793,1.611338,1.666547,28
1.529743,1.802164,1.458476,2.463074,1.924622,1.937508,1.814254,1.516448,28
1.551699,1.790142,1.465447,2.467379,1.909629,1.934444,1.813785,1.51091,28
1.037884,1.459403,1.030458,2.684644,1.500072,1.547884,1.465064,1.696411,28
1.034678,1.46623,1.029654,2.651805,1.513583,1.55528,1.475605,1.688258,28
1.54942,1.826599,1.473159,2.466226,1.943166,1.951133,1.813579,1.508142,28
1.525805,1.803355,1.452874,2.467416,1.925118,1.938586,1.811143,1.534838,28
1.108002,1.496809,1.109253,2.632538,1.486939,1.50589,1.48304,1.696411,28
1.168036,1.521441,1.127807,2.716738,1.574993,1.619856,1.520651,1.695955,28
1.533253,1.819342,1.457538,2.455005,1.922628,1.926494,1.794557,1.531616,28
1.549813,1.81905,1.479929,2.496378,1.934835,1.959741,1.83135,1.535081,28
1.143589,1.47732,1.110395,2.714522,1.51768,1.533284,1.490495,1.742693,28
1.104007,1.451288,1.056527,2.674307,1.520144,1.552182,1.469685,1.686782,28
1.553994,1.841085,1.489147,2.497427,1.953731,1.970165,1.832945,1.529339,28
1.575836,1.851237,1.510948,2.51526,1.963928,1.990126,1.857723,1.539001,28
1.079089,1.477568,1.056956,2.692892,1.541745,1.582628,1.494715,1.692957,28
1.040094,1.46087,1.031541,2.667769,1.512613,1.551076,1.471157,1.671078,28
1.551477,1.817348,1.479624,2.477122,1.945993,1.964219,1.838896,1.516165,28
1.543303,1.810222,1.474944,2.47129,1.926279,1.948132,1.832994,1.534015,28
1.062282,1.447069,1.033615,2.67526,1.504652,1.541529,1.467073,1.703122,28
1.097894,1.457367,1.056281,2.672386,1.531926,1.565374,1.478543,1.657836,28
1.557385,1.826188,1.488444,2.485236,1.954557,1.97279,1.845992,1.518779,28
1.567587,1.831391,1.499541,2.498095,1.955701,1.981304,1.861167,1.530202,28
1.241636,1.571103,1.202082,2.750158,1.63916,1.66972,1.591176,1.761807,28
1.20816,1.537856,1.160707,2.714275,1.598938,1.630474,1.540913,1.734944,28
1.554774,1.834722,1.479049,2.472726,1.944415,1.956121,1.816958,1.518356,28
1.577591,1.851053,1.514326,2.51574,1.963311,1.99145,1.866708,1.55259,28
1.113282,1.446952,1.05982,2.67242,1.524908,1.564723,1.482739,1.661271,28
1.042424,1.459048,1.033235,2.703649,1.510293,1.555947,1.469642,1.729566,28
1.552347,1.815965,1.477156,2.472208,1.940813,1.959427,1.838675,1.523355,28
1.588155,1.866458,1.530821,2.519093,1.981907,2.006589,1.884429,1.537658,28
1.059579,1.452315,1.035132,2.64957,1.521109,1.571129,1.481698,1.644256,28
1.208425,1.503423,1.159982,2.715631,1.534396,1.558094,1.502391,1.653252,28
1.21872,1.551498,1.192663,2.709072,1.600506,1.613154,1.579195,1.809794,28
1.061042,1.452681,1.045841,2.688611,1.501657,1.541982,1.479096,1.707794,28
1.590848,1.831371,1.491272,2.426284,1.950306,1.945145,1.829098,1.554206,28
1.575818,1.833073,1.495621,2.466487,1.962603,1.973885,1.851725,1.507389,28
1.176308,1.475216,1.113669,2.706784,1.521783,1.529112,1.478818,1.799709,28
1.055115,1.459476,1.020895,2.659816,1.525186,1.560471,1.473188,1.728842,28
1.595623,1.839004,1.500539,2.468269,1.974184,1.977858,1.856973,1.539736,28
1.565307,1.82604,1.491218,2.46892,1.955162,1.968722,1.850984,1.515847,28
1.081866,1.47027,1.060095,2.687631,1.538761,1.569036,1.498624,1.760695,28
1.462833,1.721783,1.401044,2.649519,1.803903,1.83241,1.745351,1.46807,28
1.558616,1.81513,1.472236,2.403721,1.924697,1.923293,1.819328,1.530462,28
1.545878,1.801046,1.460817,2.451113,1.928488,1.938709,1.818828,1.545407,28
1.142621,1.514318,1.156033,2.611849,1.466308,1.482548,1.522964,1.80585,28
1.045532,1.457376,1.028453,2.691707,1.498745,1.547691,1.471604,1.723602,28
1.572996,1.810204,1.473157,2.424091,1.930073,1.934681,1.813223,1.488242,28
1.559918,1.804497,1.466365,2.451627,1.934526,1.94818,1.81913,1.498337,28
1.724843,1.935184,1.669072,2.651147,2.033926,2.072957,1.98747,1.079321,28
1.744431,1.950118,1.683174,2.667423,2.031266,2.074153,1.986991,1.089472,28
1.554946,1.810932,1.464687,2.444719,1.935334,1.941347,1.813104,1.531931,28
1.562969,1.807525,1.474237,2.450012,1.940918,1.950486,1.827926,1.508355,28
1.049687,1.446002,1.021298,2.655935,1.509392,1.544566,1.471409,1.7192,28
1.041238,1.454644,1.022478,2.690103,1.498374,1.543035,1.462711,1.731446,28
1.563633,1.806773,1.468643,2.438978,1.938104,1.941427,1.81674,1.527518,28
1.565275,1.799531,1.46245,2.435634,1.934882,1.939616,1.813454,1.526123,28
1.084165,1.449036,1.042214,2.622349,1.512627,1.535357,1.485498,1.730811,28
1.727325,1.939899,1.686777,2.706119,2.007654,2.068204,1.999693,1.079981,28
2.535431,2.704208,2.486547,2.660774,2.725491,2.611818,2.678092,2.545582,28
