@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.787802,1.494993,1.657082,2.622162,1.876669,1.838131,1.100749,1.029801,1.770812,1.65499,1.490512,1.469491,2.153622,1.950969,11
1.545255,1.84027,1.814924,2.419635,1.636913,1.597666,1.494497,1.447334,1.819312,1.43318,1.759409,1.76427,1.956592,1.762636,11
1.637841,1.894221,1.921105,2.413431,1.757598,1.592432,1.592058,1.489033,1.83405,1.427094,1.838072,1.797379,2.03055,1.760719,11
1.813272,1.498219,1.689231,2.617567,1.903696,1.852738,1.131659,1.02169,1.79162,1.656948,1.507567,1.44716,2.167481,1.940023,11
1.798679,1.500388,1.669123,2.615079,1.890061,1.846815,1.115017,1.022196,1.78725,1.647771,1.49315,1.454183,2.153991,1.934063,11
1.673631,1.889648,1.932687,2.435704,1.787134,1.584313,1.622968,1.496741,1.832798,1.425569,1.865263,1.800312,2.074185,1.762217,11
1.661815,1.892842,1.929519,2.424779,1.777922,1.583078,1.604517,1.489755,1.819676,1.431724,1.850283,1.805905,2.060611,1.772352,11
1.847654,1.495628,1.711447,2.639371,1.924255,1.875219,1.155003,1.014604,1.802355,1.689357,1.521538,1.461758,2.21995,1.969148,11
1.761963,1.532609,1.589301,2.600772,1.842201,1.859788,1.082048,1.050486,1.818996,1.672633,1.463164,1.486497,2.115669,1.953344,11
1.688439,1.910471,1.940816,2.449267,1.796732,1.587157,1.642589,1.515707,1.845283,1.439943,1.879025,1.825835,2.084457,1.774876,11
1.868762,1.511497,1.715223,2.627717,1.949524,1.867716,1.174517,1.010138,1.798478,1.689429,1.53221,1.452524,2.233537,1.966367,11
1.66556,1.90832,1.910548,2.450969,1.880357,1.531727,1.581061,1.515443,1.775737,1.200261,1.827483,1.800817,1.914303,1.565499,11
1.683769,1.936403,1.920138,2.439093,1.898935,1.548688,1.615441,1.533128,1.792836,1.196725,1.846682,1.814114,1.930277,1.556252,11
1.398036,1.898772,1.807973,2.408081,1.604602,1.601643,1.498501,1.560839,1.812072,1.289665,1.769557,1.854464,1.67075,1.635406,11
1.691269,1.916033,1.936701,2.467619,1.905824,1.55685,1.59857,1.528194,1.796087,1.223056,1.8435,1.806113,1.92698,1.57457,11
1.708591,1.92293,1.963596,2.473836,1.924855,1.545581,1.616837,1.541289,1.791652,1.225806,1.863436,1.823724,1.936934,1.583779,11
1.358558,1.931123,1.871248,2.423457,1.304323,1.806671,1.556236,1.632444,2.06624,1.758785,1.830012,1.913074,1.86707,2.033825,11
1.756205,1.883446,2.087694,2.559902,1.719527,1.932257,1.654654,1.53506,2.070012,1.876973,1.913139,1.813882,2.266564,2.128445,11
1.718498,1.89671,1.946225,2.500424,1.922732,1.569509,1.594762,1.520978,1.801989,1.263697,1.846556,1.810121,1.962114,1.610378,11
1.715698,1.912411,1.958139,2.494883,1.926538,1.558023,1.604571,1.53602,1.799939,1.24936,1.85591,1.819703,1.950456,1.60112,11
1.741544,1.931467,1.989978,2.491668,1.956358,1.564099,1.633547,1.549827,1.808781,1.261912,1.879694,1.831082,1.975383,1.611978,11
1.856277,2.036705,2.093785,2.582008,2.06057,1.691292,1.760924,1.686518,1.920262,1.406991,1.992704,1.944442,2.075582,1.728159,11
1.724776,1.944178,1.998847,2.523828,1.93889,1.564856,1.627455,1.592312,1.811312,1.26724,1.886883,1.876138,1.936019,1.626824,11
1.722354,1.912605,1.961645,2.478643,1.937098,1.513122,1.614538,1.527892,1.757698,1.204895,1.863244,1.822882,1.972299,1.58233,11
1.722353,1.950888,1.990677,2.526925,1.931935,1.591872,1.635666,1.60026,1.849747,1.27842,1.888029,1.87491,1.924889,1.62064,11
1.840536,1.974079,2.075746,2.572142,2.042816,1.614499,1.709865,1.618861,1.864815,1.338457,1.952966,1.898826,2.055754,1.671351,11
1.85192,2.001669,2.10049,2.599584,2.050485,1.664622,1.731189,1.660497,1.913113,1.389865,1.974122,1.932038,2.052234,1.705205,11
1.254476,1.998306,1.89297,2.359609,1.503459,1.73257,1.625726,1.646604,1.931502,1.430904,1.860691,1.913914,1.609751,1.73511,11
1.648129,1.902926,1.910763,2.436715,1.867782,1.504616,1.573915,1.513543,1.738804,1.18344,1.82643,1.809208,1.901414,1.568574,11
1.793402,1.957534,2.050545,2.542978,2.004779,1.589374,1.678327,1.60203,1.838924,1.311078,1.928904,1.880065,2.005862,1.655527,11
1.11652,2.070538,1.914808,2.372435,1.265373,1.822273,1.67835,1.750737,2.063421,1.615417,1.911705,2.006716,1.606969,1.891147,11
1.746454,1.933633,1.99122,2.503992,1.954534,1.586392,1.641904,1.557999,1.835833,1.284732,1.885391,1.835198,1.971196,1.619985,11
1.826702,1.977251,2.074707,2.555089,2.033663,1.613772,1.706332,1.619076,1.863592,1.330325,1.949415,1.895339,2.032285,1.66363,11
1.611622,1.870655,1.8479,2.439821,1.820406,1.484748,1.532172,1.503101,1.712321,1.182128,1.787876,1.794387,1.851778,1.563097,11
1.831168,1.943715,2.064169,2.554997,2.036606,1.569694,1.703054,1.605412,1.829457,1.318926,1.946346,1.877361,2.028105,1.655611,11
1.695509,1.921784,1.944089,2.489686,1.903252,1.565866,1.607802,1.550644,1.82012,1.234764,1.854397,1.829592,1.91424,1.580779,11
1.733388,1.925601,1.977547,2.513602,1.940437,1.560596,1.62165,1.557973,1.807439,1.25973,1.873236,1.845753,1.960484,1.612006,11
1.370576,1.98202,1.830893,2.558543,1.557872,2.026206,1.564778,1.630627,2.176186,1.796583,1.823736,1.917914,1.724576,2.050718,11
1.265944,2.024997,1.973803,2.298911,1.417604,1.74979,1.689208,1.668597,1.963162,1.596791,1.922509,1.940973,1.708163,1.889612,11
1.333099,2.051148,1.943201,2.308013,1.316919,1.875443,1.678408,1.689827,2.14917,1.785319,1.910699,1.959794,1.860503,2.03244,11
1.744076,1.922117,1.982832,2.492807,1.956672,1.532054,1.633576,1.541714,1.779673,1.225271,1.879579,1.832348,1.984526,1.591282,11
1.730106,1.942777,1.994722,2.493605,1.947036,1.567022,1.642146,1.570178,1.820244,1.249156,1.887605,1.845575,1.950397,1.599005,11
1.594474,1.883868,1.841569,2.480716,1.790147,1.537781,1.518646,1.524611,1.775053,1.204345,1.782764,1.822937,1.829872,1.570556,11
1.716323,1.95752,1.965143,2.474242,1.928592,1.60619,1.644538,1.569051,1.860474,1.257997,1.874793,1.833233,1.931273,1.583362,11
1.647584,1.897061,1.889032,2.484883,1.846352,1.544914,1.562019,1.528078,1.789832,1.212927,1.815518,1.821984,1.883435,1.570002,11
1.76081,1.95159,2.001955,2.499645,1.970214,1.586754,1.668166,1.575283,1.847764,1.257652,1.902512,1.847832,1.968253,1.592818,11
1.819855,2.049948,2.04841,2.5515,2.018992,1.704619,1.750886,1.682323,1.939228,1.384002,1.968195,1.938755,2.035738,1.6921,11
1.321122,1.833956,1.722228,2.600831,1.458255,2.04672,1.363165,1.506736,2.057755,1.878644,1.691257,1.84093,1.818813,2.143996,11
1.600017,1.931581,1.841453,2.428661,1.799526,1.590241,1.573802,1.537032,1.832483,1.224037,1.804331,1.815174,1.847604,1.562336,11
1.714512,1.940768,1.935685,2.459462,1.919999,1.592493,1.626198,1.535458,1.83795,1.250581,1.853332,1.811137,1.948643,1.579831,11
1.773885,1.957077,2.013368,2.518509,1.979098,1.613696,1.66583,1.577648,1.862853,1.312956,1.902787,1.85222,1.999506,1.635872,11
1.863784,2.051707,2.069255,2.574426,2.051884,1.737966,1.767545,1.681668,1.972004,1.445038,1.982373,1.939279,2.078135,1.734772,11
1.697941,1.943259,1.949075,2.466178,1.908983,1.593534,1.617174,1.550757,1.833926,1.259645,1.854334,1.824525,1.921987,1.592058,11
1.792029,1.981184,2.035212,2.52579,2.000492,1.637218,1.69185,1.603598,1.886872,1.314459,1.922353,1.867282,2.001564,1.628155,11
1.787724,1.956022,1.99673,2.535663,1.978473,1.634486,1.667927,1.578665,1.886827,1.332078,1.899635,1.856449,2.005794,1.641578,11
1.610777,1.916413,1.873285,2.430171,1.824777,1.532052,1.571805,1.528053,1.777157,1.171656,1.813439,1.814605,1.858352,1.540597,11
1.720722,1.941296,1.962326,2.471868,1.929778,1.582613,1.642121,1.552376,1.839687,1.241516,1.873512,1.825733,1.944244,1.575909,11
1.574407,1.862276,1.828481,2.477367,1.755707,1.55041,1.501698,1.506971,1.752291,1.241,1.771503,1.818698,1.823536,1.600425,11
1.630614,1.90539,1.872126,2.475967,1.83007,1.557363,1.553919,1.532142,1.796725,1.206008,1.804095,1.821157,1.857914,1.557623,11
1.763814,1.954906,1.997593,2.517966,1.968423,1.615648,1.657725,1.575745,1.865519,1.295091,1.893118,1.845666,1.984242,1.615523,11
1.23306,2.151705,1.914321,2.468132,1.129818,2.061292,1.742416,1.852893,2.345272,1.951011,1.963949,2.101467,1.770736,2.164132,11
1.729375,1.946011,1.970337,2.505919,1.928245,1.622062,1.637032,1.568461,1.872588,1.308883,1.874399,1.84281,1.949792,1.624577,11
1.744541,1.957004,1.953448,2.485247,1.944225,1.619717,1.652903,1.557552,1.871428,1.266775,1.873059,1.826426,1.969192,1.580423,11
1.743338,1.974059,1.957765,2.487795,1.942563,1.658183,1.658202,1.572951,1.90373,1.306046,1.875673,1.832519,1.964985,1.603513,11
1.764599,1.956624,1.960517,2.491764,1.961614,1.607324,1.67038,1.559243,1.865842,1.244315,1.886069,1.829921,1.988463,1.563092,11
1.72001,1.949696,1.914101,2.468961,1.915663,1.601271,1.646068,1.548786,1.865016,1.226779,1.860195,1.82051,1.947655,1.548546,11
1.662007,1.922969,1.908649,2.451458,1.872523,1.527608,1.60899,1.536781,1.783931,1.167312,1.843893,1.825823,1.908247,1.535359,11
1.692627,1.941266,1.908506,2.456576,1.891297,1.612452,1.61624,1.536066,1.861749,1.260849,1.839719,1.808795,1.92465,1.577734,11
1.761211,1.964959,1.965627,2.500442,1.9529,1.631291,1.677766,1.572411,1.892355,1.278121,1.892084,1.84444,1.984539,1.583864,11
1.328048,1.861919,1.715483,2.563124,1.478544,2.017531,1.4183,1.508361,2.078866,1.820211,1.71187,1.834819,1.780083,2.078718,11
1.692066,1.927366,1.924874,2.461872,1.907346,1.516103,1.620208,1.543819,1.764874,1.167857,1.858799,1.830469,1.943103,1.552132,11
1.673862,1.90159,1.913773,2.456521,1.888156,1.505277,1.577592,1.513176,1.744842,1.185684,1.829198,1.810999,1.926126,1.568459,11
1.631868,1.908759,1.899309,2.436577,1.849268,1.527914,1.566795,1.519764,1.765611,1.197113,1.817523,1.809607,1.87655,1.567629,11
1.599297,1.883095,1.882892,2.455039,1.809341,1.510069,1.532539,1.515994,1.737783,1.210534,1.801413,1.821355,1.85105,1.5924,11
1.584835,1.87867,1.854696,2.443429,1.793498,1.509587,1.515485,1.503222,1.7311,1.19135,1.781913,1.806966,1.835887,1.573321,11
1.687122,1.882311,1.946227,2.501669,1.895367,1.485833,1.581773,1.547579,1.725399,1.235157,1.850213,1.843576,1.904762,1.616526,11
1.635847,2.054309,1.9027,2.513822,1.544292,1.97271,1.708886,1.692901,2.206403,1.887889,1.921592,1.977864,2.109841,2.111148,11
1.863378,1.966906,2.049907,2.57948,2.04785,1.588395,1.750301,1.611613,1.845802,1.281241,1.972796,1.910309,2.118983,1.630786,11
1.726477,1.926107,1.921553,2.506579,1.917468,1.526508,1.648705,1.557502,1.789446,1.176521,1.877999,1.858509,1.986119,1.552285,11
1.635186,1.933119,1.804095,2.491245,1.802026,1.587564,1.597928,1.565134,1.8329,1.213672,1.819943,1.861598,1.891693,1.561105,11
1.88382,1.991952,2.025072,2.572877,2.055557,1.639018,1.775995,1.619234,1.905286,1.28035,1.973803,1.90195,2.12091,1.597036,11
1.84053,1.968025,2.000591,2.564851,2.013999,1.623909,1.743361,1.599343,1.887248,1.301034,1.951856,1.894035,2.106912,1.625169,11
1.830819,1.977518,1.963697,2.547767,2.000767,1.648576,1.738782,1.595293,1.913414,1.268387,1.932636,1.872134,2.075455,1.573629,11
1.835774,1.979511,1.953327,2.560193,1.998722,1.660269,1.737107,1.601674,1.923359,1.273724,1.929867,1.877081,2.071547,1.5739,11
1.853624,1.981695,1.992621,2.566259,2.02259,1.652765,1.752039,1.606412,1.916379,1.27941,1.94885,1.883301,2.091196,1.583357,11
1.40831,2.000587,1.830626,2.424832,1.281839,1.944244,1.610995,1.659544,2.176306,1.904058,1.859613,1.966799,1.960875,2.149742,11
1.926418,2.001416,2.072393,2.625315,2.08903,1.69606,1.809093,1.644117,1.953557,1.37348,2.009417,1.923307,2.182521,1.665201,11
1.716335,1.929749,1.877994,2.522999,1.887208,1.581262,1.634943,1.561963,1.845196,1.215885,1.856701,1.856954,1.961692,1.557137,11
1.905748,1.976507,2.061429,2.594586,2.079653,1.636651,1.783826,1.623352,1.898692,1.297491,1.988296,1.896766,2.130436,1.607192,11
1.800162,1.967486,1.898621,2.532321,1.955089,1.649651,1.696123,1.571906,1.902717,1.293419,1.891161,1.861027,2.05233,1.597778,11
1.85687,2.004166,1.942939,2.549797,2.012986,1.706151,1.765383,1.606787,1.961155,1.32118,1.941954,1.868266,2.101391,1.596652,11
1.83333,1.984957,1.945754,2.541102,1.995002,1.675011,1.743381,1.590541,1.930577,1.29941,1.929074,1.861577,2.085497,1.587929,11
1.998024,2.04572,2.110154,2.663734,2.148459,1.75396,1.861632,1.687667,2.012198,1.452614,2.051548,1.966606,2.24242,1.724703,11
1.91827,2.036844,2.014063,2.59655,2.066967,1.74988,1.813696,1.652851,2.010051,1.388933,1.989009,1.921588,2.149239,1.648814,11
1.903377,2.012619,1.999218,2.568148,2.061708,1.684453,1.787308,1.621334,1.947751,1.326062,1.970156,1.898508,2.134296,1.616251,11
1.888606,2.005462,2.012869,2.578357,2.049659,1.681033,1.782631,1.627133,1.945668,1.325141,1.972624,1.90625,2.123885,1.617929,11
1.841372,1.994597,1.958172,2.562074,1.996158,1.680895,1.748301,1.613344,1.941384,1.318514,1.938265,1.895213,2.082221,1.609868,11
1.834306,1.974773,1.945183,2.533434,1.997634,1.636446,1.728619,1.577253,1.891583,1.291483,1.922545,1.867308,2.094241,1.604049,11
1.74723,1.988915,1.90608,2.486225,1.92273,1.62977,1.713205,1.594388,1.893094,1.248324,1.903969,1.875199,2.005238,1.568291,11
1.749967,1.956053,1.911921,2.477774,1.936073,1.564902,1.681082,1.557391,1.818021,1.207935,1.888115,1.850993,2.017611,1.562381,11
1.318225,1.949075,1.903349,2.39513,1.20925,1.997864,1.567184,1.617191,2.154498,1.9358,1.833087,1.900367,1.892053,2.162756,11
1.312944,1.58944,1.630544,2.193294,1.446908,1.250652,1.233028,1.070463,1.531607,1.044063,1.53689,1.461118,1.799548,1.462824,11
1.292214,1.620395,1.607925,2.214465,1.426443,1.21447,1.260218,1.133847,1.546984,0.982653,1.554222,1.523712,1.764428,1.428218,11
1.474416,1.200161,1.259858,2.406417,1.580188,1.527711,0.541793,0.426579,1.473506,1.331271,1.128159,1.144158,1.90527,1.690025,11
1.468218,1.125874,1.29092,2.428002,1.576354,1.516393,0.466417,0.335537,1.447799,1.291598,1.108785,1.100466,1.892465,1.661277,11
1.291956,1.592267,1.63106,2.194376,1.433968,1.222505,1.216966,1.083115,1.503869,1.031401,1.533103,1.486606,1.781719,1.474486,11
1.31095,1.602527,1.64027,2.203105,1.453312,1.216283,1.246434,1.105327,1.509665,1.019247,1.553903,1.509481,1.794752,1.469899,11
1.359236,1.266349,1.086049,2.453457,1.438116,1.567537,0.409604,0.675421,1.57217,1.325913,1.066331,1.267446,1.766059,1.680567,11
1.461831,1.175804,1.29401,2.396011,1.57969,1.511992,0.496913,0.369792,1.448383,1.30718,1.115953,1.118622,1.885736,1.672918,11
1.285485,1.588112,1.609984,2.185622,1.420325,1.248345,1.211475,1.069315,1.527043,1.034827,1.521179,1.466538,1.772942,1.460524,11
1.302861,1.606765,1.640994,2.193142,1.450149,1.228664,1.236765,1.099397,1.514773,1.019253,1.544473,1.497487,1.779471,1.46035,11
1.427242,1.169346,1.176523,2.450961,1.500302,1.572125,0.348981,0.45586,1.507004,1.364715,1.057792,1.171773,1.855497,1.714803,11
1.4884,1.17866,1.320748,2.397792,1.604997,1.525255,0.555643,0.358372,1.463003,1.323594,1.140557,1.100705,1.912778,1.678794,11
1.291285,1.596451,1.624598,2.185756,1.43076,1.258588,1.215799,1.074466,1.535567,1.045111,1.524023,1.467563,1.771852,1.464157,11
1.279474,1.607754,1.639859,2.213273,1.421576,1.233876,1.233381,1.115341,1.545865,1.039504,1.541385,1.502713,1.75203,1.465049,11
1.475223,1.236978,1.24417,2.378688,1.581126,1.53953,0.599064,0.427186,1.504069,1.317038,1.128511,1.138516,1.896001,1.658321,11
1.37763,1.212235,1.116384,2.436508,1.454675,1.605699,0.273934,0.521703,1.571732,1.362403,1.019844,1.17347,1.779886,1.688926,11
1.299604,1.595294,1.613001,2.187166,1.43208,1.250901,1.220504,1.076254,1.53083,1.041798,1.526564,1.480736,1.785178,1.469567,11
1.3259,1.607742,1.638293,2.204465,1.464378,1.241699,1.263554,1.099732,1.541492,1.015772,1.556876,1.485734,1.797372,1.441232,11
1.47812,1.203159,1.267941,2.381141,1.586053,1.544219,0.557418,0.345848,1.495831,1.320343,1.115345,1.102163,1.898496,1.659292,11
1.371601,1.219449,1.131348,2.44138,1.450223,1.622602,0.255507,0.547284,1.578545,1.385206,1.022073,1.182473,1.773187,1.707663,11
1.301432,1.600417,1.622275,2.18845,1.438279,1.244498,1.235513,1.084089,1.534033,1.025795,1.536839,1.476909,1.781327,1.45195,11
1.302274,1.605163,1.608306,2.195645,1.433126,1.257723,1.238086,1.087112,1.556682,1.025496,1.531963,1.478913,1.776893,1.442472,11
1.459505,1.227441,1.241855,2.383273,1.564984,1.566178,0.546555,0.412317,1.527974,1.341166,1.107958,1.114896,1.876401,1.668598,11
1.423149,1.23078,1.228112,2.394427,1.530382,1.578745,0.450413,0.468495,1.536244,1.357601,1.080304,1.138646,1.831111,1.687216,11
1.298172,1.600259,1.617214,2.184633,1.432046,1.272051,1.22058,1.074238,1.550233,1.053019,1.522413,1.469614,1.776709,1.464192,11
1.308203,1.615743,1.622134,2.187999,1.443189,1.256154,1.23941,1.092072,1.538661,1.036565,1.53622,1.488642,1.782832,1.457333,11
1.435635,1.208601,1.145133,2.433454,1.512334,1.561296,0.452964,0.495937,1.529949,1.335095,1.07431,1.183769,1.855847,1.682727,11
1.475299,1.230752,1.267475,2.382255,1.588928,1.514824,0.586762,0.436065,1.475065,1.310413,1.136845,1.15092,1.899926,1.668778,11
1.476687,1.725484,1.766237,2.297214,1.597004,1.428776,1.406572,1.265429,1.677557,1.247482,1.68061,1.603256,1.922273,1.612204,11
1.327376,1.602315,1.637536,2.205807,1.462374,1.236548,1.251296,1.089651,1.528649,1.031958,1.550167,1.486471,1.807657,1.461432,11
1.488345,1.205477,1.276067,2.393095,1.596655,1.530045,0.576209,0.38998,1.478189,1.326604,1.135206,1.125103,1.91679,1.677958,11
1.444228,1.178219,1.262945,2.399953,1.553258,1.547812,0.433738,0.366052,1.482568,1.335641,1.085206,1.110338,1.863537,1.68274,11
1.297639,1.573636,1.627407,2.198712,1.432219,1.259646,1.214559,1.057506,1.529314,1.056574,1.527531,1.445089,1.789572,1.472685,11
1.305143,1.607217,1.635737,2.192182,1.44833,1.228853,1.235685,1.096537,1.511733,1.024366,1.543025,1.498382,1.785055,1.465849,11
1.626009,1.472772,1.40467,2.56769,1.693548,1.780775,0.893416,0.974843,1.734696,1.613197,1.336753,1.453729,2.00729,1.917127,11
1.409605,1.196817,1.199096,2.42866,1.501618,1.573232,0.320378,0.479265,1.507687,1.375014,1.055837,1.171337,1.829771,1.72249,11
1.286026,1.595396,1.625309,2.185383,1.427767,1.230694,1.213546,1.084222,1.507624,1.03398,1.529892,1.48744,1.774882,1.475147,11
1.316151,1.605366,1.641217,2.175731,1.458678,1.226743,1.241526,1.100363,1.515037,1.022959,1.548195,1.50216,1.795025,1.465567,11
1.398198,1.235521,1.144973,2.426171,1.493251,1.524867,0.450305,0.576973,1.508389,1.297698,1.083359,1.222048,1.814374,1.666558,11
1.632824,1.405706,1.478829,2.523219,1.736908,1.690435,0.905724,0.873478,1.643821,1.497518,1.34735,1.369089,2.015245,1.825819,11
1.28529,1.587668,1.607076,2.183213,1.414802,1.262929,1.207057,1.059384,1.534653,1.055986,1.516726,1.45543,1.776298,1.470987,11
1.295256,1.614881,1.642527,2.190216,1.44599,1.239596,1.238895,1.105747,1.527543,1.017139,1.54282,1.495498,1.764442,1.448987,11
1.413041,1.167145,1.187146,2.431756,1.507403,1.522795,0.379984,0.453734,1.478232,1.294078,1.066739,1.162817,1.835847,1.663947,11
1.442194,1.165545,1.254017,2.406222,1.553094,1.513162,0.442927,0.381904,1.457504,1.299447,1.093391,1.125074,1.865484,1.666791,11
1.298182,1.608933,1.64273,2.183551,1.447108,1.245582,1.24021,1.101384,1.525839,1.022294,1.547276,1.485378,1.772085,1.453416,11
1.291225,1.601247,1.655577,2.195759,1.445852,1.225656,1.222258,1.100401,1.504761,1.034556,1.542065,1.498048,1.77244,1.479886,11
1.452839,1.215974,1.27728,2.399393,1.572677,1.490511,0.551802,0.486489,1.433126,1.298882,1.140832,1.181592,1.885738,1.680859,11
1.442954,1.230798,1.26566,2.412637,1.55473,1.537737,0.490865,0.522248,1.471072,1.366674,1.123355,1.193396,1.874241,1.730905,11
1.305332,1.565939,1.639447,2.204429,1.439674,1.244701,1.210932,1.058426,1.506491,1.070291,1.534334,1.455683,1.808589,1.500567,11
1.293461,1.592866,1.639443,2.193796,1.43864,1.228499,1.215529,1.084414,1.50765,1.040377,1.533384,1.489075,1.781237,1.482414,11
1.445862,1.192957,1.222847,2.412387,1.543892,1.528097,0.463084,0.436112,1.475402,1.328812,1.095823,1.158536,1.875027,1.690619,11
1.455728,1.198718,1.264082,2.403248,1.563932,1.537726,0.472317,0.42142,1.469383,1.349067,1.105164,1.148601,1.883481,1.706785,11
1.288297,1.577552,1.60521,2.18945,1.417596,1.272779,1.193976,1.048857,1.536945,1.066446,1.506646,1.452093,1.778779,1.479022,11
1.315358,1.601847,1.631062,2.199368,1.452713,1.245222,1.240813,1.088863,1.535097,1.032605,1.541137,1.488157,1.791886,1.460412,11
1.448971,1.195949,1.177569,2.423471,1.527258,1.570335,0.460173,0.435128,1.515318,1.35782,1.079161,1.155331,1.874535,1.698249,11
1.445438,1.177276,1.201903,2.405547,1.535909,1.569746,0.434628,0.347744,1.517859,1.339971,1.066118,1.103921,1.86463,1.672253,11
1.29889,1.61419,1.628562,2.187795,1.441589,1.257012,1.242347,1.098116,1.547266,1.020971,1.539029,1.482958,1.766303,1.440175,11
1.326684,1.603896,1.636367,2.205081,1.463044,1.240342,1.25153,1.094977,1.532425,1.031052,1.549927,1.49529,1.803767,1.462781,11
1.402551,1.243835,1.125341,2.423997,1.489937,1.539942,0.462788,0.568718,1.530587,1.304557,1.076541,1.21414,1.815534,1.660756,11
1.441017,1.195673,1.249251,2.39007,1.553064,1.534705,0.468051,0.39184,1.48084,1.320663,1.092259,1.122783,1.861835,1.671807,11
1.300223,1.58975,1.626127,2.181998,1.43737,1.23625,1.222794,1.07538,1.516023,1.034069,1.531983,1.474578,1.786617,1.464739,11
1.300671,1.592236,1.629008,2.196652,1.437848,1.231412,1.219844,1.078165,1.509375,1.041817,1.531572,1.485736,1.788884,1.477904,11
1.470362,1.165746,1.242968,2.395765,1.569502,1.535493,0.519174,0.296999,1.492876,1.294193,1.097889,1.0789,1.891678,1.636007,11
1.495166,1.150403,1.279379,2.401326,1.594591,1.551132,0.520927,0.220884,1.493646,1.314908,1.102755,1.062511,1.912777,1.652057,11
1.306385,1.606241,1.632948,2.180918,1.445214,1.272458,1.241251,1.087982,1.553397,1.045622,1.54047,1.470351,1.779911,1.455119,11
1.338708,1.592582,1.649414,2.217834,1.47374,1.258024,1.265191,1.088238,1.545673,1.042818,1.562478,1.464221,1.818888,1.458515,11
1.467608,1.189237,1.221003,2.410556,1.559157,1.541951,0.532806,0.395803,1.488047,1.322282,1.108337,1.131237,1.896719,1.670259,11
1.424247,1.151202,1.197753,2.409271,1.524132,1.53905,0.409422,0.350254,1.497702,1.28701,1.062854,1.096422,1.84072,1.636014,11
1.30203,1.593982,1.620393,2.189385,1.43708,1.265884,1.225904,1.071738,1.545013,1.045082,1.527362,1.464661,1.782833,1.458507,11
1.332045,1.604443,1.636792,2.207256,1.468321,1.249096,1.26421,1.096352,1.546228,1.02145,1.556442,1.482891,1.804503,1.444134,11
1.494625,1.171166,1.285087,2.401479,1.598854,1.533172,0.545692,0.310263,1.477584,1.321554,1.123363,1.092997,1.919701,1.670182,11
1.505891,1.137906,1.280717,2.418073,1.599416,1.544132,0.511859,0.238735,1.479614,1.326009,1.109234,1.081817,1.929711,1.673635,11
1.306894,1.587646,1.616861,2.186859,1.436439,1.262964,1.22143,1.069043,1.539118,1.05658,1.527729,1.470606,1.792946,1.475307,11
1.351169,1.59742,1.651706,2.216513,1.486261,1.250566,1.276825,1.105557,1.547837,1.036344,1.57086,1.495378,1.826083,1.463543,11
1.384499,1.227284,1.072708,2.472974,1.446177,1.597183,0.371728,0.617819,1.593267,1.339325,1.045735,1.231578,1.786978,1.678974,11
1.459042,1.164837,1.247398,2.392433,1.560768,1.54699,0.455255,0.324113,1.489211,1.327903,1.085838,1.097683,1.881315,1.672883,11
1.294711,1.588994,1.614752,2.187029,1.429179,1.251373,1.217758,1.070273,1.534369,1.037626,1.524272,1.467612,1.778921,1.460568,11
1.312358,1.606654,1.626514,2.192872,1.447663,1.243795,1.23479,1.086848,1.525184,1.037552,1.537124,1.489865,1.792456,1.467099,11
1.499251,1.167548,1.284546,2.40099,1.601788,1.531437,0.559959,0.299844,1.468945,1.315816,1.126067,1.099174,1.92848,1.667698,11
1.448103,1.169381,1.287191,2.384313,1.571543,1.502182,0.496042,0.342351,1.452191,1.272476,1.10749,1.097592,1.86578,1.637661,11
1.290728,1.600453,1.619288,2.193334,1.431437,1.241127,1.230771,1.089055,1.537028,1.012952,1.532956,1.479223,1.766754,1.440834,11
1.317645,1.598071,1.634759,2.201781,1.455133,1.243378,1.238488,1.085667,1.529708,1.03757,1.541322,1.486891,1.797513,1.467055,11
1.427901,1.196802,1.163119,2.427249,1.515185,1.535084,0.455777,0.493047,1.503254,1.305047,1.081819,1.182723,1.850724,1.667065,11
1.446823,1.193274,1.28092,2.390816,1.571797,1.486309,0.515223,0.427704,1.436906,1.277477,1.12308,1.144024,1.870871,1.656607,11
1.294823,1.589171,1.642356,2.19086,1.443094,1.234841,1.224884,1.09365,1.523488,1.029735,1.538875,1.489947,1.774705,1.468356,11
1.318673,1.599586,1.631226,2.199954,1.453369,1.23709,1.236294,1.084225,1.515761,1.042352,1.541196,1.491674,1.805286,1.476707,11
1.47426,1.183303,1.24684,2.397769,1.571813,1.540415,0.534225,0.348315,1.484179,1.325472,1.110742,1.111972,1.902821,1.671435,11
1.48533,1.156322,1.269015,2.406842,1.583605,1.546985,0.489158,0.280631,1.485776,1.334149,1.100196,1.089821,1.908639,1.679183,11
1.291897,1.57579,1.619545,2.191379,1.424946,1.265936,1.206161,1.051763,1.535637,1.060661,1.518064,1.442951,1.784472,1.472068,11
