@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.83077,1.844226,1.883348,1.928178,1.567119,1.81797,1.604909,1.62978,1.819054,1.870986,1.87004,1.892814,1.884532,1.461834,1.457212,1.795919,35
1.480621,1.893672,1.526273,1.509117,1.892876,1.450645,1.132244,1.089066,1.425421,1.518396,1.474576,1.472191,1.540163,1.68415,1.008589,1.440527,35
1.497098,1.90004,1.54218,1.53141,1.847481,1.463598,1.150589,1.115057,1.433166,1.531943,1.489352,1.490831,1.543329,1.638674,1.019038,1.449356,35
1.815084,1.692802,1.841624,1.835884,1.597381,1.764673,1.472873,1.513246,1.754604,1.830693,1.767539,1.797327,1.827884,1.43616,1.413133,1.757425,35
1.82187,1.839601,1.875055,1.921344,1.565648,1.804686,1.590778,1.621997,1.809816,1.862575,1.860827,1.886398,1.872524,1.47122,1.44709,1.787755,35
1.652635,1.995465,1.691037,1.663196,2.006665,1.622729,1.334228,1.296196,1.592088,1.680116,1.63152,1.628787,1.494227,1.789566,1.234398,1.608968,35
1.549647,1.80307,1.545397,1.464719,1.980972,1.488289,1.052685,1.01801,1.44327,1.554138,1.4234,1.422783,1.559468,1.683195,1.074029,1.476226,35
1.823846,1.828367,1.872769,1.916127,1.548083,1.801463,1.572087,1.610197,1.807002,1.860864,1.852198,1.88107,1.862845,1.479381,1.446509,1.789468,35
1.837345,1.82688,1.882255,1.924508,1.575152,1.822985,1.596092,1.626541,1.826698,1.875649,1.86603,1.890118,1.887763,1.466011,1.466205,1.800707,35
1.61136,1.803623,1.584033,1.498158,1.957713,1.555232,1.092476,1.10196,1.520963,1.611505,1.469721,1.486833,1.610114,1.539132,1.148909,1.53086,35
1.478716,1.919865,1.53011,1.531543,1.896312,1.436583,1.126369,1.113752,1.430322,1.520848,1.483541,1.493815,1.525015,1.692997,1.01776,1.447916,35
1.946262,2.284655,1.935731,2.108674,1.902457,2.022531,1.76304,1.840374,2.062583,1.920738,2.059958,2.083878,2.066032,1.347992,1.732699,1.969433,35
1.937166,2.137186,1.950722,2.107924,1.746658,1.989954,1.754632,1.845207,2.03194,1.898872,2.051992,2.085648,2.055583,1.347616,1.714889,1.965498,35
1.980116,2.253347,1.986122,2.113682,1.897162,1.972383,1.709941,1.852713,2.029689,1.93861,2.029583,2.090207,2.036446,1.222602,1.727804,1.984154,35
1.922612,1.976718,1.925853,2.015988,1.727951,1.915102,1.653028,1.722996,1.943905,1.963886,1.941539,1.98128,1.943181,1.257116,1.603238,1.893214,35
1.865689,1.95815,1.887779,1.930268,1.698912,1.860665,1.593428,1.624819,1.857891,1.895835,1.866885,1.890815,1.905869,1.187148,1.498565,1.821731,35
1.866572,1.952636,1.892369,1.92532,1.704447,1.847054,1.577339,1.619798,1.845954,1.891914,1.85551,1.88556,1.897245,1.159545,1.490668,1.819648,35
1.854035,1.874269,1.875055,1.876307,1.728412,1.82421,1.532863,1.565802,1.809802,1.86862,1.810757,1.836612,1.881937,1.178775,1.459898,1.795911,35
1.893383,1.878079,1.916788,1.90144,1.769209,1.868438,1.582685,1.597126,1.836499,1.900726,1.841856,1.859885,1.927338,1.2004,1.492173,1.828111,35
1.885165,1.866128,1.900772,1.875229,1.770481,1.849605,1.544905,1.566231,1.818856,1.889033,1.813349,1.834174,1.908142,1.193299,1.479695,1.814562,35
1.879685,1.789536,1.893738,1.875457,1.774523,1.854398,1.547878,1.56803,1.821106,1.868181,1.818033,1.836011,1.917408,1.219071,1.488259,1.817484,35
1.891498,1.793427,1.90062,1.860361,1.794485,1.853776,1.534766,1.547619,1.813186,1.888366,1.801422,1.818431,1.91094,1.219701,1.481292,1.815251,35
1.90148,1.847426,1.916058,1.889668,1.78355,1.871736,1.568482,1.582218,1.834957,1.903391,1.83015,1.847528,1.92752,1.199031,1.497423,1.830087,35
1.884251,1.815711,1.896805,1.858719,1.786454,1.849727,1.536142,1.545619,1.809069,1.883239,1.801093,1.81665,1.90804,1.220268,1.473054,1.809479,35
1.855479,1.835008,1.87419,1.848776,1.757196,1.81755,1.512903,1.53444,1.788475,1.860594,1.786737,1.808042,1.879499,1.203978,1.445588,1.787206,35
1.876827,1.81511,1.894244,1.8608,1.771677,1.830497,1.521475,1.54872,1.79957,1.876433,1.795119,1.819606,1.892218,1.192993,1.464298,1.804414,35
1.906579,1.73992,1.914938,1.86883,1.818693,1.860265,1.540413,1.559494,1.820125,1.899284,1.807604,1.827814,1.9199,1.243675,1.496982,1.829181,35
1.988158,1.926536,2.002269,1.96962,1.903459,1.951725,1.664561,1.681189,1.919419,1.989059,1.913796,1.931765,1.856655,1.385119,1.606496,1.919741,35
1.840683,1.769342,1.864666,1.840913,1.764271,1.81178,1.517411,1.52378,1.776466,1.847149,1.785064,1.7996,1.875703,1.256053,1.430618,1.777054,35
1.848219,1.817574,1.866207,1.839408,1.750587,1.814549,1.506362,1.52012,1.780673,1.852701,1.779404,1.79727,1.873835,1.205699,1.436169,1.779602,35
1.837471,1.842935,1.8517,1.842721,1.732437,1.814643,1.507733,1.52283,1.789796,1.850102,1.78466,1.801629,1.869076,1.206777,1.43858,1.775415,35
1.844789,1.810676,1.865505,1.837044,1.761819,1.820191,1.519246,1.518465,1.780025,1.850572,1.783885,1.794892,1.881497,1.245048,1.43256,1.777452,35
1.943157,1.646532,1.961592,1.951639,1.883849,1.927343,1.654258,1.654284,1.89201,1.948517,1.902427,1.912405,1.983534,1.438457,1.571131,1.889716,35
1.849061,1.773392,1.859404,1.832866,1.75945,1.815624,1.496865,1.511881,1.782677,1.852681,1.773644,1.791238,1.871808,1.217625,1.441725,1.77994,35
1.863258,1.734676,1.875696,1.847076,1.775287,1.829371,1.516797,1.530425,1.793546,1.864333,1.788172,1.805682,1.88748,1.237123,1.456578,1.794422,35
1.851036,1.735609,1.866209,1.844924,1.777413,1.824823,1.520989,1.528243,1.790683,1.857101,1.790326,1.804144,1.884036,1.267589,1.44891,1.787065,35
2.030871,1.796937,2.025669,2.008961,1.973387,2.016514,1.719303,1.719861,1.98173,2.033827,1.963799,1.971402,1.88371,1.529072,1.681067,1.970868,35
1.839553,1.749702,1.857891,1.833955,1.765374,1.81385,1.511068,1.514344,1.777245,1.845672,1.77998,1.792518,1.874468,1.261648,1.432058,1.775115,35
1.876737,1.644987,1.881214,1.874553,1.806555,1.861558,1.555505,1.561457,1.831667,1.885058,1.823554,1.835162,1.912225,1.344616,1.49773,1.8196,35
1.859687,1.94482,1.884632,1.932574,1.694237,1.839481,1.574315,1.628735,1.851976,1.891118,1.860375,1.895271,1.889308,1.189899,1.497748,1.821065,35
1.86138,1.97267,1.886739,1.941439,1.690935,1.850975,1.590975,1.6382,1.864146,1.897089,1.873348,1.904333,1.898593,1.212797,1.506291,1.826264,35
1.980666,1.615387,1.986824,1.959686,1.939593,1.974843,1.686711,1.662649,1.921368,1.979109,1.921473,1.919275,2.025187,1.506184,1.610675,1.919773,35
1.831356,1.741121,1.85766,1.855149,1.760457,1.825007,1.546264,1.537546,1.790925,1.846901,1.807337,1.813824,1.884192,1.313216,1.437221,1.779296,35
1.833413,1.798492,1.84135,1.83149,1.734263,1.811135,1.492831,1.506313,1.784595,1.844412,1.773853,1.789744,1.861175,1.215511,1.436274,1.770684,35
1.845787,1.870954,1.8535,1.869602,1.756307,1.803401,1.50078,1.563502,1.817743,1.868938,1.800645,1.836798,1.862755,1.253365,1.476288,1.795299,35
1.886827,1.751888,1.886151,1.897792,1.803193,1.838621,1.529405,1.598056,1.851815,1.902751,1.82741,1.866128,1.895416,1.308739,1.526529,1.834951,35
1.892848,1.713085,1.898996,1.925225,1.818129,1.857672,1.570994,1.63007,1.871866,1.91443,1.859909,1.894079,1.915007,1.37893,1.544229,1.85063,35
1.837412,1.825515,1.856781,1.867569,1.759889,1.795336,1.510233,1.564889,1.803052,1.858834,1.800934,1.834826,1.863892,1.272542,1.458858,1.788158,35
1.876444,1.752942,1.870096,1.886184,1.807099,1.856657,1.546095,1.582269,1.856866,1.897241,1.830995,1.853033,1.906944,1.342484,1.521298,1.825796,35
1.855977,1.699412,1.851275,1.848171,1.774408,1.829913,1.501668,1.527432,1.811832,1.865914,1.789122,1.808939,1.875637,1.271267,1.476008,1.795884,35
1.977795,1.570826,1.98014,1.946483,1.936198,1.947509,1.645158,1.648305,1.905594,1.971376,1.896544,1.907668,2.000295,1.480693,1.604208,1.913312,35
1.9801,1.870718,1.998049,1.968677,1.907688,1.94593,1.663969,1.674969,1.911952,1.981325,1.91375,1.929798,1.829296,1.434343,1.601597,1.917028,35
1.829398,1.771047,1.842691,1.826171,1.739864,1.797627,1.484254,1.503441,1.771909,1.837859,1.766107,1.785409,1.854833,1.221347,1.425703,1.765771,35
1.853269,1.796155,1.868343,1.84115,1.760324,1.816205,1.504657,1.523732,1.784633,1.856639,1.779809,1.799876,1.875793,1.207774,1.44333,1.784043,35
1.889768,1.633299,1.894248,1.876445,1.825913,1.868605,1.558107,1.561648,1.832758,1.892907,1.82456,1.835586,1.918763,1.348639,1.504775,1.828004,35
1.861233,1.786197,1.864296,1.850018,1.749659,1.830651,1.504846,1.528704,1.804153,1.866751,1.787058,1.808,1.878114,1.188375,1.464488,1.794139,35
1.861986,1.862206,1.860379,1.880647,1.736481,1.844481,1.527446,1.562517,1.836999,1.881139,1.81649,1.840603,1.883096,1.199838,1.491913,1.807963,35
1.852257,1.883531,1.862962,1.881052,1.71145,1.830776,1.527024,1.56268,1.823272,1.871853,1.814389,1.840281,1.874804,1.18091,1.473959,1.79943,35
1.85427,1.823778,1.855521,1.856268,1.734072,1.823276,1.49732,1.53364,1.810428,1.866225,1.789621,1.815365,1.86692,1.187244,1.468922,1.793178,35
1.858945,1.717145,1.846821,1.858947,1.777252,1.840842,1.509573,1.538205,1.830054,1.874426,1.800928,1.820637,1.879714,1.292705,1.494178,1.804319,35
1.865447,1.768576,1.872194,1.850667,1.763936,1.795486,1.466143,1.534302,1.789528,1.866297,1.770144,1.812384,1.853551,1.183328,1.465434,1.797465,35
1.885713,1.668545,1.88754,1.873757,1.799698,1.828487,1.50462,1.561992,1.819431,1.887282,1.799888,1.836236,1.882748,1.258823,1.500087,1.822674,35
1.825113,1.711739,1.840774,1.850956,1.749027,1.80781,1.509966,1.535768,1.792068,1.826362,1.794965,1.813899,1.870313,1.285068,1.450785,1.779941,35
1.86983,1.682534,1.860891,1.854944,1.783996,1.834983,1.499359,1.536297,1.820333,1.876661,1.791527,1.816575,1.880045,1.270767,1.492169,1.808088,35
1.818004,1.829901,1.831058,1.835679,1.720528,1.795381,1.490962,1.515734,1.782311,1.836789,1.77642,1.796974,1.850793,1.226642,1.428763,1.763144,35
1.872309,1.806597,1.883231,1.846472,1.781464,1.842024,1.525416,1.529635,1.800368,1.872831,1.791423,1.804136,1.898893,1.229932,1.461779,1.798476,35
1.858942,1.811542,1.865414,1.854615,1.746188,1.826082,1.507152,1.536891,1.80492,1.866902,1.790282,1.813848,1.876999,1.183967,1.463311,1.79365,35
1.856705,1.849965,1.873636,1.866066,1.735605,1.837972,1.538183,1.549514,1.808317,1.867689,1.807679,1.823628,1.890379,1.193617,1.458013,1.794487,35
1.851416,1.590936,1.896667,1.879246,1.727365,1.820996,1.57897,1.57075,1.800664,1.873405,1.837485,1.846255,1.901028,1.778434,1.475367,1.811275,35
1.883231,1.6399,1.878554,1.881132,1.815302,1.860902,1.545164,1.56982,1.843751,1.893609,1.824875,1.843746,1.907961,1.344728,1.515394,1.828009,35
1.829094,1.819472,1.84487,1.83318,1.745944,1.807729,1.50486,1.51461,1.780797,1.842222,1.778869,1.793158,1.866634,1.239773,1.428955,1.767849,35
1.86015,1.786931,1.869619,1.84245,1.772979,1.823418,1.506384,1.52689,1.793702,1.863751,1.782551,1.802268,1.881906,1.2222,1.455327,1.790311,35
1.81132,1.790933,1.823114,1.832839,1.722168,1.80415,1.502298,1.508929,1.784361,1.83258,1.781272,1.792984,1.855364,1.267749,1.427158,1.7601,35
1.82954,1.823377,1.838128,1.842027,1.727318,1.809299,1.499141,1.521704,1.793476,1.84665,1.783247,1.802542,1.860574,1.220734,1.442333,1.772849,35
1.841958,1.767439,1.847146,1.837287,1.746614,1.813658,1.493502,1.516436,1.791169,1.851495,1.777122,1.797139,1.865527,1.220403,1.447975,1.779089,35
2.076583,1.820301,2.057392,1.960812,2.105982,2.017596,1.656553,1.660057,1.944562,2.027068,1.90695,1.917371,2.065179,1.426242,1.686249,1.983858,35
1.867854,1.759022,1.885011,1.859204,1.776922,1.808535,1.501466,1.551434,1.793687,1.869376,1.787225,1.821924,1.876012,1.222292,1.463338,1.800872,35
1.847761,1.715323,1.849385,1.835899,1.767491,1.825195,1.502583,1.514897,1.798404,1.856358,1.781722,1.796142,1.876206,1.274742,1.45798,1.78499,35
1.825065,1.82027,1.845216,1.834755,1.72607,1.790791,1.489639,1.516677,1.771803,1.837106,1.771939,1.795274,1.85268,1.209235,1.421686,1.764535,35
1.843291,1.799502,1.857638,1.842872,1.758936,1.82619,1.519246,1.528995,1.792425,1.837012,1.791472,1.803846,1.890621,1.245514,1.451415,1.784554,35
1.839486,1.742139,1.85487,1.82993,1.757452,1.807152,1.496533,1.50911,1.77468,1.844188,1.771951,1.788796,1.866797,1.242171,1.431745,1.773553,35
1.815817,1.785961,1.835366,1.827022,1.728334,1.786285,1.485207,1.506297,1.766335,1.829323,1.767347,1.78749,1.847433,1.233051,1.414679,1.757498,35
1.897338,1.682355,1.917417,1.891133,1.840282,1.870253,1.583855,1.58673,1.83241,1.899646,1.8396,1.851871,1.934078,1.359485,1.50356,1.835624,35
1.963864,1.599927,1.961686,1.939821,1.917068,1.945553,1.641108,1.640217,1.906749,1.963534,1.893486,1.901078,1.994045,1.460936,1.596109,1.901648,35
1.838482,1.778705,1.847411,1.829106,1.747797,1.804974,1.48566,1.507563,1.779344,1.845625,1.768341,1.788563,1.860574,1.214331,1.436188,1.772672,35
1.828923,1.805241,1.843291,1.842126,1.721645,1.801052,1.49602,1.523297,1.785062,1.843455,1.780228,1.802734,1.857095,1.213354,1.435365,1.771309,35
1.833638,1.788855,1.844187,1.833658,1.737324,1.804979,1.491204,1.51259,1.781948,1.844031,1.773452,1.793299,1.859843,1.213989,1.435167,1.771325,35
1.815566,1.822342,1.831413,1.832101,1.718404,1.783896,1.479291,1.511739,1.773307,1.832476,1.768871,1.793496,1.842133,1.215768,1.421686,1.759496,35
1.848543,1.774603,1.857701,1.846226,1.737743,1.816198,1.499201,1.525778,1.793574,1.856168,1.78259,1.80517,1.868327,1.198061,1.450955,1.78477,35
1.822803,1.755459,1.83199,1.830573,1.728866,1.789355,1.473823,1.507277,1.776116,1.83576,1.766258,1.791294,1.84307,1.225213,1.431182,1.7654,35
1.822395,1.787235,1.837975,1.825039,1.728686,1.791421,1.481131,1.501282,1.767234,1.83257,1.76411,1.784076,1.848694,1.212992,1.418398,1.760463,35
1.831564,1.796308,1.84471,1.831611,1.729469,1.800659,1.487308,1.50883,1.776415,1.840934,1.77,1.790494,1.855904,1.203308,1.429176,1.768391,35
1.833835,1.75857,1.844309,1.829826,1.739237,1.798394,1.48047,1.506718,1.775689,1.841422,1.766591,1.789089,1.853405,1.211205,1.432563,1.770241,35
1.820367,1.766396,1.832102,1.827454,1.727004,1.789526,1.476499,1.503453,1.772403,1.833099,1.76523,1.787513,1.844285,1.223439,1.424815,1.761856,35
1.823975,1.784987,1.824657,1.841955,1.722758,1.800032,1.476498,1.522459,1.796364,1.827198,1.77883,1.805752,1.85354,1.227257,1.457775,1.776691,35
1.813705,1.737841,1.832237,1.830705,1.729392,1.787211,1.488502,1.509368,1.767196,1.827564,1.77086,1.791064,1.846489,1.247889,1.416983,1.759028,35
1.841477,1.785914,1.841401,1.843993,1.740708,1.810019,1.485012,1.522871,1.800891,1.855404,1.779578,1.805324,1.857781,1.221556,1.459379,1.782938,35
1.815215,1.797161,1.826504,1.835191,1.723296,1.782916,1.475214,1.514849,1.777888,1.83363,1.770107,1.797428,1.838468,1.225239,1.429077,1.762311,35
1.818264,1.787157,1.830112,1.828431,1.717994,1.791842,1.480017,1.503741,1.77378,1.83243,1.767256,1.788103,1.845121,1.217978,1.423699,1.76072,35
1.828987,1.830651,1.839016,1.858953,1.703704,1.803537,1.494492,1.544034,1.801355,1.833173,1.792665,1.822483,1.860633,1.195346,1.459165,1.782946,35
1.857666,1.984226,1.885993,1.965278,1.676176,1.865435,1.618797,1.667775,1.883868,1.886887,1.901271,1.930518,1.916374,1.238051,1.52679,1.838206,35
1.839559,1.820089,1.839638,1.857521,1.732534,1.80894,1.490437,1.538409,1.809812,1.859451,1.790055,1.820063,1.854762,1.224812,1.468206,1.787202,35
1.826081,1.836481,1.834282,1.848501,1.717439,1.803247,1.495917,1.530057,1.798668,1.847643,1.786854,1.81095,1.854651,1.233975,1.448249,1.774639,35
1.819244,1.749583,1.83145,1.834688,1.739501,1.804243,1.50073,1.511797,1.781689,1.835566,1.779983,1.794331,1.857054,1.259009,1.42967,1.764995,35
1.853882,1.71279,1.847369,1.88066,1.77509,1.842714,1.529373,1.571922,1.845126,1.862368,1.824454,1.847627,1.893258,1.332704,1.51257,1.814873,35
1.857325,1.755294,1.860243,1.83854,1.777046,1.827184,1.503459,1.520208,1.797559,1.86239,1.781268,1.798264,1.880696,1.237749,1.459206,1.789265,35
1.916791,1.642738,1.904817,1.919921,1.845623,1.887666,1.571013,1.616867,1.886265,1.929641,1.858056,1.885364,1.930938,1.380792,1.567579,1.865558,35
1.837946,1.836013,1.84271,1.856571,1.732768,1.806623,1.49516,1.541652,1.807673,1.858025,1.790768,1.820209,1.858471,1.226811,1.462767,1.785183,35
1.846108,1.801314,1.853725,1.853416,1.743427,1.81241,1.500854,1.539644,1.803484,1.860093,1.78923,1.815996,1.867821,1.220087,1.460084,1.787485,35
1.822528,1.769681,1.835866,1.833738,1.726,1.786219,1.47681,1.513267,1.774433,1.835662,1.768157,1.794995,1.843647,1.218231,1.428382,1.765377,35
1.840233,1.802887,1.842913,1.843591,1.738557,1.805073,1.482812,1.524066,1.797582,1.854178,1.777863,1.805401,1.855775,1.21398,1.4556,1.781146,35
1.820519,1.822953,1.834219,1.840484,1.722378,1.800236,1.497735,1.525515,1.788034,1.831853,1.782986,1.803639,1.861129,1.234718,1.437669,1.768689,35
1.871091,1.81504,1.893147,1.885929,1.75043,1.838269,1.550415,1.580101,1.81787,1.880661,1.821641,1.846558,1.898979,1.204292,1.473845,1.809732,35
1.878669,1.644562,1.879552,1.87667,1.810587,1.849453,1.537013,1.565175,1.832939,1.887523,1.817947,1.839218,1.900594,1.334497,1.504463,1.822161,35
1.863043,1.809713,1.87052,1.850455,1.759607,1.823839,1.504394,1.535235,1.801021,1.868333,1.78628,1.810503,1.879417,1.195094,1.462669,1.794589,35
1.825213,1.794554,1.842938,1.83083,1.735849,1.78734,1.481881,1.512078,1.76942,1.836053,1.767153,1.791659,1.84918,1.215295,1.422374,1.764131,35
1.832748,1.764557,1.839295,1.839618,1.740021,1.79756,1.481611,1.520671,1.788378,1.84627,1.774657,1.801651,1.85176,1.227852,1.445617,1.775295,35
1.842471,1.791216,1.843451,1.848839,1.74177,1.809111,1.487959,1.530813,1.80349,1.857447,1.7832,1.811217,1.85894,1.222479,1.46235,1.785378,35
1.813998,1.824372,1.826548,1.836949,1.718117,1.785754,1.481546,1.517767,1.781018,1.834626,1.773977,1.799531,1.841882,1.229631,1.429344,1.762022,35
1.829599,1.803211,1.848344,1.835885,1.738558,1.795426,1.493608,1.519323,1.775387,1.840767,1.774376,1.796825,1.857984,1.2215,1.427099,1.768412,35
1.966033,1.612219,1.973443,1.957154,1.907985,1.931321,1.63777,1.663796,1.905717,1.958509,1.900353,1.920826,1.989481,1.439407,1.601985,1.909699,35
1.866352,1.709097,1.860515,1.857553,1.777546,1.834002,1.504523,1.540486,1.819234,1.8748,1.794264,1.818959,1.880337,1.248284,1.486672,1.804954,35
1.861668,1.700045,1.865781,1.855177,1.781511,1.829608,1.514077,1.541399,1.809626,1.86926,1.795311,1.816975,1.884338,1.270622,1.474437,1.800296,35
1.863863,1.795223,1.877428,1.851908,1.769483,1.829407,1.520244,1.53914,1.799181,1.868027,1.792342,1.811797,1.889575,1.222584,1.458913,1.795292,35
1.817304,1.833815,1.842238,1.833441,1.731527,1.788081,1.496797,1.516551,1.767437,1.83204,1.774304,1.794218,1.853156,1.230278,1.41319,1.75913,35
1.952492,1.582812,1.946965,1.908037,1.902704,1.919261,1.596675,1.603221,1.876983,1.944609,1.856443,1.868715,1.96983,1.411656,1.570967,1.882047,35
1.840929,1.806326,1.860512,1.838881,1.749522,1.806832,1.503867,1.521958,1.778042,1.847902,1.778627,1.798243,1.868996,1.217279,1.432034,1.775507,35
1.844287,1.783406,1.862495,1.836771,1.754698,1.81099,1.504651,1.518343,1.777911,1.848999,1.777663,1.795427,1.871973,1.223373,1.433766,1.777243,35
1.891362,1.662615,1.879562,1.8733,1.803962,1.865755,1.531464,1.557037,1.844826,1.897174,1.814768,1.834172,1.90692,1.299885,1.518687,1.829121,35
1.849921,1.774122,1.861041,1.846383,1.749778,1.813904,1.501218,1.530365,1.792567,1.857223,1.783081,1.806828,1.871243,1.210988,1.450997,1.785716,35
1.839967,1.829675,1.851561,1.851226,1.732038,1.806042,1.498163,1.536086,1.795852,1.854363,1.785968,1.812964,1.862222,1.201144,1.449527,1.781314,35
1.819768,1.790135,1.836678,1.833274,1.738183,1.79119,1.491044,1.515709,1.774813,1.835021,1.773772,1.794869,1.852148,1.239072,1.424115,1.762958,35
1.834051,1.832043,1.855488,1.842683,1.745514,1.804129,1.509157,1.529017,1.781579,1.846357,1.783957,1.803697,1.868318,1.230272,1.431216,1.773005,35
1.870692,1.678399,1.883383,1.876434,1.802462,1.839558,1.54263,1.567717,1.819603,1.879377,1.817399,1.838584,1.898397,1.311718,1.486074,1.81401,35
1.832724,1.831275,1.841981,1.84477,1.735068,1.801766,1.492434,1.528801,1.793379,1.849516,1.781648,1.80721,1.857497,1.217602,1.445837,1.775644,35
1.884354,1.68134,1.882452,1.877261,1.801468,1.852047,1.534211,1.568339,1.836805,1.892001,1.816259,1.840255,1.903445,1.290819,1.507785,1.824271,35
1.842429,1.847772,1.851229,1.858448,1.729533,1.809682,1.500601,1.543717,1.805639,1.859772,1.792121,1.820809,1.862991,1.202547,1.459412,1.786312,35
1.851078,1.818377,1.857315,1.850897,1.754911,1.819493,1.505309,1.537236,1.804559,1.863266,1.789262,1.812804,1.874709,1.21673,1.461192,1.788959,35
1.871773,1.823544,1.887503,1.880763,1.765921,1.846798,1.548574,1.578063,1.824068,1.866266,1.822123,1.843701,1.912852,1.219328,1.48739,1.814605,35
2.018907,1.967609,2.033095,2.011353,1.92022,1.980556,1.70068,1.72888,1.957424,2.022255,1.951205,1.974506,1.859489,1.403614,1.649375,1.95483,35
1.853459,1.818143,1.8657,1.84544,1.763202,1.816621,1.505774,1.531661,1.792921,1.860678,1.784114,1.806164,1.876753,1.215141,1.451103,1.786678,35
1.851707,1.831325,1.87433,1.847991,1.760174,1.808542,1.509158,1.535656,1.78285,1.857154,1.784432,1.808273,1.874954,1.213483,1.440387,1.784422,35
2.001754,1.905589,2.014369,1.984737,1.931073,1.970071,1.686292,1.697885,1.938019,2.003889,1.932546,1.947635,1.852558,1.448851,1.629428,1.936998,35
1.885093,1.787811,1.897479,1.872431,1.788426,1.8496,1.543238,1.565322,1.820329,1.888053,1.81226,1.832955,1.909654,1.229426,1.484456,1.816244,35
1.873342,1.840512,1.89279,1.891112,1.753655,1.840062,1.551232,1.58773,1.825947,1.885399,1.825614,1.852972,1.900593,1.199356,1.481915,1.813906,35
1.881557,1.777723,1.897941,1.878653,1.787985,1.839187,1.540632,1.574795,1.818659,1.886456,1.814364,1.840815,1.903251,1.23541,1.483889,1.816446,35
1.848933,1.81566,1.86058,1.850393,1.762375,1.8099,1.503274,1.540487,1.797234,1.860458,1.787114,1.813657,1.872085,1.229606,1.45543,1.787092,35
2.039736,1.598615,2.033898,1.989135,1.986473,1.980495,1.666812,1.705649,1.952815,2.025923,1.926681,1.954282,2.036995,1.469717,1.670821,1.967688,35
1.921868,1.670617,1.913641,1.882666,1.852802,1.882278,1.551346,1.577661,1.85379,1.919071,1.824648,1.845197,1.934998,1.310816,1.537132,1.850069,35
1.903998,1.825477,1.91748,1.895782,1.787942,1.860272,1.559078,1.595195,1.837475,1.906865,1.829805,1.857308,1.921003,1.205813,1.505412,1.834084,35
1.87528,1.825523,1.88808,1.890308,1.752224,1.850378,1.555846,1.585512,1.833675,1.888559,1.828629,1.85197,1.905473,1.210453,1.489293,1.81564,35
1.860994,1.785983,1.876033,1.858278,1.774047,1.827433,1.526326,1.550024,1.803713,1.868688,1.799018,1.820227,1.890664,1.245317,1.462538,1.796888,35
1.872453,1.909987,1.903109,1.909298,1.738734,1.834189,1.565137,1.611231,1.828177,1.888946,1.839401,1.872149,1.900006,1.191049,1.480779,1.816912,35
1.916114,1.703959,1.89516,1.861364,1.824001,1.869856,1.512768,1.549363,1.844925,1.911688,1.798956,1.823755,1.914975,1.269536,1.531341,1.838662,35
1.945791,2.025516,1.955967,2.014797,1.720635,1.904583,1.649971,1.732901,1.925506,1.976451,1.934433,1.982536,1.943406,1.21046,1.595449,1.892849,35
1.80122,1.663187,1.855952,1.836583,1.672029,1.794884,1.543958,1.502578,1.740972,1.815655,1.793993,1.79072,1.860038,1.553504,1.386284,1.752574,35
1.878349,1.776965,1.869662,1.896029,1.736919,1.888359,1.569631,1.573759,1.85222,1.877864,1.843172,1.852051,1.917425,1.238871,1.517212,1.826477,35
1.924264,2.023678,1.917555,2.036449,1.758904,1.952352,1.679461,1.745589,1.980922,1.944777,1.971675,2.002622,1.97916,1.262194,1.640025,1.912038,35
1.900854,1.936765,1.912143,1.964602,1.722885,1.873481,1.591087,1.659731,1.88759,1.92675,1.884074,1.925581,1.909532,1.162713,1.54705,1.858817,35
1.899302,1.896907,1.91593,1.967003,1.693987,1.847079,1.577255,1.668112,1.869077,1.922834,1.877122,1.930769,1.890378,1.1805,1.539797,1.854478,35
1.987881,2.045588,1.989239,2.083879,1.777647,1.950902,1.686865,1.793379,1.993363,2.023152,1.989786,2.048308,1.968372,1.258103,1.674442,1.956376,35
1.977422,2.104859,2.016732,2.06478,1.821193,1.977317,1.758811,1.792364,1.976944,1.996257,2.007216,2.030854,1.883633,1.374262,1.641849,1.946302,35
1.866021,1.952477,1.886794,1.930466,1.708831,1.837785,1.570042,1.631834,1.85298,1.896267,1.857492,1.895312,1.890887,1.19303,1.502627,1.822906,35
1.85842,1.97052,1.896329,1.933369,1.691716,1.859095,1.61313,1.629315,1.846545,1.888583,1.873993,1.892584,1.91194,1.205974,1.480958,1.816299,35
1.844696,1.925397,1.88355,1.909809,1.695021,1.836022,1.58504,1.604904,1.824113,1.871624,1.84962,1.870091,1.895594,1.213684,1.459619,1.799816,35
1.852937,1.957816,1.89229,1.923313,1.67999,1.841887,1.589983,1.614265,1.829738,1.879071,1.85769,1.881165,1.894519,1.178406,1.467699,1.808069,35
1.874796,1.977937,1.902943,1.95501,1.698985,1.861084,1.603529,1.65263,1.869926,1.906711,1.883115,1.915885,1.907591,1.170523,1.513061,1.836388,35
