@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.889235,1.573398,1.496845,1.681289,1.454035,1.918378,35
1.437497,1.044938,1.889632,1.72763,1.704324,1.510262,35
1.538854,1.215698,1.99883,1.742187,1.704985,1.557873,35
1.8934,1.578434,1.500137,1.679265,1.442977,1.922741,35
1.880108,1.56513,1.471692,1.656446,1.440796,1.922725,35
1.90716,1.592555,1.474788,1.691832,1.468348,1.946259,35
1.492472,1.086164,1.811661,1.764685,1.670817,1.615938,35
2.001772,1.759321,1.836888,1.821667,1.040562,1.999745,35
1.867089,1.555036,1.489709,1.646813,1.44006,1.906402,35
1.894201,1.585495,1.507315,1.677207,1.454164,1.927627,35
1.471577,1.069353,1.830194,1.738617,1.688545,1.604949,35
1.989028,1.758525,1.874897,1.776702,1.048772,1.964198,35
1.857249,1.549492,1.507033,1.637826,1.443967,1.896107,35
1.878468,1.568621,1.499205,1.662675,1.450824,1.920146,35
1.45901,1.040354,1.846562,1.75707,1.692887,1.589571,35
1.461915,1.058933,1.841602,1.747312,1.700163,1.600206,35
1.880822,1.568498,1.476686,1.660973,1.459334,1.936354,35
1.879293,1.573857,1.486634,1.653956,1.449379,1.923405,35
1.442752,1.106237,1.963747,1.594726,1.784495,1.530424,35
1.47387,1.054376,1.841958,1.783051,1.716889,1.62356,35
2.03176,1.776359,1.911094,1.872198,1.151378,2.047962,35
1.881887,1.573686,1.507277,1.664155,1.461619,1.931933,35
1.892153,1.579928,1.484457,1.676823,1.452995,1.935444,35
1.447145,1.051876,1.842552,1.718678,1.664413,1.565704,35
2.000791,1.762618,1.850686,1.814808,1.046241,1.999095,35
1.854505,1.558022,1.509828,1.600023,1.413538,1.889008,35
1.999015,1.720948,1.670231,1.790551,1.60415,2.040993,35
2.011431,1.766524,1.837711,1.852591,1.084299,2.018008,35
1.545218,1.1596,1.889858,1.845301,1.787364,1.720992,35
1.822048,1.526631,1.506145,1.58344,1.441011,1.861567,35
1.900626,1.599419,1.508082,1.68049,1.46282,1.940832,35
1.43117,1.068206,1.910049,1.696293,1.707366,1.513513,35
1.773,1.471263,1.842202,1.852295,1.448775,1.902708,35
1.876823,1.571495,1.491805,1.645871,1.432314,1.923078,35
1.887474,1.580503,1.518825,1.673847,1.454049,1.920987,35
1.445112,1.124495,2.002037,1.684218,1.759722,1.467745,35
1.562459,1.291429,2.055459,1.700473,1.749342,1.555791,35
1.876305,1.571651,1.493929,1.649877,1.440845,1.921897,35
1.830622,1.525055,1.500333,1.603014,1.437005,1.857867,35
1.774075,1.537068,2.108752,1.355812,1.786738,1.7425,35
1.425186,1.034893,1.897451,1.708373,1.686916,1.504608,35
1.491875,1.08231,1.839603,1.781003,1.715869,1.635256,35
1.864847,1.556722,1.484818,1.631732,1.427995,1.908216,35
1.884747,1.573813,1.475898,1.662234,1.448514,1.938262,35
1.493926,1.108437,1.84339,1.761034,1.715996,1.611755,35
1.500117,1.119396,1.848881,1.771542,1.72345,1.62874,35
1.874394,1.565323,1.496266,1.652977,1.442634,1.920514,35
1.875373,1.564113,1.488854,1.667883,1.469405,1.928155,35
1.45584,1.068959,1.828668,1.718337,1.654443,1.551708,35
1.463029,1.083385,1.810657,1.704464,1.620111,1.562353,35
1.873143,1.560397,1.490007,1.659289,1.446901,1.916164,35
1.894713,1.581901,1.487969,1.674401,1.444274,1.924162,35
1.589896,1.220601,1.940138,1.863015,1.790451,1.690882,35
1.478455,1.079032,1.834115,1.748832,1.67759,1.608567,35
1.912406,1.597026,1.471489,1.680313,1.428753,1.951473,35
1.913349,1.597772,1.46987,1.685458,1.435378,1.949445,35
1.477547,1.054347,1.832332,1.785144,1.702328,1.620126,35
1.473908,1.075053,1.836652,1.755096,1.688319,1.600429,35
1.897802,1.585189,1.468858,1.670777,1.444371,1.949859,35
1.884751,1.57458,1.480107,1.667594,1.459753,1.935621,35
1.851209,1.599258,1.761392,1.246724,1.351717,1.835965,35
1.796431,1.512232,1.622465,1.612459,1.27652,1.832832,35
2.121167,1.874764,1.877806,1.66302,1.800739,2.178749,35
1.579853,1.220151,1.933783,1.845528,1.788417,1.677326,35
1.427007,1.043745,1.878484,1.699503,1.674127,1.513531,35
1.887626,1.575238,1.476626,1.662963,1.443114,1.937282,35
1.886924,1.583661,1.50253,1.652808,1.435827,1.912835,35
1.422749,1.068934,1.933205,1.685704,1.707078,1.479154,35
1.470695,1.089169,1.814226,1.727911,1.651312,1.592918,35
1.887049,1.577203,1.473027,1.673146,1.475907,1.947931,35
1.811127,1.516907,1.527563,1.574544,1.454937,1.826124,35
1.473238,1.087804,1.833917,1.737041,1.693269,1.607435,35
1.450231,1.055667,1.832247,1.72188,1.661708,1.568293,35
1.888868,1.587062,1.481145,1.660318,1.463091,1.959127,35
1.898297,1.590467,1.49821,1.692888,1.481306,1.949001,35
1.828374,1.551141,1.613581,1.452944,1.459859,1.828031,35
1.4954,1.084437,1.830671,1.785415,1.707584,1.625602,35
1.513941,1.100183,1.835005,1.817105,1.712629,1.635816,35
1.531456,1.178834,1.933096,1.776196,1.793098,1.641435,35
1.889207,1.577008,1.471963,1.663366,1.444926,1.939945,35
1.938992,1.625585,1.455811,1.719992,1.487687,1.990645,35
1.609706,1.25562,1.909541,1.851545,1.774623,1.727959,35
1.482422,1.074077,1.820478,1.763663,1.674998,1.623388,35
1.902866,1.587663,1.461897,1.674399,1.477203,1.959251,35
1.908476,1.606673,1.554729,1.698627,1.46252,1.931434,35
1.42689,1.050911,1.878273,1.687784,1.674632,1.517758,35
1.469993,1.109977,1.935257,1.736477,1.73543,1.571202,35
1.945486,1.644381,1.529069,1.733235,1.569597,2.019075,35
1.880875,1.571096,1.49995,1.671231,1.483377,1.928633,35
1.475908,1.055034,1.825864,1.766689,1.668498,1.599483,35
1.47552,1.045707,1.84337,1.784706,1.713222,1.634509,35
1.864404,1.543931,1.534837,1.707541,1.244406,1.898809,35
1.463354,1.132644,1.908518,1.677242,1.678341,1.506895,35
1.457027,1.071516,1.85803,1.727349,1.694948,1.560218,35
1.823459,1.524207,1.511432,1.575425,1.412105,1.84822,35
1.874912,1.567235,1.50328,1.652504,1.444137,1.911476,35
1.462208,1.084005,1.84403,1.706541,1.690863,1.579385,35
1.488488,1.08908,1.81355,1.753726,1.662591,1.634428,35
1.889838,1.578213,1.464151,1.657331,1.44491,1.943426,35
1.901228,1.587433,1.473818,1.681409,1.4592,1.941248,35
1.446569,1.057896,1.854117,1.703169,1.685428,1.546723,35
1.487311,1.112059,1.815048,1.713709,1.650047,1.610304,35
1.886767,1.575752,1.459048,1.660456,1.465591,1.950223,35
1.886681,1.583125,1.521024,1.655038,1.444189,1.915893,35
1.563536,1.215287,1.924645,1.815369,1.788327,1.675093,35
1.991123,1.805494,2.097835,1.495474,1.369828,1.929065,35
1.890063,1.579573,1.466554,1.669553,1.465661,1.953022,35
1.878767,1.572893,1.494829,1.654066,1.446932,1.927139,35
1.458011,1.06512,1.841016,1.697504,1.671082,1.565638,35
1.544641,1.154056,1.870908,1.819199,1.750909,1.708337,35
1.850063,1.544984,1.484376,1.615953,1.442701,1.894164,35
1.883808,1.583082,1.536137,1.666463,1.458857,1.922238,35
1.506797,1.182946,1.876755,1.645223,1.529045,1.473238,35
1.990265,1.73276,1.815923,1.820558,1.041555,2.010062,35
1.86767,1.564795,1.484224,1.621841,1.423241,1.91108,35
1.878397,1.575269,1.500726,1.650423,1.435777,1.927566,35
1.507394,1.13638,1.806967,1.744992,1.659341,1.627865,35
1.492461,1.1709,1.947409,1.721366,1.730155,1.594498,35
2.020485,1.835919,2.049708,1.298911,1.704513,2.033356,35
1.98671,1.70746,1.636442,1.778077,1.622089,2.048153,35
1.896006,1.599051,1.499437,1.669467,1.488833,1.956762,35
1.507159,1.24954,2.054024,1.69375,1.777909,1.473494,35
1.505914,1.165493,1.875716,1.76287,1.77277,1.658566,35
1.835021,1.545351,1.54536,1.599808,1.468019,1.884182,35
1.882908,1.585595,1.537643,1.667612,1.483052,1.934083,35
1.47576,1.13454,1.872439,1.68181,1.729712,1.599669,35
1.769263,1.490391,1.859425,1.82377,1.468795,1.914368,35
1.877662,1.58127,1.527364,1.662563,1.483607,1.944552,35
1.877777,1.577313,1.539182,1.670676,1.481357,1.926504,35
1.472052,1.130045,1.8811,1.714788,1.742414,1.583932,35
1.973014,1.742681,1.850277,1.779533,1.085849,1.977611,35
1.918272,1.626955,1.545203,1.710247,1.563858,2.007202,35
1.894606,1.603234,1.562009,1.675335,1.487456,1.94199,35
1.441339,1.106618,1.878126,1.65581,1.652411,1.520071,35
1.526679,1.167481,1.881841,1.799152,1.774393,1.700856,35
1.950526,1.753225,2.041449,1.411126,1.482144,1.964146,35
1.85553,1.548937,1.47737,1.645736,1.500182,1.929692,35
1.842739,1.561227,1.547593,1.574693,1.451244,1.857017,35
1.423473,1.05446,1.90615,1.712575,1.733718,1.536816,35
1.516108,1.118522,1.826956,1.791267,1.719063,1.692622,35
1.637486,1.414174,2.144249,1.409076,1.871136,1.634641,35
1.81984,1.595975,1.748044,1.390547,1.267467,1.825847,35
1.845793,1.538398,1.534312,1.648002,1.49183,1.893132,35
1.90177,1.598249,1.517769,1.687273,1.467312,1.942934,35
1.507729,1.227705,1.934092,1.644844,1.618954,1.492979,35
1.720053,1.429576,1.874436,1.694139,1.424489,1.729808,35
1.873575,1.572941,1.505428,1.64363,1.442999,1.917197,35
1.917131,1.619477,1.504462,1.679049,1.452008,1.951993,35
1.487548,1.169227,1.853559,1.628665,1.527409,1.503055,35
1.471534,1.072712,1.828148,1.752388,1.690033,1.625713,35
1.993493,1.795823,2.010879,1.234204,1.630444,1.994232,35
1.890257,1.580291,1.481313,1.663933,1.436536,1.937475,35
1.891611,1.586107,1.485028,1.64348,1.4399,1.925687,35
1.439079,1.119711,1.947462,1.655343,1.709787,1.470847,35
1.480201,1.103767,1.832238,1.741254,1.690697,1.619308,35
1.868181,1.559073,1.480892,1.659537,1.483503,1.938219,35
1.89952,1.593235,1.48078,1.676506,1.465337,1.95204,35
1.46505,1.073996,1.840652,1.736882,1.703869,1.596434,35
1.44585,1.080263,1.879572,1.711415,1.721153,1.561231,35
1.865933,1.557493,1.493887,1.650672,1.462938,1.92049,35
1.891581,1.584837,1.499485,1.669319,1.445404,1.930003,35
1.428496,1.055537,1.889662,1.67463,1.684007,1.518398,35
1.766209,1.479913,1.849767,1.809968,1.43328,1.880965,35
1.879967,1.562288,1.475419,1.661164,1.457163,1.926604,35
1.880999,1.570323,1.48037,1.654283,1.437814,1.915892,35
1.473837,1.100015,1.824649,1.705875,1.669187,1.61554,35
1.481297,1.098318,1.830015,1.740861,1.694123,1.632259,35
1.867931,1.562321,1.483193,1.646063,1.454509,1.923956,35
1.88154,1.575544,1.503526,1.666592,1.454309,1.917166,35
1.49745,1.077454,1.814279,1.783097,1.66266,1.608212,35
1.510235,1.104302,1.841262,1.792202,1.713548,1.645505,35
1.877073,1.567512,1.468654,1.639313,1.429541,1.911976,35
1.901561,1.590272,1.475739,1.678824,1.454674,1.942986,35
1.464269,1.058242,1.823904,1.746345,1.659566,1.576103,35
1.491438,1.054213,1.828887,1.801476,1.698323,1.65316,35
1.905802,1.592464,1.516077,1.686093,1.463921,1.937345,35
1.900577,1.58557,1.464886,1.681792,1.463743,1.950496,35
1.480875,1.092424,1.82304,1.742994,1.692745,1.590997,35
1.482576,1.107866,1.830689,1.729068,1.675188,1.603333,35
1.821881,1.520076,1.484702,1.57826,1.427427,1.853216,35
1.887088,1.578009,1.454565,1.659276,1.461777,1.936685,35
1.454801,1.133456,1.9533,1.653878,1.650254,1.452263,35
1.505858,1.060263,1.842719,1.829681,1.720896,1.687178,35
1.885689,1.570407,1.498744,1.674223,1.474373,1.935423,35
1.887907,1.574313,1.473985,1.674384,1.453043,1.926417,35
1.45582,1.076588,1.846969,1.692624,1.685398,1.566863,35
1.983845,1.736845,1.833325,1.798653,1.035154,1.981338,35
1.839213,1.53791,1.463469,1.589588,1.435273,1.881235,35
1.900657,1.589797,1.46413,1.670544,1.459911,1.938962,35
1.506373,1.144168,1.889022,1.680981,1.541043,1.51186,35
1.781932,1.448514,1.831688,1.795381,1.40275,1.80174,35
1.869858,1.561371,1.478575,1.629772,1.423471,1.899702,35
1.917399,1.60351,1.47501,1.705437,1.474864,1.958352,35
1.867622,1.569059,1.63264,1.714671,1.582995,1.893107,35
1.46958,1.08101,1.849344,1.748769,1.708647,1.574791,35
1.455902,1.047804,1.841508,1.754914,1.693805,1.58941,35
1.817525,1.522478,1.513201,1.565824,1.431017,1.826095,35
1.900448,1.59618,1.498278,1.677759,1.458234,1.931079,35
1.571452,1.214536,1.910255,1.824814,1.752913,1.65425,35
1.477235,1.097042,1.833069,1.731687,1.66602,1.588248,35
1.872998,1.557788,1.468327,1.649977,1.45295,1.924218,35
1.891121,1.584775,1.498171,1.675004,1.461516,1.936992,35
1.47094,1.075721,1.827691,1.745146,1.684153,1.606768,35
1.483623,1.0978,1.799794,1.731343,1.636671,1.616552,35
1.799255,1.494642,1.50112,1.554268,1.435004,1.812114,35
1.885058,1.573817,1.49477,1.677337,1.470948,1.928849,35
1.58224,1.238271,1.909229,1.805014,1.749175,1.691614,35
1.423159,1.054445,1.903458,1.685984,1.681832,1.508701,35
1.880751,1.565271,1.463625,1.668573,1.477274,1.940687,35
1.88994,1.583073,1.496,1.666,1.465284,1.926882,35
1.486924,1.123526,1.881266,1.668724,1.537443,1.507717,35
1.492813,1.080305,1.831233,1.783078,1.692828,1.632102,35
2.077538,1.774096,1.836286,2.019094,1.333964,2.132266,35
2.083195,1.785615,1.680818,1.912814,1.342469,2.108723,35
2.088901,1.784636,1.832729,1.995482,1.219381,2.045863,35
1.971538,1.646216,1.663216,1.767326,1.238743,1.991555,35
1.890392,1.58979,1.620823,1.711211,1.185102,1.921995,35
1.885391,1.585139,1.620395,1.705352,1.157908,1.90175,35
1.836172,1.54903,1.639102,1.625144,1.177276,1.832428,35
1.857685,1.595191,1.677856,1.604647,1.198019,1.853586,35
1.832332,1.567203,1.679874,1.608548,1.191166,1.815074,35
1.834193,1.575531,1.684313,1.514443,1.217079,1.819358,35
1.816323,1.560945,1.704708,1.527924,1.217441,1.796445,35
1.845476,1.5883,1.69328,1.576608,1.196736,1.83384,35
1.814394,1.55787,1.696122,1.549911,1.218007,1.80101,35
1.806236,1.533831,1.666107,1.581004,1.201923,1.794389,35
1.817273,1.551067,1.680354,1.551699,1.19059,1.792695,35
1.825067,1.573124,1.728896,1.467637,1.240874,1.792547,35
1.899334,1.651464,1.786201,1.648943,1.340824,1.875283,35
1.797672,1.527276,1.673405,1.497404,1.254031,1.810798,35
1.795823,1.524588,1.659973,1.557637,1.203931,1.79724,35
1.80135,1.518369,1.644238,1.594216,1.20529,1.814791,35
1.792959,1.52738,1.670816,1.544748,1.243043,1.806198,35
1.912323,1.661362,1.804174,1.349579,1.436568,1.939093,35
1.790536,1.51795,1.671046,1.517355,1.216136,1.789636,35
1.804489,1.53842,1.68653,1.467567,1.235287,1.797797,35
1.803308,1.533358,1.689611,1.467795,1.266092,1.813832,35
1.931598,1.687273,1.857829,1.513927,1.474366,1.943667,35
1.791402,1.521229,1.676345,1.481751,1.260108,1.806379,35
1.834108,1.5647,1.724633,1.383582,1.339419,1.851213,35
1.894629,1.580495,1.611451,1.711841,1.185976,1.909916,35
1.903296,1.587991,1.608642,1.739266,1.207911,1.932013,35
1.919008,1.690218,1.861989,1.31851,1.504136,1.951668,35
1.813574,1.538383,1.67371,1.462553,1.311843,1.863183,35
1.78967,1.505226,1.647462,1.551346,1.213351,1.809175,35
1.836274,1.52316,1.671599,1.668821,1.249774,1.811206,35
1.864074,1.561628,1.721252,1.548041,1.301208,1.819528,35
1.8885,1.586924,1.735445,1.498802,1.365047,1.86609,35
1.834705,1.529537,1.673735,1.608264,1.270728,1.808584,35
1.849571,1.554407,1.724924,1.53968,1.332474,1.839836,35
1.807332,1.520116,1.691139,1.462484,1.264631,1.814346,35
1.907407,1.669546,1.859515,1.290109,1.477889,1.907636,35
1.89088,1.638898,1.784882,1.575402,1.382115,1.892316,35
1.785165,1.501968,1.65206,1.520308,1.219884,1.791316,35
1.798468,1.526714,1.670199,1.539116,1.205948,1.789362,35
1.835144,1.57272,1.74475,1.360125,1.345165,1.855587,35
1.807895,1.529164,1.663253,1.537611,1.18618,1.808091,35
1.839391,1.539525,1.650965,1.637343,1.193595,1.857121,35
1.839769,1.539064,1.62453,1.645462,1.176553,1.860639,35
1.814766,1.520032,1.648555,1.587952,1.182947,1.821818,35
1.815981,1.519952,1.693111,1.49572,1.279895,1.832428,35
1.812166,1.519283,1.6775,1.540871,1.181561,1.76672,35
1.8357,1.549945,1.71682,1.42936,1.254836,1.801059,35
1.813662,1.527016,1.6638,1.452044,1.282306,1.83348,35
1.814415,1.527313,1.700888,1.45371,1.262727,1.803706,35
1.796891,1.499472,1.633254,1.598203,1.224233,1.810467,35
1.802437,1.543607,1.692099,1.542508,1.228142,1.799537,35
1.813724,1.531281,1.659188,1.56656,1.182101,1.807093,35
1.823192,1.547911,1.646749,1.589017,1.192107,1.838963,35
1.844315,1.561033,1.639938,1.556741,1.777491,1.899071,35
1.840049,1.559865,1.733111,1.401032,1.334109,1.844167,35
1.792653,1.51164,1.657442,1.57234,1.238382,1.806163,35
1.801271,1.529785,1.684427,1.536267,1.220602,1.786764,35
1.792445,1.497733,1.636038,1.550076,1.263789,1.833082,35
1.802396,1.508516,1.64065,1.588895,1.217859,1.81707,35
1.797009,1.512308,1.66023,1.525279,1.21791,1.798607,35
1.913333,1.721733,2.02688,1.470622,1.422706,1.884698,35
1.820414,1.540523,1.687438,1.512863,1.220409,1.770726,35
1.795793,1.516854,1.683418,1.46829,1.271357,1.804258,35
1.794763,1.506413,1.63642,1.5762,1.207778,1.792232,35
1.802493,1.536881,1.668972,1.53852,1.24383,1.807039,35
1.788114,1.514185,1.669183,1.47963,1.240852,1.791973,35
1.787235,1.497298,1.640013,1.536774,1.231592,1.797258,35
1.849958,1.594244,1.75327,1.392605,1.357597,1.855737,35
1.899521,1.65618,1.840275,1.32686,1.455179,1.90964,35
1.788288,1.50672,1.660144,1.534027,1.212711,1.786477,35
1.802672,1.510535,1.633924,1.563793,1.211153,1.807791,35
1.793132,1.507934,1.649745,1.545254,1.212135,1.797553,35
1.793395,1.493867,1.630694,1.588313,1.213738,1.799833,35
1.805106,1.521832,1.650889,1.523575,1.196011,1.804435,35
1.791022,1.493592,1.642476,1.51972,1.221793,1.797057,35
1.783842,1.497291,1.640249,1.53848,1.211442,1.794208,35
1.790317,1.505372,1.641283,1.548392,1.201652,1.796417,35
1.788985,1.503156,1.65205,1.510622,1.209365,1.790716,35
1.78741,1.493277,1.640246,1.524108,1.220885,1.798537,35
1.804749,1.503093,1.636591,1.562097,1.221676,1.806842,35
1.790654,1.499243,1.641374,1.489973,1.245337,1.806734,35
1.804555,1.505951,1.65561,1.560579,1.216697,1.805244,35
1.797094,1.491426,1.636507,1.573006,1.221798,1.803201,35
1.787973,1.493583,1.630755,1.547563,1.215245,1.803964,35
1.822156,1.521742,1.615981,1.601313,1.191647,1.818604,35
1.928737,1.612606,1.593942,1.74751,1.23137,1.968394,35
1.818746,1.507882,1.646153,1.608325,1.217906,1.822015,35
1.81029,1.505445,1.630997,1.614587,1.229336,1.820943,35
1.794085,1.50411,1.653395,1.500884,1.255966,1.826569,35
1.841472,1.541949,1.689993,1.494529,1.317421,1.847014,35
1.797957,1.524335,1.6909,1.50819,1.236113,1.793637,35
1.874572,1.58651,1.760833,1.422334,1.357847,1.860891,35
1.819581,1.512894,1.646998,1.622202,1.22224,1.814011,35
1.815873,1.522142,1.657487,1.570004,1.217479,1.802266,35
1.794868,1.497893,1.638888,1.532902,1.215737,1.793826,35
1.804995,1.505837,1.653033,1.578159,1.210183,1.799231,35
1.803566,1.510876,1.634822,1.588149,1.2327,1.806032,35
1.845498,1.569116,1.664728,1.54974,1.203341,1.830184,35
1.837166,1.556525,1.728958,1.399161,1.32704,1.836782,35
1.810035,1.532143,1.671863,1.565949,1.193586,1.791359,35
1.791212,1.50187,1.646986,1.550934,1.213853,1.786868,35
1.801363,1.503628,1.654308,1.53503,1.224436,1.796568,35
1.810552,1.510123,1.656442,1.571064,1.217802,1.8038,35
1.7993,1.493527,1.631148,1.601459,1.226437,1.807416,35
1.796232,1.510443,1.649355,1.557479,1.220072,1.791104,35
1.920366,1.669473,1.830426,1.333997,1.436192,1.909608,35
1.817799,1.530296,1.693896,1.477298,1.242424,1.808562,35
1.816799,1.536552,1.697511,1.453893,1.267792,1.806676,35
1.810532,1.541185,1.680173,1.539217,1.220888,1.794169,35
1.793273,1.505728,1.641068,1.587636,1.228792,1.800883,35
1.86852,1.626212,1.824172,1.312801,1.409088,1.856042,35
1.796871,1.52092,1.658994,1.55083,1.215515,1.79371,35
1.794049,1.522043,1.664412,1.521994,1.221611,1.793244,35
1.830748,1.553291,1.721656,1.422755,1.289429,1.828037,35
1.806561,1.525066,1.662282,1.526446,1.209397,1.793382,35
1.812885,1.518544,1.644695,1.59695,1.199066,1.803678,35
1.794647,1.502786,1.650315,1.549516,1.237425,1.80053,35
1.802601,1.520901,1.655408,1.584774,1.228719,1.799962,35
1.838469,1.560996,1.718941,1.418299,1.30954,1.838354,35
1.807124,1.509303,1.648221,1.60614,1.215177,1.802362,35
1.839337,1.559434,1.719135,1.442135,1.285685,1.820314,35
1.820629,1.520188,1.643135,1.621981,1.199626,1.813737,35
1.812692,1.525448,1.668449,1.586089,1.214862,1.799736,35
1.842177,1.574309,1.675786,1.56434,1.217419,1.819757,35
1.933746,1.680512,1.79517,1.687992,1.346286,1.905583,35
1.805199,1.527655,1.674316,1.574745,1.213567,1.78967,35
1.805976,1.531192,1.668275,1.576796,1.211151,1.788006,35
1.907625,1.659752,1.808228,1.62011,1.395308,1.894421,35
1.831485,1.566382,1.699661,1.526704,1.227626,1.806958,35
1.852181,1.571095,1.666013,1.588729,1.197939,1.830451,35
1.839357,1.566781,1.699067,1.519566,1.233572,1.806854,35
1.813149,1.526011,1.674628,1.58531,1.22801,1.788276,35
1.954121,1.718047,1.910404,1.337584,1.468288,1.890074,35
1.845056,1.586106,1.771268,1.424759,1.308827,1.806368,35
1.855294,1.588944,1.703005,1.568808,1.204305,1.812417,35
1.851612,1.571693,1.669633,1.575919,1.209357,1.836794,35
1.819093,1.544896,1.685207,1.536501,1.243584,1.797321,35
1.870628,1.583549,1.652504,1.661306,1.189891,1.845228,35
1.823299,1.557585,1.74694,1.485949,1.266511,1.769058,35
1.971315,1.66118,1.687317,1.799786,1.199808,1.939813,35
1.788802,1.518002,1.58266,1.464729,1.552454,1.895249,35
1.845828,1.573413,1.663368,1.518272,1.227484,1.900021,35
1.995087,1.675972,1.68143,1.80753,1.244319,2.042521,35
1.922857,1.608807,1.640964,1.707813,1.153933,1.934957,35
1.923877,1.606078,1.635127,1.675804,1.170576,1.901795,35
2.037227,1.703712,1.718882,1.844175,1.237618,2.052044,35
2.000284,1.723066,1.712645,1.827097,1.330237,2.015485,35
1.894572,1.581962,1.632615,1.73065,1.190836,1.887197,35
1.892181,1.600842,1.610225,1.705892,1.205325,1.93694,35
1.869599,1.578218,1.610613,1.659774,1.21306,1.89868,35
1.880735,1.586595,1.597867,1.691121,1.177808,1.923077,35
1.915532,1.606106,1.616396,1.732167,1.167525,1.943284,35
1.887862,1.586344,1.605562,1.698574,1.186352,1.914605,35
1.869252,1.58665,1.624499,1.656236,1.157692,1.890507,35
1.801328,1.522404,1.648173,1.561912,1.169745,1.79357,35
1.804291,1.544274,1.684537,1.453627,1.256233,1.817219,35
1.865783,1.611683,1.725353,1.378159,1.798032,1.877783,35
1.790327,1.522257,1.676041,1.496228,1.232866,1.783268,35
1.947616,1.738938,2.057309,1.42405,1.526494,1.930682,35
1.861805,1.626468,1.8119,1.352429,1.386558,1.863894,35
1.795659,1.531185,1.692083,1.518451,1.224695,1.789712,35
1.832949,1.576254,1.700197,1.520086,1.191666,1.807647,35
1.8388,1.565761,1.679177,1.580211,1.15682,1.80985,35
1.877537,1.572645,1.654916,1.684594,1.161262,1.853872,35
1.874475,1.566076,1.667752,1.695978,1.195635,1.844119,35
1.87662,1.583263,1.6599,1.627256,1.180135,1.846918,35
1.861967,1.561242,1.652366,1.687498,1.214987,1.86411,35
1.926733,1.736479,2.047692,1.639414,1.345323,1.827659,35
1.87159,1.605913,1.693259,1.598893,1.223908,1.84911,35
1.814027,1.533404,1.692682,1.538956,1.248152,1.790333,35
1.81363,1.53885,1.689476,1.556087,1.273151,1.802275,35
1.875997,1.612911,1.776509,1.396537,1.373977,1.861576,35
1.811681,1.528469,1.682396,1.525452,1.287911,1.816823,35
1.953448,1.691279,1.856337,1.372562,1.420336,1.880822,35
1.836814,1.574651,1.672545,1.647589,1.271717,1.84981,35
1.809788,1.546007,1.7071,1.51517,1.255414,1.790071,35
1.801925,1.519601,1.6769,1.566061,1.214548,1.772437,35
1.950282,1.721127,1.918485,1.316781,1.532634,1.924904,35
1.837084,1.573057,1.727515,1.49874,1.225028,1.779889,35
1.824638,1.559215,1.735852,1.424497,1.293986,1.793923,35
2.048672,1.817454,1.904023,1.266162,1.897684,2.000466,35
1.823961,1.535977,1.65165,1.635506,1.191939,1.799815,35
1.814165,1.542997,1.692584,1.569249,1.210237,1.779871,35
1.803576,1.534108,1.698635,1.563561,1.228565,1.771861,35
1.802919,1.528832,1.675119,1.567769,1.229458,1.795144,35
1.839139,1.573386,1.738644,1.386028,1.326073,1.830323,35
1.809374,1.53839,1.666499,1.585431,1.196893,1.799008,35
1.794083,1.52769,1.693057,1.532551,1.217844,1.774174,35
1.802098,1.545741,1.708625,1.509391,1.2491,1.787304,35
1.814769,1.556036,1.699151,1.579564,1.212714,1.799674,35
1.804715,1.549041,1.722984,1.491686,1.26066,1.791489,35
1.796368,1.525948,1.682051,1.53046,1.223525,1.787865,35
1.823229,1.561157,1.67821,1.591441,1.212833,1.821175,35
1.885655,1.624117,1.619326,1.659813,1.562728,2.000827,35
1.796859,1.512943,1.663484,1.543594,1.212644,1.773893,35
1.824931,1.557098,1.692708,1.471247,1.296751,1.849019,35
1.971809,1.768927,2.001227,1.276685,1.614476,1.952094,35
1.792819,1.526777,1.676688,1.512416,1.223459,1.773379,35
1.840672,1.56716,1.743013,1.380959,1.32013,1.841524,35
1.812874,1.536854,1.646429,1.58824,1.191011,1.813287,35
1.80284,1.527512,1.659372,1.557232,1.199794,1.799731,35
1.801617,1.534312,1.679498,1.518606,1.213257,1.793127,35
1.798664,1.531221,1.668557,1.546853,1.231199,1.802546,35
1.80989,1.55429,1.712512,1.483964,1.235085,1.788322,35
1.794491,1.517969,1.656927,1.571401,1.209196,1.791763,35
1.801696,1.523948,1.65988,1.508055,1.260537,1.824288,35
1.944023,1.73086,1.993935,1.505232,1.415899,1.936433,35
1.786089,1.508329,1.644756,1.572191,1.210254,1.797923,35
1.784788,1.504605,1.650881,1.537695,1.201256,1.79091,35
1.794014,1.515424,1.647106,1.555769,1.184113,1.796364,35
1.77955,1.488702,1.636826,1.540659,1.205945,1.802067,35
1.831862,1.56671,1.653552,1.565353,1.171734,1.838675,35
1.811298,1.521652,1.637555,1.590797,1.178599,1.827487,35
1.897049,1.657496,1.851493,1.285706,1.473553,1.917794,35
1.831855,1.633291,1.957484,1.495359,1.367824,1.837589,35
1.854784,1.582064,1.656606,1.616182,1.15968,1.847696,35
