@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.867119,1.949481,2.0177,1.582587,1.887521,2.009386,1.840351,1.945537,2.165565,1.89429,36
1.863485,1.955119,1.997255,1.560431,1.845566,1.987038,1.823025,1.903477,2.170935,1.900358,36
1.86227,1.963752,1.978574,1.584965,1.844576,1.984135,1.84264,1.931365,2.21766,1.963843,36
1.853829,1.957199,1.982269,1.57596,1.846547,1.974496,1.825095,1.904957,2.199397,1.926519,36
1.859641,1.917374,1.977054,1.581258,1.869298,1.988771,1.840109,1.924665,2.17695,1.906567,36
1.860668,1.96724,1.990908,1.573264,1.846336,1.981616,1.836789,1.901354,2.22198,1.944204,36
1.862681,1.937435,1.99156,1.574775,1.858594,1.993345,1.84004,1.920789,2.181723,1.91099,36
1.863436,1.937534,1.987506,1.569713,1.846947,1.989583,1.833259,1.915741,2.171986,1.904317,36
1.873894,1.978267,2.017408,1.580432,1.872834,2.005163,1.85026,1.921961,2.220159,1.947356,36
1.884474,1.979137,2.032253,1.580458,1.892581,2.023497,1.857824,1.943315,2.209911,1.924765,36
1.868498,1.951416,2.008464,1.554962,1.858862,2.000797,1.821458,1.929397,2.163793,1.880848,36
1.879606,1.981613,2.005979,1.560559,1.84554,2.004297,1.842725,1.926822,2.21348,1.946526,36
1.888436,1.962278,2.025595,1.575044,1.869218,2.02475,1.864352,1.937017,2.17108,1.902645,36
1.864996,1.956964,1.993973,1.571348,1.850627,1.992638,1.842261,1.918521,2.204025,1.935591,36
1.852087,1.877914,1.96918,1.563409,1.845604,1.967906,1.801912,1.874821,2.082359,1.797972,36
1.841285,1.888395,1.961152,1.563098,1.832582,1.961411,1.807111,1.882016,2.097134,1.84204,36
1.847929,1.934486,1.953148,1.556407,1.808054,1.955115,1.81107,1.882602,2.188705,1.932723,36
1.933209,1.858322,1.993298,1.781331,1.906256,1.970853,1.863104,1.862508,1.808628,1.594306,36
1.827169,1.921072,1.951642,1.547322,1.816511,1.941729,1.791044,1.872591,2.178199,1.922619,36
1.86929,1.975795,1.946914,1.604776,1.819333,1.958804,1.840234,1.912172,2.269618,2.008807,36
1.837175,1.902212,1.930322,1.549448,1.77243,1.918918,1.782286,1.806884,2.164528,1.883955,36
1.865078,1.980259,1.970686,1.590018,1.833245,1.974742,1.852541,1.911672,2.265912,2.001691,36
2.757684,2.756114,2.813421,2.736686,2.775956,2.81489,2.81066,2.792093,2.741928,2.718471,36
1.843343,1.941479,1.960314,1.568782,1.827114,1.9586,1.834427,1.883466,2.213383,1.945135,36
1.833895,1.881632,1.948034,1.555676,1.803612,1.938582,1.798887,1.830485,2.132047,1.8714,36
1.843939,1.949025,1.954654,1.570176,1.822064,1.947392,1.806412,1.875135,2.218079,1.938643,36
1.841902,1.89274,1.92738,2.050969,1.991641,1.9283,1.998553,2.081427,1.91644,2.119466,36
1.647082,1.562091,1.611441,2.095738,1.811993,1.589545,1.857912,1.791735,2.193102,2.208388,36
1.672715,1.543287,1.630025,2.1103,1.826119,1.615854,1.854889,1.807092,2.175663,2.194441,36
1.875577,1.947732,1.905381,1.884079,1.837338,1.852532,1.936649,1.787046,2.14026,2.149324,36
1.902082,1.947165,1.922692,1.883568,1.836111,1.875278,1.933182,1.775694,2.142829,2.136615,36
1.582425,1.524884,1.562923,2.008468,1.75326,1.541399,1.765168,1.774106,2.138822,2.136469,36
1.591851,1.492675,1.567412,2.022021,1.761691,1.560995,1.774203,1.781906,2.122773,2.127928,36
1.867853,1.929521,1.899771,1.850989,1.823095,1.854736,1.909543,1.774192,2.122591,2.11944,36
1.861538,1.919633,1.891327,1.855358,1.821119,1.845164,1.895124,1.7673,2.116324,2.117658,36
1.677179,1.489817,1.651637,2.075482,1.837176,1.649244,1.809227,1.848944,2.118609,2.121348,36
1.573351,1.511783,1.547074,2.047834,1.773336,1.537827,1.810452,1.783248,2.160743,2.183588,36
1.814407,1.893564,1.871569,1.800721,1.816948,1.834155,1.872789,1.786208,2.087032,2.064129,36
1.836129,1.890251,1.882249,1.812288,1.813015,1.845168,1.86131,1.787664,2.064446,2.041234,36
1.69342,1.507517,1.706909,1.961872,1.76958,1.711337,1.711062,1.911621,2.051613,2.008068,36
1.4803,1.513987,1.465397,1.968109,1.702706,1.461151,1.730198,1.743392,2.185934,2.169174,36
1.805139,1.913672,1.869083,1.816633,1.830965,1.82842,1.89556,1.815513,2.107219,2.08617,36
1.813494,1.893889,1.867657,1.80298,1.809812,1.829981,1.862934,1.783873,2.083601,2.079012,36
1.605729,1.504981,1.604628,1.983836,1.784292,1.608239,1.744646,1.848293,2.110575,2.104466,36
1.478396,1.50457,1.442481,1.997055,1.712367,1.459344,1.735248,1.790535,2.186297,2.20922,36
1.824798,1.913778,1.890939,1.784953,1.84469,1.857359,1.860715,1.816021,2.101223,2.074805,36
1.82017,1.925651,1.888189,1.768695,1.825418,1.837459,1.832961,1.784138,2.098094,2.064513,36
1.595615,1.480166,1.607516,1.970174,1.771708,1.595713,1.723022,1.808893,2.077818,2.042416,36
1.501457,1.465328,1.508137,1.969086,1.7433,1.508471,1.729478,1.798348,2.108968,2.085897,36
1.85622,1.936088,1.890491,1.862293,1.828642,1.839963,1.9095,1.77779,2.131107,2.123301,36
1.872359,1.924433,1.90025,1.851506,1.825373,1.853641,1.893802,1.760376,2.11555,2.098686,36
1.570723,1.52077,1.553463,2.007471,1.750222,1.528985,1.762889,1.751705,2.147362,2.139065,36
1.636817,1.483691,1.626333,2.045397,1.8126,1.628881,1.797374,1.847965,2.088392,2.090165,36
1.871616,1.917745,1.906155,1.825166,1.82912,1.865775,1.88731,1.774007,2.118964,2.098473,36
1.841665,1.924491,1.885719,1.809996,1.819163,1.838692,1.865761,1.763828,2.111123,2.081443,36
1.572732,1.50261,1.551933,1.988388,1.746287,1.54529,1.748654,1.780179,2.137173,2.138669,36
1.565633,1.481394,1.552204,2.008651,1.760542,1.544112,1.763689,1.782106,2.11165,2.112202,36
1.849285,1.942816,1.890221,1.835014,1.826802,1.833735,1.888407,1.768509,2.131694,2.108128,36
1.850442,1.93491,1.886798,1.840265,1.82218,1.835674,1.885939,1.771085,2.12767,2.11493,36
1.765152,1.53606,1.765663,2.035572,1.821976,1.763093,1.761808,1.947431,2.066928,2.02365,36
1.6197,1.4951,1.609703,2.049378,1.80422,1.598987,1.805798,1.798005,2.120965,2.106903,36
1.842436,1.940443,1.887936,1.83082,1.825918,1.827918,1.884196,1.769137,2.125364,2.110004,36
1.863544,1.947341,1.899673,1.831556,1.826859,1.842607,1.876477,1.764861,2.134004,2.12187,36
1.695574,1.524826,1.668882,2.0912,1.849628,1.659693,1.830447,1.844254,2.133058,2.129864,36
1.633303,1.533868,1.609531,2.065033,1.797547,1.593443,1.831583,1.781922,2.16781,2.170437,36
1.874318,1.94476,1.905992,1.850471,1.833061,1.858881,1.922993,1.784714,2.139443,2.132516,36
1.890001,1.957185,1.91332,1.862289,1.83475,1.857502,1.894522,1.765031,2.149139,2.130898,36
1.589637,1.55132,1.567862,2.020852,1.759063,1.536767,1.784926,1.753074,2.170875,2.161122,36
1.614468,1.507382,1.590007,2.041125,1.778987,1.577403,1.799641,1.779301,2.140387,2.122171,36
1.86661,1.960599,1.899776,1.860913,1.836992,1.838154,1.902914,1.772356,2.15067,2.141206,36
1.876107,1.972174,1.905569,1.863624,1.839276,1.844884,1.901413,1.78202,2.162795,2.156846,36
1.661507,1.535211,1.640295,2.042125,1.814622,1.625354,1.778076,1.827128,2.137589,2.127998,36
1.573274,1.511384,1.551634,2.027985,1.768411,1.529577,1.775273,1.755252,2.120487,2.13301,36
1.89168,1.957313,1.910338,1.869807,1.843644,1.864521,1.917771,1.784241,2.159637,2.158684,36
1.892256,1.968332,1.914964,1.875931,1.838881,1.860905,1.919404,1.788445,2.161113,2.173163,36
2.826035,2.815235,2.827977,2.809484,2.774711,2.805444,2.829626,2.744169,2.824654,2.868497,36
2.825555,2.816568,2.826842,2.810806,2.77522,2.800834,2.824072,2.736865,2.826569,2.862953,36
1.580305,1.494656,1.565741,2.003285,1.766257,1.558586,1.765692,1.784156,2.133382,2.124357,36
1.567519,1.481996,1.572836,1.989008,1.767109,1.559282,1.751725,1.777371,2.104068,2.071286,36
1.836679,1.958378,1.898403,1.829493,1.844281,1.842066,1.912952,1.808732,2.138748,2.095707,36
1.831859,1.923015,1.881772,1.823485,1.822909,1.83402,1.880873,1.778935,2.112355,2.074931,36
1.564948,1.498103,1.541434,2.022716,1.757436,1.537635,1.793632,1.780229,2.154462,2.164982,36
1.804443,1.789074,1.822384,1.799707,1.46965,1.797096,1.515137,2.021217,2.238451,2.08712,36
1.812128,1.923703,1.881199,1.804801,1.82785,1.836702,1.899767,1.813621,2.101466,2.070029,36
1.838004,1.900619,1.889324,1.830688,1.83279,1.851211,1.875836,1.794135,2.081868,2.044703,36
1.716454,1.515231,1.730477,1.982905,1.788594,1.728417,1.725925,1.918887,2.052517,2.001766,36
1.559862,1.467476,1.556501,2.029193,1.789473,1.555781,1.782767,1.809839,2.10541,2.106545,36
1.80908,1.918874,1.873122,1.802934,1.832177,1.831636,1.880505,1.808376,2.111108,2.071088,36
1.849041,1.904124,1.896833,1.829249,1.830028,1.868014,1.886402,1.814453,2.081884,2.046338,36
1.583912,1.4725,1.597636,1.987914,1.79106,1.592367,1.733033,1.833778,2.067438,2.048909,36
1.533776,1.455465,1.55082,1.987769,1.780022,1.551552,1.749445,1.810277,2.085011,2.074536,36
1.827691,1.91888,1.881263,1.801139,1.818077,1.840785,1.891265,1.796538,2.107973,2.102115,36
1.824107,1.923799,1.877139,1.809482,1.814251,1.829481,1.87594,1.789732,2.109017,2.094339,36
1.546553,1.445988,1.561184,1.996681,1.797548,1.579224,1.743302,1.875512,2.064974,2.068728,36
1.498158,1.456519,1.520802,1.997612,1.78831,1.536708,1.761692,1.858143,2.099773,2.103806,36
1.790164,1.93587,1.865495,1.798107,1.833788,1.814097,1.8762,1.82635,2.117873,2.120015,36
1.796553,1.920316,1.862678,1.796166,1.819988,1.817246,1.855959,1.812802,2.102646,2.118367,36
1.498512,1.475477,1.522861,1.977973,1.771878,1.529564,1.753243,1.847937,2.101118,2.117061,36
1.458622,1.48029,1.47532,1.977305,1.748945,1.481863,1.748364,1.815191,2.140105,2.146431,36
1.785257,1.890382,1.86845,1.775073,1.825642,1.845675,1.866053,1.838953,2.067872,2.055099,36
1.765503,1.897346,1.852137,1.79218,1.826843,1.817767,1.865595,1.841466,2.08,2.071187,36
1.499954,1.526243,1.498546,1.968359,1.724608,1.476965,1.73409,1.765022,2.1639,2.184008,36
1.476474,1.516108,1.445061,1.990797,1.708012,1.457433,1.738637,1.7823,2.199725,2.22319,36
1.786941,1.912349,1.862067,1.784504,1.818249,1.821586,1.874624,1.821329,2.090835,2.094531,36
1.810819,1.921286,1.874174,1.784963,1.815419,1.831836,1.850375,1.811031,2.09806,2.092309,36
1.545778,1.481424,1.54279,1.992993,1.754133,1.531743,1.743916,1.790137,2.106555,2.1066,36
1.794866,1.761934,1.841697,1.778444,1.505949,1.817915,1.496382,2.066829,2.178415,2.026445,36
1.817237,1.912307,1.872074,1.808835,1.821111,1.829154,1.884185,1.792418,2.104192,2.082305,36
1.810964,1.903437,1.866114,1.803196,1.810696,1.819935,1.856728,1.775397,2.091586,2.080012,36
1.754097,1.561613,1.726011,2.129005,1.919788,1.747662,1.882182,1.969545,2.204898,2.209926,36
1.612327,1.47405,1.612107,1.9439,1.708604,1.62406,1.6539,1.895432,2.006002,1.928009,36
1.837838,1.895981,1.902832,1.583801,1.745945,1.881992,1.773632,1.749801,2.166578,1.897661,36
1.878468,1.946459,1.921615,1.624189,1.76864,1.91228,1.812711,1.793486,2.246466,1.97946,36
1.877273,1.900786,1.940201,1.624747,1.76541,1.897285,1.805564,1.69503,2.188884,1.921421,36
1.86103,1.866084,1.930238,1.609598,1.762894,1.892506,1.784093,1.706802,2.13038,1.855967,36
1.878385,1.894674,1.939056,1.616789,1.754353,1.909011,1.817907,1.719827,2.174173,1.924261,36
1.872907,1.861998,1.936862,1.619077,1.763999,1.904063,1.797194,1.712974,2.120974,1.859001,36
1.904334,1.907946,1.971577,1.621679,1.774341,1.930068,1.805607,1.724625,2.125767,1.838358,36
1.889592,1.902163,1.953457,1.615713,1.763104,1.918417,1.811773,1.719864,2.172266,1.903104,36
1.875867,1.912722,1.944654,1.602604,1.75873,1.907683,1.798044,1.721512,2.187144,1.905489,36
1.869793,1.917659,1.943015,1.600371,1.75829,1.905469,1.798439,1.725602,2.179421,1.901236,36
1.88378,1.888217,1.93466,1.62389,1.757885,1.909801,1.810188,1.72586,2.147691,1.882458,36
2.060085,1.944002,2.082669,2.187854,2.070586,2.060135,2.053814,2.109914,1.637675,1.832663,36
1.855885,1.910156,1.928932,1.598861,1.752237,1.884806,1.790615,1.702603,2.197075,1.93884,36
1.858103,1.905521,1.924348,1.595695,1.743268,1.888463,1.795489,1.709337,2.191765,1.938012,36
1.843369,1.913498,1.905075,1.584641,1.734335,1.875173,1.793372,1.717963,2.214569,1.963549,36
1.871982,1.91855,1.931614,1.618479,1.746799,1.891162,1.809275,1.700749,2.211536,1.962588,36
1.846864,1.899601,1.921996,1.59568,1.750196,1.879835,1.783492,1.704626,2.182158,1.922464,36
1.84163,1.875976,1.910428,1.600441,1.741954,1.874383,1.785273,1.705008,2.131112,1.881125,36
1.83364,1.85362,1.903418,1.595988,1.748416,1.865645,1.765843,1.693148,2.118924,1.857193,36
1.846233,1.88264,1.924092,1.58039,1.750975,1.890196,1.783658,1.717292,2.158253,1.903614,36
1.849643,1.918608,1.92467,1.587606,1.746205,1.883412,1.784971,1.712476,2.206064,1.949433,36
1.844083,1.873864,1.908912,1.582642,1.736834,1.878115,1.775512,1.708674,2.151785,1.898341,36
1.848975,1.879252,1.922215,1.581799,1.745996,1.883882,1.766549,1.709174,2.142798,1.873646,36
1.846956,1.878979,1.924233,1.582368,1.746995,1.890149,1.778556,1.720769,2.150079,1.894483,36
1.839425,1.847038,1.91431,1.580808,1.754175,1.881027,1.758492,1.712174,2.107632,1.838234,36
1.844145,1.883737,1.920781,1.584029,1.749266,1.893954,1.798328,1.731212,2.167583,1.923123,36
1.843927,1.896818,1.917087,1.591091,1.74644,1.881346,1.787119,1.713635,2.185025,1.926667,36
1.839145,1.889757,1.909381,1.592513,1.74158,1.874855,1.775425,1.715831,2.168778,1.904875,36
1.853841,1.903592,1.920982,1.584751,1.747579,1.888716,1.783316,1.717259,2.188189,1.913295,36
1.867243,1.901743,1.941029,1.600837,1.761815,1.906518,1.806408,1.720917,2.183289,1.916482,36
1.864415,1.913495,1.937238,1.60742,1.757976,1.901161,1.811493,1.720882,2.201567,1.941948,36
1.863882,1.894644,1.9385,1.599959,1.761925,1.903532,1.804129,1.718681,2.169996,1.904775,36
1.864271,1.89725,1.936191,1.587484,1.752423,1.908478,1.801934,1.737238,2.173437,1.903038,36
1.861931,1.936469,1.930496,1.599948,1.763125,1.9078,1.80662,1.763937,2.236136,1.946889,36
1.856943,1.90436,1.939593,1.586643,1.76047,1.91096,1.800301,1.749913,2.169567,1.898911,36
1.829545,1.857369,1.919959,1.582904,1.770958,1.890253,1.773574,1.740225,2.101058,1.819273,36
1.854122,1.871438,1.942742,1.583319,1.776937,1.908475,1.781042,1.735219,2.119117,1.833214,36
1.85324,1.864348,1.93338,1.598276,1.778858,1.89774,1.789689,1.711347,2.134122,1.854687,36
1.876922,1.928705,1.955719,1.604619,1.767172,1.91826,1.818114,1.73263,2.212327,1.948496,36
1.857383,1.879169,1.928422,1.602184,1.758045,1.895264,1.797597,1.712836,2.153882,1.89475,36
1.8716,1.893346,1.940438,1.606355,1.761076,1.906121,1.80622,1.716007,2.168905,1.904833,36
1.875831,1.911986,1.939791,1.614815,1.749444,1.907764,1.818577,1.725362,2.191967,1.941588,36
1.855286,1.847501,1.909506,1.609726,1.754572,1.880363,1.781511,1.695341,2.120237,1.852312,36
1.837381,1.877691,1.907413,1.608781,1.74714,1.869354,1.786198,1.698948,2.167109,1.917509,36
1.833914,1.876462,1.906926,1.592246,1.739334,1.873414,1.779424,1.714605,2.148456,1.895919,36
1.842069,1.883794,1.912389,1.578489,1.735488,1.883048,1.787372,1.72074,2.16479,1.920321,36
1.839895,1.88076,1.905359,1.586731,1.733773,1.876524,1.777153,1.719112,2.148516,1.89776,36
1.838989,1.878025,1.906975,1.610272,1.749898,1.870868,1.791275,1.699271,2.17038,1.911969,36
1.836421,1.861307,1.902159,1.596894,1.7434,1.874623,1.781163,1.714187,2.130949,1.869326,36
1.849854,1.889813,1.905298,1.616664,1.735591,1.862908,1.779244,1.683752,2.177114,1.933631,36
1.856901,1.894226,1.918671,1.60906,1.747852,1.878964,1.7881,1.694212,2.185189,1.920672,36
1.845469,1.882671,1.906651,1.614019,1.742312,1.87481,1.796268,1.709004,2.179522,1.927174,36
1.839602,1.886736,1.908262,1.608142,1.747066,1.875762,1.799313,1.713421,2.182014,1.931722,36
1.852557,1.912054,1.904643,1.61521,1.750165,1.885361,1.791973,1.755655,2.197607,1.935654,36
1.862527,1.87905,1.921194,1.61733,1.752205,1.885927,1.787737,1.705166,2.134179,1.851664,36
1.840832,1.864701,1.913362,1.599591,1.758399,1.88501,1.778912,1.72796,2.118442,1.831304,36
1.847281,1.911548,1.921828,1.580169,1.741903,1.887526,1.795747,1.721123,2.20404,1.958638,36
1.852001,1.908113,1.929081,1.584237,1.74757,1.894366,1.792382,1.725048,2.190236,1.938424,36
1.848995,1.859613,1.924964,1.583236,1.755343,1.893661,1.777814,1.719647,2.109247,1.846441,36
1.861634,1.916684,1.936076,1.589789,1.754869,1.896299,1.790463,1.714065,2.204783,1.934012,36
1.856525,1.864868,1.909339,1.5894,1.750432,1.881658,1.772984,1.697687,2.156874,1.875547,36
1.88141,1.878726,1.933743,1.587763,1.747972,1.890331,1.756092,1.689545,2.128311,1.875296,36
1.846714,1.863685,1.901901,1.589269,1.740047,1.858956,1.751071,1.673258,2.143963,1.906172,36
1.832851,1.885857,1.8809,1.584265,1.723431,1.865167,1.771326,1.740538,2.18696,1.947889,36
1.863465,1.920197,1.922289,1.585957,1.732351,1.884191,1.791727,1.702891,2.214022,1.994854,36
1.864349,1.920941,1.924507,1.570277,1.732698,1.880983,1.764743,1.693806,2.195719,1.9401,36
1.842661,1.903293,1.915988,1.580497,1.741608,1.873072,1.777729,1.699598,2.190174,1.962121,36
1.861624,1.888017,1.924195,1.585428,1.737078,1.882207,1.769377,1.695813,2.153735,1.915393,36
1.875085,1.921779,1.935269,1.588877,1.73759,1.890279,1.785357,1.696457,2.201417,1.965557,36
1.871742,1.91207,1.927081,1.603762,1.744522,1.882246,1.793501,1.680431,2.197153,1.960604,36
1.871917,1.923603,1.918084,1.609279,1.730967,1.877449,1.796768,1.688056,2.217154,1.984532,36
1.883098,1.93552,1.949991,1.575001,1.753505,1.907443,1.790101,1.702478,2.207215,1.923993,36
1.867679,1.937063,1.935499,1.56924,1.745488,1.904147,1.787937,1.735815,2.221057,1.94063,36
1.852884,1.874031,1.931707,1.575834,1.764993,1.907955,1.788749,1.739717,2.148132,1.874413,36
1.845141,1.867931,1.945135,1.555231,1.784323,1.929836,1.791702,1.788342,2.108652,1.842778,36
1.856703,1.89794,1.950398,1.554623,1.774383,1.915914,1.776728,1.741802,2.155698,1.868969,36
1.85517,1.888631,1.935315,1.558475,1.750036,1.906015,1.774883,1.736236,2.135144,1.870597,36
1.857898,1.902819,1.9402,1.576768,1.763325,1.902767,1.785294,1.722684,2.173453,1.888283,36
1.856249,1.873677,1.935931,1.582644,1.768153,1.901217,1.779487,1.721992,2.108028,1.813545,36
1.870098,1.918741,1.943641,1.590187,1.75634,1.912659,1.816364,1.733914,2.199204,1.940041,36
1.867575,1.877517,1.939055,1.580708,1.758235,1.907021,1.786145,1.718283,2.13731,1.860905,36
1.86656,1.903974,1.943289,1.591558,1.762055,1.913623,1.815886,1.732515,2.185532,1.925559,36
1.868249,1.912033,1.937085,1.586027,1.749557,1.90888,1.798553,1.735208,2.17505,1.910251,36
1.869692,1.924257,1.9291,1.5849,1.739112,1.88607,1.78155,1.691414,2.216459,1.971712,36
1.867058,1.860084,1.921699,1.58544,1.749999,1.885589,1.768107,1.686099,2.1382,1.894627,36
1.86096,1.857147,1.918532,1.585345,1.754414,1.882225,1.772303,1.681322,2.13721,1.89369,36
1.869222,1.896442,1.928377,1.577161,1.735646,1.894119,1.784527,1.704788,2.151847,1.911057,36
1.851735,1.875063,1.918976,1.572457,1.747557,1.877645,1.757433,1.687639,2.141094,1.888425,36
1.847857,1.881202,1.908664,1.581596,1.733356,1.867581,1.755684,1.689321,2.132485,1.874433,36
1.890923,1.922625,1.961413,1.568553,1.758701,1.922083,1.790213,1.714298,2.176882,1.890093,36
1.851635,1.881472,1.924353,1.561411,1.742118,1.896353,1.78032,1.722908,2.15264,1.901307,36
1.852361,1.832969,1.918301,1.585122,1.753823,1.892176,1.774963,1.71427,2.085221,1.842688,36
1.870924,1.919498,1.935883,1.585313,1.746503,1.892802,1.783676,1.69678,2.20135,1.936689,36
1.869537,1.89196,1.924754,1.574918,1.740056,1.891132,1.76727,1.700726,2.140491,1.862618,36
1.841224,1.88894,1.914802,1.562224,1.745839,1.877899,1.767794,1.703941,2.174528,1.900873,36
1.832081,1.89423,1.909112,1.55438,1.734492,1.87382,1.755439,1.720515,2.168109,1.900941,36
1.832077,1.893423,1.89679,1.559839,1.736157,1.871151,1.758453,1.724874,2.173899,1.889217,36
1.852868,1.926197,1.908985,1.579533,1.732363,1.892604,1.797103,1.753204,2.231278,1.980741,36
1.891802,1.937564,1.956281,1.594602,1.757582,1.915018,1.812373,1.705177,2.220584,1.955827,36
1.863448,1.908345,1.929542,1.575299,1.742737,1.894053,1.7893,1.708493,2.195741,1.930696,36
1.852978,1.869594,1.922084,1.588601,1.750083,1.896179,1.795134,1.721229,2.147627,1.896292,36
1.856332,1.897494,1.912688,1.593316,1.745372,1.875465,1.769569,1.695811,2.169877,1.873629,36
1.884465,1.915312,1.942067,1.598565,1.750964,1.90582,1.805507,1.702395,2.200055,1.93423,36
1.875267,1.894597,1.935235,1.602825,1.749195,1.90802,1.810037,1.722903,2.165199,1.900963,36
1.89429,1.892123,1.953502,1.624337,1.778538,1.921075,1.810048,1.719989,2.14973,1.828744,36
1.888841,1.914232,1.933276,1.629003,1.749362,1.912491,1.826851,1.735192,2.20507,1.937094,36
1.847275,1.89752,1.919704,1.569304,1.743182,1.881985,1.767615,1.706328,2.17256,1.903838,36
1.910745,1.854357,1.974296,2.049577,2.00324,1.971791,2.006384,2.047881,1.743108,1.940608,36
1.913464,1.985271,1.980628,1.564492,1.775012,1.922005,1.752853,1.729034,2.216055,1.964993,36
1.911859,1.989665,1.971725,1.56177,1.763786,1.919653,1.756739,1.738316,2.221688,1.983544,36
1.925406,1.99774,1.983739,1.564169,1.769968,1.934652,1.771549,1.749403,2.234116,2.013381,36
1.917681,1.976879,1.964714,1.565038,1.77378,1.922334,1.734149,1.766829,2.172986,1.942035,36
1.949693,1.946018,2.014377,1.59669,1.834415,1.969177,1.752802,1.79962,2.08036,1.829982,36
2.773279,2.773969,2.7963,2.755897,2.752177,2.781524,2.793374,2.742788,2.77405,2.806046,36
1.926805,1.939399,1.974635,1.576239,1.788228,1.934725,1.736011,1.768891,2.119844,1.872412,36
1.903183,1.926541,1.966098,1.568673,1.787809,1.917852,1.747808,1.728991,2.165372,1.927711,36
1.924185,1.978383,1.991574,1.560302,1.788704,1.939343,1.742137,1.765364,2.155044,1.906967,36
1.938098,1.910413,1.985686,1.661297,1.877342,1.948557,1.787966,1.792513,2.006442,1.817264,36
1.906051,1.950481,1.965012,1.561711,1.778743,1.914635,1.735249,1.73478,2.183044,1.936298,36
1.931255,1.938248,1.993084,1.572693,1.800471,1.945591,1.737031,1.766817,2.11463,1.846241,36
1.906093,1.918899,1.96523,1.583141,1.794672,1.919521,1.738823,1.749226,2.101243,1.864486,36
1.929743,1.948963,1.994592,1.57869,1.80783,1.945299,1.746859,1.765769,2.09633,1.843297,36
1.927572,1.952102,1.984322,1.570111,1.787804,1.937529,1.731836,1.768705,2.128048,1.884118,36
1.921618,1.937902,1.981734,1.575953,1.798265,1.934168,1.73854,1.757123,2.106901,1.857018,36
1.937872,1.947417,1.999666,1.577297,1.807096,1.952996,1.741833,1.777255,2.094351,1.84028,36
1.925438,1.949583,1.985324,1.566748,1.793274,1.937951,1.735903,1.761228,2.129617,1.881434,36
1.940306,1.953643,2.00314,1.591684,1.813452,1.949587,1.741616,1.768881,2.101597,1.822342,36
1.919377,1.920165,1.972127,1.5759,1.784131,1.936839,1.751887,1.769228,2.09985,1.88867,36
1.950376,1.954905,2.018524,1.586241,1.821426,1.967166,1.751346,1.782937,2.109182,1.851133,36
1.903675,1.926738,1.963353,1.565567,1.782131,1.916596,1.747035,1.724666,2.140964,1.896802,36
1.91383,1.906544,1.971305,1.589101,1.800152,1.929923,1.743022,1.760917,2.076536,1.835248,36
1.952258,1.920378,2.0175,1.624823,1.866426,1.98094,1.784404,1.813501,2.0024,1.764605,36
1.950156,1.941578,2.021467,1.581967,1.828758,1.978486,1.75824,1.801909,2.075763,1.827581,36
1.938444,1.911928,2.00078,1.621079,1.855606,1.957883,1.769249,1.781356,2.02925,1.781101,36
1.909444,1.967159,1.968425,1.567415,1.773062,1.913898,1.734178,1.737412,2.17122,1.919447,36
1.91971,1.94761,1.980376,1.573856,1.795763,1.934143,1.743103,1.764935,2.110148,1.886722,36
1.959117,1.931011,2.023739,1.57816,1.841888,1.978496,1.736524,1.792586,2.201654,1.822452,36
1.917499,1.920098,1.985244,1.577081,1.816416,1.937497,1.743454,1.754463,2.119044,1.860611,36
1.941378,1.945937,2.005355,1.568507,1.813897,1.960171,1.743302,1.776633,2.115127,1.847351,36
1.933182,1.969545,2.001592,1.561034,1.80519,1.947138,1.739446,1.756747,2.160484,1.880217,36
1.927209,1.922721,1.979674,1.601731,1.818766,1.932602,1.739474,1.755925,2.086421,1.829164,36
1.909646,1.943328,1.973255,1.56973,1.778456,1.919341,1.736082,1.733794,2.145616,1.896524,36
1.936325,1.925834,1.997158,1.59613,1.829644,1.947679,1.746433,1.757576,2.090988,1.814515,36
1.931961,1.940488,1.991135,1.578606,1.813216,1.942117,1.73496,1.759396,2.130137,1.867242,36
1.896556,1.906244,1.95084,1.600008,1.800673,1.903643,1.737326,1.738016,2.101442,1.87784,36
1.893355,1.95014,1.946892,1.574076,1.769289,1.901675,1.740221,1.747629,2.16524,1.966386,36
2.171632,2.089503,2.238238,1.918722,2.186143,2.21768,2.081495,2.049425,2.166949,1.662687,36
2.250921,2.18162,2.284955,2.227493,2.134935,2.242159,2.06788,2.30809,1.70898,1.868277,36
1.899643,1.948112,1.955932,1.577426,1.765041,1.906613,1.746284,1.740402,2.173824,1.970537,36
1.897014,1.994137,1.951058,1.6078,1.769283,1.8924,1.774775,1.725902,2.250739,2.05914,36
1.895017,1.930679,1.950137,1.612798,1.772257,1.8974,1.758262,1.734686,2.163978,1.98254,36
1.887436,1.967692,1.95384,1.56132,1.769143,1.900192,1.754333,1.729333,2.22569,2.000577,36
1.899409,1.993543,1.959325,1.578386,1.763515,1.902568,1.769665,1.721425,2.25906,2.039544,36
